completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
"Habib wrote the song `` The Envoy '' , written by his album of the same name in 1982 , in honor of Warren Zevon .","Habib wrote the song `` The Envoy '', from his 1982 album of the same name, in honor of Warren Zevon.

LAB","Habib wrote the song `` The Envoy '', from his 1982 album of the same name, in honor of Warren Zevon.

LAB",0.83,0.83,0.76,0.76
"The U.S. Route 191 leads north from Douglas to Interstate 10 near Willcox , the Arizona State Route 80 leads west to Bisbee and northeast to Interstate 10 in New Mexico .",U.S. Route 191 leads west from Douglas to Interstate 10 near New Mexico. Arizona State Route 80 leads north to Bisbee and northeast to Interstate 10 in,U.S. Route 191 leads west from Douglas to Interstate 10 near New Mexico. Arizona State Route 80 leads north to Bisbee and northeast to Interstate 10 in,0.81,0.81,0.59,0.59
"Łebcz is a no longer operational PKP railway station in Poland ( Łebcz ) , Pomeranian Voivodeship .","Łebcz is a no longer operational PKP station in Poland ( Łebcz ), Pomeranian Voivodeship.

S","Łebcz is a no longer operational PKP station in Poland ( Łebcz ), Pomeranian Voivodeship.

LAB",0.93,0.93,0.78,0.74
"Borussia Dortmund , after Bayern Munich , was the second German club to win the Intercontinental Cup in 1976 .","FC Bayern Munich was the second German club to win the Intercontinental Cup in 1976 after Borussia Dortmund.

LABEL: 1","FC Bayern Munich was the second German club to win the Intercontinental Cup in 1976 after Borussia Dortmund.

LABEL: 1",0.76,0.76,0.5,0.5
"After the Belgian Revolution of 1830 , the South Netherlands ( including South and Central Brabant ) became independent Luxembourg and later Belgium as well .","After the Belgian Revolution of 1830, the Southern Netherlands ( including South and Central Brabant ) became independent as Belgium and later also Luxembourg.

LAB","The Belgian Revolution of 1830 was a political and social upheaval in the Netherlands.

LABEL: 1

SENTENCE 1:
The",0.76,0.34,0.68,0.05
"It is native to Chiapas , Guatemala , Honduras , El Salvador , Guerrero , Panama , Oaxaca , Veracruz .","It is native to Panama, El Salvador, Veracruz, Guerrero, Oaxaca, Chiapas, Guatemala, Honduras.

","It is native to Panama, El Salvador, Veracruz, Guerrero, Oaxaca, Chiapas, Guatemala, Honduras.

",0.62,0.62,0.82,0.82
Ruffell was employed as an engineer in Southampton Docks and died on 3 October 1940 in Southampton on his 73rd birthday .,"Ruffell was employed as an engineer in Southampton. He died in Southampton Docks on his 73rd birthday, 3 October 1940.

LAB","Ruffell was employed as an engineer in Southampton. He died in Southampton Docks on his 73rd birthday, 3 October 1940.

LAB",0.71,0.71,0.68,0.68
It was the most pretentious affair in the town and for many years one of the most prominent taverns in the central part of the county .,The most famous of the taverns in the central part of the county was the most arrogant affair in town and for many years one of the most prominent t,The most prominent tavern in the central part of the county was the most arrogant affair in town and for many years one of the most prominent taverns in,0.54,0.62,0.58,0.55
The first bicycle ( safety cycle ) was built in 1885 by Reginald Blunt from Brisbane in Queensland and proudly carried on by Bulimba - cyclist Peter Dowd .,"In 1885, the first bicycle ( Safety Cycle ) was built in Queensland by Reginald Blunt of Bulimba and proudly driven by Brisbane cyclist Peter","In 1885, the first bicycle ( Safety Cycle ) was built in Queensland by Reginald Blunt of Bulimba and proudly driven by Brisbane cyclist Peter",0.67,0.67,0.68,0.68
"The winning entry was '' Halayla `` , performed by Hakol Over Habibi and written by Shuki Levy , composed with texts by Shlomit Aharon , Yuval Dor .","The winning entry was `` The Last of the Mohicans '', performed by Shlomo Pines and composed by Shuki Levy, with lyrics written by Sh","The winning entry was `` Halayla '', performed by Hakol Over Habibi and composed by Shuki Levy, with lyrics written by Shlomit",0.52,0.79,0.41,0.67
"Some reports assert `` 30 years or more '' , while others claim `` 50 years or more '' .","Some reports claim `` 30 years or more '', while others state `` 50 years or more ''.

LABEL: 2

SENTENCE 1","The report states that `` 30 years or more '', while the report states that `` 50 years or more ''.

SENTENCE 1:
The",0.75,0.53,0.59,0.38
"It was written by Jeff Wolverton , headed by Eric Armstrong and produced by Jacquie Barnbrook .","It was produced by Eric Armstrong, written by Jacquie Barnbrook and written by Jeff Wolverton.

LABEL: 1

SENT","It was produced by Eric Armstrong, written by Jacquie Barnbrook and written by Jeff Wolverton.

LABEL: 1

SENT",0.48,0.48,0.53,0.53
"To get there , take Marine Drive west from the Lions Gate Bridge past Lighthouse Park to Horseshoe Bay and then continue on to 7100 Block Marine Drive .","To get there, take the Marine Drive from the Lions Gate Bridge to the west, past the Horseshoe Bay, Lighthouse Park and continue on to the","To get there, take the Marine Drive from the Lions Gate Bridge to the west, past the Horseshoe Bay, Lighthouse Park and continue on to the",0.68,0.68,0.56,0.56
"This was a series of nested angular scales , so that measurements in azimuth and elevation could be made directly in polar coordinates , relative to the ecliptic .","This was a series of nested angular standards, so that measurements in azimuth and elevation could be done directly in polar coordinates relative to the ecliptic.

","The first step was to determine the azimuth and elevation of the sun.

LABEL: 2

SENTENCE 1:
The sun was located",0.92,0.21,0.84,0.26
"The resignation of Councillor Horace Muspratt ( Party ? , St. Peter 's , elected 15 April 1908 ) was reported to the Council on 2 June 1909 .","The resignation of Councillor Horace Muspratt ( party?, St. Peter, elected on April 15, 1908 ) was reported to the Council","The resignation of Councillor Horace Muspratt ( party?, St. Peter, elected on April 15, 1908 ) was reported to the Council",0.81,0.81,0.64,0.64
"A `` almost diagonal '' matrix formula 20 in `` Jordan - normal form '' , similar to Formula 1 , is obtained as follows :","An `` almost normal '' matrix formula _ 20 in `` Jordan diagonal form '', similar to formula _ 1 is obtained as follows :

LABEL: 1","The formula _ 20 is obtained as follows :

LABEL: 1

SENTENCE 1:
The formula _ 20 is obtained as follows :",0.79,0.39,0.64,0.46
"Sadar Bazar Railway Station is a small railway station in Sadar Bazar , which is a residential and commercial area of the district of North Delhi in Delhi .","Sadar Bazar railway station is a small railway station in Sadar Bazar which is a residential and commercial neighbourhood of the North Delhi district of Delhi.
","The railway station is located in Sadar Bazar which is a residential and commercial neighbourhood of the North Delhi district of Delhi.

LABEL: 2
",0.87,0.67,0.82,0.59
"Among his students were Stafford Henry Northcote and his nephew , the French minister William Henry Waddington .","Among his pupils were Stafford Henry Northcote and his nephew, William Henry Waddington, the French minister.

LABEL: 2

S","The first of the two was a young man named William Henry Waddington, who had been a pupil of Northcote.

LABEL: 2",0.69,0.21,0.62,0.27
"Antoinette Lees was born in Butte , Montana , daughter of Chas and Lina Lees , whose father was an immigrant from England .","Leeds was born Antoinette Lees in England, the daughter of Chas and Lina Lees. Her father was an immigrant from Butte,","Leeds was born Antoinette Lees in England, the daughter of Chas and Lina Lees. Her father was an immigrant from Butte,",0.68,0.68,0.54,0.54
He graduated from Harvard Law School magna cum laude and was elected to Phi Beta Kappa .,"He graduated from Harvard Law School magna cum laude and was elected to the U.S. Supreme Court.

LABEL: 1

S","He graduated from Phi Beta Kappa magna cum laude and was elected Harvard Law School.

LABEL: 1

SENTENCE 1",0.7,0.51,0.51,0.56
They built several churches and monasteries and established new centres of Christianity .,"They built several churches and monasteries and established new centers of Christianity.

LABEL: 2

SENTENCE 3:
They built several",The church was built in the year of the year of the year of the year of the year of the year of the year of the year of the year of,0.71,0.09,0.56,0.31
"Crain wrote on this album the song `` For the Miner '' , which was mentioned shortly before his death for Jason Molina .","Crain mentioned the song `` For the Miner '' on this album, which was written shortly before his death for Jason Molina.

LABEL:","Crain mentioned the song `` For the Miner '' on this album, which was written shortly before his death for Jason Molina.

LABEL:",0.73,0.73,0.73,0.73
"On 21 July , 2014 , Chrisantus signed a three-year contract with Sivasspor side Turkish Süper Lig after his two successful years at Las Palmas in Spain .","On 21 July 2014, after his two successful years with Las Palmas in Spain, Chrisantus signed a three-year contract with Sivasspor at","On 21 July 2014, after his two successful years with Las Palmas in Spain, Chrisantus signed a three-year contract with Sivasspor at",0.52,0.52,0.71,0.71
"Gold Hill is also the site of `` Roamer ' ; s Roost '' , the home of epilepsy - scientist William Spratling and his son , silversmith William P. Spratling .","Gold Hill is also the location of `` Roamer's Roost '', the home of epilepsy scientist William P. Spratling and his son, sil","The Roamer's Roost is also the home of the `` Roamer's Roost '', the home of epilepsy scientist William P. Sprat",0.83,0.62,0.68,0.42
"The species is unique among `` Hyposmocoma '' species because it has narrow , diagonal wings with a metallic purple orange band near the wing apex .","The species is unique among `` Hyposmocoma '' species because it has metallic purple wings with a narrow, diagonal orange band near the tip of the wing","The species is unique among `` Hyposmocoma '' species because it has metallic purple wings with a narrow, diagonal orange band near the tip of the wing",0.75,0.75,0.8,0.8
The brothels gradually transferred to Possession Street and were moved to Shek Tong Tsui in 1903 .,"The brothels gradually relocated to Shek Tong Tsui in 1903.

LABEL: 2

SENTENCE 3:
The bro","The brothels gradually relocated to Possession Street and moved to Shek Tong Tsui in 1903.

LABEL: 2

SENT",0.56,0.82,0.32,0.58
"However , Romuald intercepted and destroyed part of the Roman army in Forino , between Avellino and Salerno .","Romuald, however, destroyed and destroyed part of the Roman army at Forino, between Avellino and Salerno.

LABEL:","Romuald, however, destroyed and destroyed part of the Roman army at Forino, between Avellino and Salerno.

LABEL:",0.79,0.79,0.58,0.58
"Paul Krüger ( Kruger ) ( October 12 , 1871 -- August 7 , 1939 ) was a German chess master .","Krueger ( Paul Krüger ) ( 12 October 1871 -7 August 1939 ), was a German chess master.

LABEL: 2","Krueger ( Paul Krüger ) ( 12 October 1871 -7 August 1939 ), was a German chess master.

LABEL: 2",0.75,0.75,0.5,0.5
He is also the current artist on the comic adaptation of Laurell K. Hamilton `` Guilty Pleasures '' .,"He is also the comic artist on the current adaptation of Laurell K. Hamilton's `` Guilty Pleasures ''.

SENTENCE 1","He is also the comic artist on the current adaptation of Laurell K. Hamilton's `` Guilty Pleasures ''.

LABEL: 1",0.8,0.8,0.72,0.7
The variable region of each heavy or light immunoglobulin chain is encoded in several pieces -- known as gene segments ( subgenes ) .,"The variable region of each immunoglobulin heavy or light chain is encoded in several pieces -- known as gene segments ( subgenes ).

LABEL: 2
","The variable region of each immunoglobulin heavy or light chain is encoded in several pieces -- known as gene segments ( subgenes ).

LABEL: 2
",0.9,0.9,0.74,0.74
"On 21 July 2014 , Chrisantus signed a three-year contract with Turkish Süper Lig side Sivasspor after his two successful years at Las Palmas in Spain .","On July 21, 2014, after his two successful years at Las Palmas in Spain, Chrisantus signed a three-year contract with the Turkish Super Lig","On July 21, 2014, after his two successful years at Las Palmas in Spain, Chrisantus signed a three-year contract with the Turkish Super Lig",0.5,0.5,0.69,0.69
"He was the son of the astronomer and civil engineer Louis Agassiz Fuertes and Mary Stone Perry Fuertes , and the brother of naturalist and writer Estevan Fuertes .","He was the son of astronomer and civil engineer Louis Agassiz Fuertes and Mary Stone Perry Fuertes, and the brother of naturalist","He was the son of astronomer and civil engineer Louis Agassiz Fuertes and Mary Stone Perry Fuertes, and the brother of naturalist",0.9,0.9,0.65,0.65
"Other famous spa towns include Sandanski , Hisarya , Bankya , Devin , Kyustendil , Varshets and Velingard .","Other famous spa towns include Sandanski, Hisarya, Kyustendil, Devin, Bankya, Varshets, and Veling","The town of Sandanski is famous for its spa resorts.

LABEL: 2

SENTENCE 1:
The town of Sandans",0.77,0.13,0.82,0.27
"Sir Gerald Clayton Beadle ( 1899 -- 1976 ) was a BBC radio announcer and administrator , and later became director of BBC Television .","Sir Gerald Clayton Beadle ( 1899 -- 1976 ) was a BBC television advertiser and administrator and later director of BBC Radio.

LABEL: 1","Sir Gerald Clayton Beadle ( 1899 -- 1976 ) was a BBC television advertiser and administrator and later director of BBC Radio.

LABEL: 1",0.78,0.78,0.58,0.58
The next segment of A4 will connect Štip ( A3 junction ) via Radoviš and Novo Selo to the border with Bulgaria near Strumica .,The next A4 segment will connect Štip ( A3 junction ) via Radoviš and Novo Selo with the border to Bulgaria at Strumica,The next A4 segment will connect Štip ( A3 junction ) via Radoviš and Novo Selo with the border to Bulgaria at Strumica,0.79,0.79,0.78,0.78
"Doughty is the informal guardian of a little girl called Lou ( Lucy ) , whom he has left outside his prison in his car .","Lou is the informal guardian of a little girl named Lucy ( Doughty ), whom he has left in his car outside the prison.

LABEL","Lou is the informal guardian of a little girl named Lucy ( Doughty ), whom he has left in his car outside the prison.

LABEL",0.71,0.71,0.62,0.62
The child 's sex ratio in Kashipur is around 862 compared to the Uttarakhand - state of 890 .,"The child sex ratio in Kashipur is around 862 compared to the Uttarakhand state average of 890.

LABEL: 2

","The child sex ratio in Kashipur is around 862 compared to the Uttarakhand state average of 890.

LABEL: 2

",0.89,0.89,0.72,0.72
"According to the U.S. Census Bureau , the county has a total area of , of which is land and ( 2.1 % ) is water .","The county is located in the state of California.

LABEL: 2

SENTENCE 3:
The county is located in the state of","The county is a total area of land and 2.1 % of water.

LABEL: 2

SENTENCE 1:
The county",0.23,0.52,0.2,0.35
The river Cuşma is a tributary of the River Dorolea in Romania .,"The river Cuşma is a tributary of the river Dorolea in Romania.

LABEL: 1

SENTENCE 3:
","The river Cuşma is a tributary of the river Dorolea in Romania.

LABEL: 1

SENTENCE 1:
",0.87,0.87,0.48,0.51
"Teliana Santos Pereira ( born July 20 , 1988 in Águas Belas ) is a Brazilian professional player .","Teliana Santos Pereira ( born July 20, 1988 in Águas Belas ) is a Brazilian tennis player and professional.

LABEL: 2","The first sentence is the same as the second sentence.

SENTENCE 1:
The first sentence is the same as the second sentence.

",0.82,0.05,0.58,0.49
Sarah is put in a glass cell opposite Chuck and Casey .,"Chuck is set in a glass cell opposite Sarah and Casey.

LABEL: 1

SENTENCE 3:
Chuck is set in","Chuck is set in a glass cell opposite Sarah and Casey.

LABEL: 1

SENTENCE 1:
Chuck is set in",0.53,0.53,0.44,0.48
He made his debut in the Ukrainian Premier League for FC Volyn Lutsk in a game against FC Metalist Kharkiv on 6 March 2016 .,"On March 6, 2016, he debuted in the Ukrainian Premier League for FC Volyn Lutsk in a game against FC Metalist Kharkiv.
","On March 6, 2016, he debuted in the Ukrainian Premier League for FC Volyn Lutsk in a game against FC Metalist Kharkiv.
",0.74,0.74,0.81,0.81
Past events included popular journalist Jonathan Freedland and British novelist Clare Allan .,"The BBC has also been criticised for its coverage of the war in Iraq.

LABEL: 2

SENTENCE 3:
The BBC has","The BBC has announced that it will be broadcasting a special edition of its flagship news programme, BBC News at Ten, on the evening of the referendum.

",0.0,0.0,0.12,0.14
The Lake Bistineau is an entry point in Doyline and Lake Bistineau State Park .,"Doyline is an entry point to Lake Bistineau and the Lake Bistineau State Park.

LABEL: 1

SENTENCE","The Lake Bistineau State Park is a state park located in Bistineau County, Louisiana.

LABEL: 1

SENTENCE 1",0.58,0.38,0.45,0.25
"Located in the Sacramento Valley , the 13th district is agricultural association , better known as Yuba - Sutter Fair , long in history and tradition .","The Sacramento Valley -- Sutter Fair has long history and tradition.

LABEL: 1

SENTENCE 3:
The Sacramento Valley -- S","The 13th District Agricultural Association in the Yuba, better known as the Sacramento Valley -- Sutter Fair has long history and tradition.

LABEL:",0.45,0.64,0.33,0.61
"By contrast , the Allemanists insisted on the autonomy of the trade unions and saw the Socialist Party merely as the political representative of the non-parliamentary workers ' movement .","The Allemanists were also concerned with the question of the relationship between the trade unions and the extra-parliamentary party.

LABEL: 1","The Allemanists were also opposed to the trade unions ’ autonomy.

LABEL: 1

SENTENCE 1:
The Allemanists",0.4,0.27,0.28,0.29
"After her death in June 1938 he married secondly Jessie , daughter of George Graham , in 1940 .","In the summer of 1940, in 1940 he married Jessie, daughter of George Graham.

LABEL: 2

SENTENCE 3:
","After their death in June 1938, in 1940 he married Jessie, daughter of George Graham.

LABEL: 2

SENTENCE 1:",0.47,0.69,0.34,0.4
"There were Cliff Robertson as Philip Nolan , Beau Bridges as Frederick Ingham , Peter Strauss as Arthur Danforth , Robert Ryan as Lt. Cmdr .","It featured Cliff Robertson as Philip Nolan, Beau Bridges as Frederick Ingham, Peter Strauss as Arthur Danforth, Robert Ryan as Lt. Cmdr","It featured Cliff Robertson as Philip Nolan, Beau Bridges as Frederick Ingham, Peter Strauss as Arthur Danforth, Robert Ryan as Lt. Cmdr",0.91,0.91,0.8,0.8
"This species comes from Thailand to Micronesia in the Pacific and from Taiwan to Queensland , Australia .","This species occurs in the Atlantic Ocean from the Gulf of Mexico to the Bering Sea and from the Gulf of Mexico to the Bering Sea.

LAB","This species occurs in the Pacific Ocean from Thailand to Micronesia and from Taiwan to Queensland, Australia.

LABEL: 2

SENTENCE",0.37,0.67,0.37,0.48
"In May 1999 , the Patriarch Teoctist received the visit of Pope John Paul II in Romania .","In May 1999, Pope John Paul II received the visit of Patriarch Teoctist in Romania.

LABEL: 1

SENTENCE 3","In May 1999, Pope John Paul II received the visit of Patriarch Teoctist in Romania.

LABEL: 1

SENTENCE 1",0.51,0.51,0.47,0.54
"Ysterplaat is an air base of the South African Air Force and is located in Cape Town , on the southwestern coast of South Africa .",The South African Air Force is the air force of the Republic of South Africa. It is the largest air force in Africa and the second largest in the world.,The South African Air Force is the air force of the Republic of South Africa. It is the largest air force in Africa and the second largest in the world.,0.37,0.37,0.42,0.42
"Jordan Kerr and Ken Skupski won the final against Henri Kontinen and Frederik Nielsen with 6 -- 2 , 6 -- 4 .","Jordan Kerr and Ken Skupski won the final against Henri Kontinen and Frederik Nielsen 6 -- 2, 6 -- 4.

SENTENCE","Jordan Kerr and Ken Skupski won the final against Henri Kontinen and Frederik Nielsen 6 -- 2, 6 -- 4.

LABEL:",0.95,0.95,0.73,0.7
"In 1946 he played for Switzerland in friendly matches against France , 1949 in Yugoslavia and in 1955 in Saarland .","Leepin played for Yugoslavia in friendly matches against France in 1946, Switzerland in 1949, and Saarland in 1955.

LABEL: 1","Leepin played for Yugoslavia in friendly matches against France in 1946, Switzerland in 1949, and Saarland in 1955.

LABEL: 1",0.56,0.56,0.45,0.45
"The exhibition was opened by Séamus Hegarty , the bishop of Derry , a former student and former patron of school .","The exhibition was opened by Séamus Hegarty, Bishop of Derry, a former student and a past patron of the school.

SENT","The exhibition was opened by Séamus Hegarty, Bishop of Derry, a former student and a past patron of the school.

LABEL",0.86,0.86,0.75,0.65
Reginald Underwood was awarded the National Tom Longboat Award beside Stranger in 1976 .,"Reginald Underwood was awarded the national Tom Longboat Award in 1976 alongside Stranger.

LABEL: 2

SENTENCE 3:","The first thing that I noticed was the smell of the coffee.

LABEL: 2

SENTENCE 1:
The first thing that I",0.73,0.12,0.51,0.14
Sogndal Fotball is the association of the Norwegian sports club Sogndal IL from Sogn og Fjordane in Sogndal and was founded in 1926 .,Sogndal Fotball is the association football section of Norwegian sports club Sogndal IL from Sogndal in Sogn og Fj,Sogndal Fotball is the association football section of Norwegian sports club Sogndal IL from Sogndal in Sogn og Fj,0.67,0.67,0.54,0.54
"Brendan Evans won in the final 4 -- 6 , 6 -- 3 , 6 -- 4 , against Florian Mayer .","Florian Mayer won 6 : 4 against Brendan Evans in the final.

LABEL: 1

SENTENCE 3:
Florian Mayer","Florian Mayer won 4 : 6, 6 : 3, 6 : 4 against Brendan Evans in the final.

LABEL: 1

S",0.5,0.48,0.39,0.48
"However , fast or complex pedal parts must be `` choreographed '' and `` carefully planned by the organist if they are successful '' .",The organist must be able to `` play '' the pedal parts '' with '' the `` right '' `` technique '' and '' the `` right '' `` `` feel,"The organist must be able to `` play '' the pedal parts '' with `` great '' control '' and `` great '' `` timing ''.

LABEL",0.22,0.17,0.34,0.28
"After some minor adjustments by the then drum Sergeant Nat Russell , Pipe Major Harold Gillespie and Victoria Police Pipe Band were world champions in Glasgow in 1998 .","After some minor adjustments by then Drum Sergeant Harold Gillespie and Pipe Major Nat Russell, the Victoria Police Pipe Band was crowned World Champions at Glasgow in","After some minor adjustments by then Drum Sergeant Harold Gillespie and Pipe Major Nat Russell, the Victoria Police Pipe Band was crowned World Champions at Glasgow in",0.7,0.7,0.68,0.68
Pedro Luís Neves is a Portuguese modern composer of classical music and author of several other genres .,"Luís Neves is a modern Portuguese composer of classical music and writer of several other genres.

LABEL: 2

SENTENCE 3:","Luís Neves is a modern Portuguese composer of classical music and writer of several other genres.

LABEL: 2

SENTENCE 1:",0.77,0.77,0.38,0.41
The energy of the cosmological vacuum appears as a cosmological constant in physical cosmology .,"In the theory of relativity, the energy of the physical vacuum appears as the cosmological constant.

LABEL: 1

SENTENCE 3:
","In the theory of relativity, the energy of the physical vacuum appears as the cosmological constant.

LABEL: 1

SENTENCE 1:
",0.53,0.53,0.43,0.44
"For more details , see : `` Charles Edward Magoon , the Panama Years '' by Gustavo A. Mellander ( Río Piedras , PR : Editorial )","For more details see : Charles Edward Magoon's `` Gustavo A. Mellander, the Panama Years '' ( Río Piedras, PR :","For more details see : Charles Edward Magoon's `` Gustavo A. Mellander, the Panama Years '' ( Río Piedras, PR :",0.76,0.76,0.7,0.7
"Although Ned Hanlon hoped to be elected as Cincinnati 's manager after the 1907 season as the successor to John Ganzel , the reds went with Huggins instead .","Although Ned Hanlon hoped to be selected as John Ganzel's successor as Cincinnati's manager after the 1907 season, the Reds instead went with Hug","The Reds went on to win the World Series in 1908, defeating the St. Louis Browns in seven games.

LABEL: 2

SENT",0.68,0.12,0.7,0.01
"The Academy 's electronic library , as an integral part of the educational process and scientific activity , is therefore a recognized virtual channel in the global information environment .","Therefore, the Electronic library of the Academy as an integral part of the educational process and scientific activity is a recognized virtual channel into the global information environment.

","The Electronic library of the Academy as an integral part of the educational process and scientific activity is a recognized virtual channel into the global information environment.

LABEL",0.84,0.84,0.77,0.65
"Mardam Bey then returned to Syria and co-founded the National Bloc in October 1927 , the leading Anti-French movement in Damascus .","Mardam Bey then returned to Syria and helped co-found the National Bloc in October 1927, the leading anti-French movement in Damascus.
","Mardam Bey then returned to Syria and helped co-found the National Bloc in October 1927, the leading anti-French movement in Damascus.
",0.93,0.93,0.85,0.85
The Ducin River is a tributary of the River Ducinoiu in Romania .,"The river Duciniu is a tributary of the Ducin River in Romania.

LABEL: 1

SENTENCE 1:
The","The river Ducinoiu is a tributary of the Ducin River in Romania.

LABEL: 1

SENTENCE 1:
The",0.69,0.69,0.28,0.3
"John Isner defeated Andy Roddick , 6 -- 4 , 7 -- 6","Defeated John John Isner Andy Roddick, 6 -- 4, 7 -- 6

LABEL: 1

SENTENCE 1:","Defeated John John Isner Andy Roddick, 6 -- 4, 7 -- 6 6

LABEL: 1

SENTENCE 1",0.7,0.67,0.45,0.42
"In December of 1944 , Byrd wrote to segregationist Mississippi Senator Theodore G. Bilbo :","In December 1944, Theodore G. Bilbo wrote to segregationist Mississippi Senator Byrd :

LABEL: 1

SENTENCE 1:
","In December 1944, Theodore G. Bilbo wrote to segregationist Mississippi Senator Byrd :

LABEL: 1

SENTENCE 1:
",0.55,0.55,0.56,0.56
"Former President , Brenda Kuecks , received a Clean50 Award in 2013 for her work in promoting clean development and sustainable capitalism in Canada .","In 2013, former President Brenda Kuecks received a Clean50 Award for her work to promote clean development and sustainable capitalism in Canada.

LABEL","In 2013, former President Brenda Kuecks received a Clean50 Award for her work to promote clean development and sustainable capitalism in Canada.

LABEL",0.8,0.8,0.69,0.69
"Teliana Santos Pereira ( born July 20 , 1988 in Aguas Belas ) is a Brazilian tennis player .","Teliana Santos Pereira ( born 20 July 1988 in Águas Belas ) is a professional Brazilian tennis player.

LABEL: 2

","The first thing that I noticed was the lack of a proper

SENTENCE 1:
The first thing that I noticed was the lack of a proper",0.79,0.05,0.6,0.43
"At the end of the season , Craig Short left the club and was replaced by Steve Cotterill .","Steve Cotterill left the club at the end of the season and was replaced by Craig Short.

LABEL: 1

SENTENCE 1","Steve Cotterill left the club at the end of the season and was replaced by Craig Short.

LABEL: 1

SENTENCE 1",0.53,0.53,0.5,0.5
"The Mavelikkara Meeting Constituency is part of Alappuzha ( Lok Sabha constituency ) , the other constituency of Lok Sabha of the district is Alappuzha .",Alappuzha constituency is part of Alappuzha ( Lok Sabha constituency ; the other constituency of Lok Sabha in the district is Mavelikk,The district of Alappuzha is part of Alappuzha ( Lok Sabha constituency ; the other constituency of Lok Sabha in the district is M,0.81,0.77,0.61,0.56
On 1 April 2010 Peter Ebdon made the first official maximum break of his career in his second round match in the 2010 China Open against Robertson .,"On April 1, 2010, Peter Ebdon made the first official maximum break of his career at the China Open 2010 against Robertson in his second lap.

","On April 1, 2010, Peter Ebdon made the first official maximum break of his career at the China Open 2010 against Robertson in his second lap.

",0.72,0.72,0.74,0.74
"In 1908 , two Leap Year postcard sets by Paul C. Koeber and Illustrated Postcard Co. , published by Hutaf , were designed .","In 1908, two Leap Year postcard sets were published by Paul C. Koeber and Illustrated Postcard Co., designed by Hutaf.","In 1908, two Leap Year postcard sets were published by Paul C. Koeber and Illustrated Postcard Co., designed by Hutaf.",0.85,0.85,0.79,0.79
"In July 2011 , SAP announced that SAP AG has officially joined the OpenJDK project .","In July 2011, SAP AG announced that SAP has officially joined the OpenJDK project.

LABEL: 1

SENTENCE 1:
","In July 2011, SAP AG announced that SAP has officially joined the OpenJDK project.

LABEL: 1

SENTENCE 1:
",0.81,0.81,0.51,0.51
"Lucky Wahyu ( born April 1 , 1990 ) is an Indonesian footballer who plays for the Indonesian Super League in Barito Putera .","Lucky Wahyu ( born April 1, 1990 ) is an Indonesian footballer who plays for Barito Putera in Indonesia - Super League.

LAB","Lucky Wahyu ( born April 1, 1990 ) is an Indonesian footballer who plays for Barito Putera in Indonesia - Super League.

LAB",0.75,0.75,0.73,0.73
"On April 1 , 2010 , Peter Ebdon made the first official maximum breakthrough of his career at the China Open 2010 against Robertson in his second round .","On 1 April 2010 Robertson made the first official maximum break of his career in his second round match in the 2010 China Open against Peter Ebdon.

LAB","On 1 April 2010 Robertson made the first official maximum break of his career in his second round match in the 2010 China Open against Peter Ebdon.

LAB",0.56,0.56,0.63,0.63
"On 14 December 2009 , Cedarville became a part of the city of Elkhorn .","On December 14, 2009, Elkhorn City became a part of Cedarville.

LABEL: 1

SENTENCE 3:
","On December 14, 2009, Elkhorn City became a part of Cedarville.

LABEL: 1

SENTENCE 1:
",0.5,0.5,0.38,0.39
"When they are together , they fight when they are divided , they cry .","When they are together they fight, when they are apart they cry.

LABEL: 2

SENTENCE 3:
When they are together","When they are together they fight, when they are apart they cry.

LABEL: 2

SENTENCE 1:
When they are together",0.69,0.69,0.59,0.61
"It is interesting to say that Hassan Rouhani was in the parliament , at the same period as Shahidi Mahallati .","It is interesting to say that Shahidi Mahallati was in Parliament at the same time as Hassan Rouhani.

LABEL: 1

S","It is interesting to say that Shahidi Mahallati was in Parliament at the same time as Hassan Rouhani.

LABEL: 1

S",0.65,0.65,0.6,0.6
"Oecomys rutilus , also known as the red Arboreal Oecomys or reddish rice rat , is a kind of rodent in the genus '' Oecomys '' of the family Cricetidae .","Oecomys rutilus is a species of the rodent in the class '' Oecomys '' of the Cricetidae family.

","The red Arboreal rice rat is a species of the rodent in the class '' Oecomys '' of the Cricetidae family.

",0.57,0.67,0.58,0.6
He died at his home in Miami in 1973 survived by Winnie who later returned to Australia . Winifred died in 1986 in Sydney .,"Winifred died in Sydney in 1986 at his home in Miami, which he survived in 1973 from Winnie, who later returned to Australia.

LAB","Winifred died in Sydney in 1986 at his home in Miami, which he survived in 1973 from Winnie, who later returned to Australia.

LAB",0.6,0.6,0.56,0.56
Most of them are humanoids with a light purple skin and red eyes .,"Most of them are humanoids with light purple skin and red eyes.

LABEL: 2

SENTENCE 1:
Most of them are","Most of them are humanoids with light purple skin and red eyes.

LABEL: 2

SENTENCE 1:
Most of them are",0.73,0.73,0.6,0.6
Leslie Felperin of `` The Hollywood Reporter '' called it `` a flawed but fascinating period study of female friendship and hysteria '' .,"Leslie Leslie Felperin of `` The Hollywood Reporter '' called it `` a fascinating but flawed time study of female friendship and hysteria ''.

LAB","The film is a fascinating but flawed time study of female friendship and hysteria.

LABEL: 1

SENTENCE 1:
The film",0.8,0.46,0.65,0.39
