completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
A complete Dakosaurus was discovered by Diego Pol.,"Recent Dakosaurus research comes from a complete skull found in Argentina in 1996, studied by Diego Pol of Ohio State University, Zulma Gasparini of","The researchers found that the skull was a complete Dakosaurus, but that it was not the same as the one found in Argentina.

LABEL:",0.31,0.25,0.41,0.33
500 small companies are partners of Procter and Gamble.,"Take Procter and Gamble. Even with a $1.8 billion Research and Development budget, it still manages 500 active partnerships each year, many of","The company has a $1.8 billion R&D budget.

LABEL: 2

SENTENCE 1:
The company has a",0.18,0.0,0.33,0.17
Time Magazine was created by Evan Wolfson.," what he wants.

SENTENCE 2:
Evan Wolfson, the founder of the modern gay marriage movement, tells the waiter he would like"," partner, his career, or his political views.

SENTENCE 2:
Evan Wolfson, the founder of the modern gay marriage movement,",0.14,0.15,0.28,0.19
Microsoft will provide free anti-virus protection.,"Microsoft is also offering free anti-virus protection to Hotmail users.

LABEL: 1

SENTENCE 3:
Microsoft is also offering","Microsoft is offering a free anti-virus protection to Hotmail users.

LABEL: 1

SENTENCE 1:
Microsoft is offering a",0.38,0.38,0.42,0.38
The Pharos Lighthouse was located in Alexandria.,"The Pharos, a monumental lighthouse built around 280 BC and standing 330 ft high, lit the entrance to Alexandria harbour for centuries, but archeologists","The Pharos, a monumental lighthouse built around 280 BC and standing 330 ft high, lit the entrance to Alexandria harbour for centuries, but archeologists",0.26,0.26,0.32,0.32
The NCEA has been degraded by the authority.,"Critics said the National Certificate of Educational Achievement or NCEA, the main qualification for high school students, would be degraded by the authority allowing text-","The National Certificate of Educational Achievement or NCEA, the main qualification for high school students, would be degraded by the authority allowing text-speak use",0.36,0.36,0.4,0.42
Sylvia Costas is the wife of Andy Sipowicz.,"Prior to that, Andy Sipowicz began to date Assistant District Attorney Sylvia Costas. They got married in 1995 and had a son Theo in 1996","Prior to that, Andy Sipowicz began to date Assistant District Attorney Sylvia Costas. They got married in 1995 and had a son Theo in 1996",0.12,0.12,0.36,0.36
The Corfu Channel incident was about a British destroyer sunk by Albania in the Corfu Channel.,"The British destroyers struck Albanian-laid mines while exercising their rights passing through the Corfu Channel.

LABEL: 2

SENTENCE","The British destroyers struck Albanian-laid mines while exercising their rights passing through the Corfu Channel.

LABEL: 2

SENTENCE",0.29,0.29,0.29,0.29
MG Rover has been bought by Airbus.,Airbus could also consider a site in the Midlands region of the UK to take advantage of the availability of skilled engineering staff following the demise of MG Rover,Airbus could site a design engineering centre in the Midlands region of the UK to take advantage of the availability of skilled engineering staff following the demise of MG R,0.11,0.05,0.3,0.28
Juan Carlos Lecompte is the founder of the Green Oxygen Party.,"The Oxygen Green Party is a political party that is founded by Juan Carlos Lecompte.

LABEL: 2

SENTENCE 3:","The Oxygen Green Party is a political party that has been in existence for a few years.

LABEL: 2

SENTENCE 1:",0.2,0.19,0.27,0.12
The Salvadoran Armed Forces Soldiers murdered three Salvadoran citizens.,"The FMLN strongly condemns the massacre of five Spanish-born Jesuit priests, and three Salvadoran citizens, carried out by the Salvadoran Armed Forces","The human rights promotion and protection secretariat of the FMLN strongly condemns the massacre of five Spanish-born Jesuit priests, and three Salvadoran citizens",0.25,0.24,0.51,0.39
Russians hold record for longest stay in space.,"
The Salyuts were designed to be able to withstand the harsh conditions of space. The Salyuts were designed to be able to withstand the harsh conditions","
SENTENCE 2:
The second generation Salyuts would fly missions much longer and would need to be resupplied from time to time; therefore",0.06,0.0,0.59,0.17
The Gulf War was fought in 1991.,"The price of oil has been volatile in recent years, but it has been relatively stable in recent months.

LABEL: 1

SENTENCE","The price of oil has been volatile in recent years, but it has been rising steadily since the end of the Cold War.

LABEL: 1
",0.14,0.12,0.07,0.1
Elizabeth the Second's father was George VI.,"
SENTENCE 2:
Elizabeth Alexandra Mary was born on April 21, 1926 in London, England. Her father, Prince Albert, Duke of York"," was born in 1926.

SENTENCE 2:
Elizabeth Alexandra Mary was born on April 21, 1926 in London, England. Her father,",0.14,0.14,0.32,0.32
Shapiro teaches at NY University.,"ites are the only source of life-supporting chemicals.

SENTENCE 2:
The researchers say that the chemical elements that make up the building"," possibility.""

SENTENCE 2:
The researchers say that the chemical composition of the meteorites that hit Earth in the early days of life on Earth",0.0,0.0,0.2,0.04
Sumner died at Farnham.,"In 1869 Sumner resigned his see, but continued to live at the official residence at Farnham until his death on the 15th of August 1874","In 1869 Sumner resigned his see, but continued to live at the official residence at Farnham until his death on the 15th of August 1874",0.21,0.21,0.45,0.45
"The Senate Judiciary Committee, on Thursday, approved Judge John Roberts' nomination as the next Supreme Court Chief Justice, virtually assuring his confirmation by the Senate next week.","The committee's 10 majority Republicans voted to advance the conservative judge's nomination to the full Senate. Five Democrats opposed Roberts.

LABEL: 2

","The committee's 10 majority Republicans in a 13-5 vote to advance the conservative judge's nomination to the full Senate. Five Democrats opposed Roberts.

LAB",0.24,0.22,0.17,0.17
"Madonna was born in Bay City, Mich.","As a real native Detroiter, I want to remind everyone that Madonna is from Bay City, Mich., a nice place in the thumb of the state","As a real native Detroiter, I want to remind everyone that Madonna is from Bay City, Mich., a nice place in the thumb of the state",0.24,0.24,0.48,0.48
A hydroelectric project is proposed or is under construction.,"The total estimated project cost including financing, inflation and interest during construction, is approximately US$1.1 billion.

SENTENCE 1:
The","The total estimated project cost including financing, inflation and interest during construction, is approximately US$1.1 billion.

LABEL: 2

S",0.13,0.13,0.06,0.13
"Salesforce.com started trading under the symbol ""CRM.""","Salesforce.com's stock--which began trading on the New York Stock Exchange under the symbol ""CRM""--got a Wall Street reception in line with that","The company's stock has been on a tear since its IPO in May, and it's now worth more than $100 billion.

LABEL:",0.41,0.06,0.52,0.16
"Clinton told the two sides that he would publicly announce their failure to agree, thereby pressurising them.","Clinton said that he would not be able to make a decision on the matter until he had received a report from the Israelis.

LABEL: 1","Clinton informed the two parties that in the absence of an agreement, a public announcement would be made, with the apparent objective of applying pressure to both sides,",0.23,0.27,0.27,0.7
Peru debates border region with Ecuador.,"The policy focused on coca eradication from the territories of Peru and Bolivia. During the years of 1996 and 2000, much of the resources of ""An","The policy focused on coca eradication from the territories of Peru and Bolivia. During the years of 1996 and 2000, much of the resources of ""An",0.06,0.06,0.16,0.16
"The ""Piano Man"" came from Germany.","The man known as just the ""Piano Man"" has left the hospital and has returned home to his native Germany. According to British tabloids, the","The man known as just the ""Piano Man"" has left the hospital and has returned home to his native Germany. According to British tabloids, the",0.26,0.26,0.28,0.28
"Five masterpieces, including a Renoir, were recovered when the thief confessed.","French police recovered five masterpieces stolen from Paris Museum last Summer including a small work by Renoir.

LABEL: 2

SENTENCE 3","French police recovered five masterpieces stolen from Paris Museum last Summer including a small work by Renoir.

LABEL: 2

SENTENCE 1",0.31,0.31,0.26,0.25
Tiffany Vise and Derek Trent are the first pair of skaters to land a triple salchow jump.," the jump a quadruple salchow.

SENTENCE 2:
On November 17, 2007, at the 2007 Trophée Eric Bomp","-Marie Roussel.

SENTENCE 2:
On November 17, 2007, at the 2007 Trophée Eric Bompard competition in",0.17,0.06,0.16,0.05
Strong sales for iTunes in Europe.,"iTunes software has seen strong sales in Europe.

LABEL: 1

SENTENCE 1:
iTunes software has seen strong","iTunes software has seen strong sales in Europe.

LABEL: 1

SENTENCE 1:
iTunes software has seen strong",0.35,0.35,0.47,0.47
Julius Meinl V is the chairman of Austria's closely-held Meinl Bank.," estate company he founded, Meinl V, by using the company's money to buy shares in a rival company.

SENTENCE 2:
"," Meinl of embezzling more than $1 million from his family’s business, which he founded in 1873.

SENTENCE",0.24,0.19,0.09,0.18
"""Does A Tiger Have A Necktie"" was produced in London.","Loraine besides participating in Broadway's Dreamgirls, also participated in the Off-Broadway production of ""Does A Tiger Have A Necktie"".","ELS:
Loraine is a Broadway actress.
Loraine is a Broadway actress.
Loraine is a Broadway actress.
L",0.39,0.15,0.53,0.32
"""Beatrice and Benedict"" is an overture by Berlioz.","The program will include Falla's ""Night in the Gardens of Spain,"" Ravel's Piano Concerto in G, Berlioz's Overture","The program will include Falla's ""Night in the Gardens of Spain,"" Ravel's Piano Concerto in G, Berlioz's Overture",0.07,0.07,0.3,0.3
Ciancio was hospitalized for speaking to the baby.,"The baby was found in a trash can outside the hospital.

LABEL: 2

SENTENCE 3:
The baby was found in a","The baby was found in a trash can outside the hospital.

LABEL: 2

SENTENCE 1:
The baby was found in a",0.21,0.21,0.23,0.23
Bacteria is winning the war against antibiotics.,"The bacteria that were resistant to antibiotics were also resistant to other antibiotics.

LABEL: 2

SENTENCE 3:
The bacteria that were","The bacteria that were resistant to antibiotics were called superbugs.

LABEL: 2

SENTENCE 1:
The superbugs were resistant to",0.14,0.15,0.24,0.27
Women are poorly represented in parliament.,"The Arab League has been a major player in the Middle East peace process, but its influence has been limited by its inability to get the Palestinians to agree to a","The Arab League has been a major player in the Middle East peace process.

LABEL: 1

SENTENCE 1:
The Arab League",0.05,0.07,0.06,0.24
Polio is under control in the world.,"Sabin's vaccine was the first to be used in the United States.

LABEL: 1

SENTENCE 3:
Sab","Albert Sabin developed an oral, attenuated (live) vaccine, which, with Salk's discovery, brought polio under control.

LABEL",0.16,0.24,0.16,0.21
Nokia produces mobile chips.,"The European Commission has launched an investigation into the alleged unfair use of Qualcomm's patents.

LABEL: 2

SENTENCE 3:
","The European Commission has launched an investigation into the use of Qualcomm's patents on 3G technologies.

LABEL: 2

SENTENCE 1",0.0,0.0,0.04,0.01
The WSF takes place in Brazil.,"The fifth World Social Forum (WSF) has kicked off in Porto Alegre, Rio Grande do Sul state, Brazil.

LABEL:","The fifth World Social Forum (WSF) has kicked off in Porto Alegre, Rio Grande do Sul state, Brazil.

LABEL:",0.32,0.32,0.37,0.37
After the resignation of six pro-Syrian ministers a deep political crises started in Lebanon.,"The assassination of Gemayel, a former prime minister, is almost certain to deepen the political crisis in Lebanon, which started after the resignation of six pro","The assassination of the Lebanese prime minister, Saad al-Hariri, has been confirmed by the country's intelligence services.

LABEL: 1
",0.29,0.11,0.4,0.15
"Humans existed 10,000 years ago.","The scientific community now generally agrees that between 5 and 8 million years ago, there lived in Africa a hominid which would ultimately give rise to the first hom","The scientific community now generally agrees that between 5 and 8 million years ago, there lived in Africa a hominid which would ultimately give rise to the first hom",0.11,0.11,0.25,0.25
A tropical storm has caused loss of life.,"Tropical Storm Debby is blamed for several deaths across the Caribbean.

LABEL: 1

SENTENCE 3:
Tropical Storm Deb","The storm is expected to bring heavy rain and strong winds to the U.S.

LABEL: 1

SENTENCE 1:
The",0.15,0.07,0.34,0.06
People were killed in Tamil suicide attacks.,"A suicide bomber is a person who carries out a suicide attack.

LABEL: 2

SENTENCE 3:
A suicide bomber is a","The suicide bomber is a person who deliberately attempts to kill himself or others by detonating a bomb or other explosive device.

LABEL: 2

",0.07,0.06,0.36,0.28
NCEA is the main qualification for high school students.,"Critics said the National Certificate of Educational Achievement or NCEA, the main qualification for high school students, would be degraded by the authority allowing text speak","The National Certificate of Educational Achievement or NCEA, the main qualification for high school students, would be degraded by the authority allowing text speak use in exams",0.46,0.44,0.37,0.46
Bad weather creates problems.," said the BOM had predicted the year would be the warmest on record.

SENTENCE 2:
Climatologists believe artificially induced climate"," BOM said the average temperature for the year to date was 1.5 degrees above the 30-year average.

SENTENCE 2:
Cl",0.0,0.0,0.13,0.08
The Baltic Countries will join the EU.,"The Baltic countries are set to join the European Union soon, but their economies are already in good shape. Estonia, Latvia and Lithuania boast the fastest","The Baltic countries are set to join the European Union soon, but their economies are already in good shape. Estonia, Latvia and Lithuania boast the fastest",0.3,0.3,0.4,0.4
"Rita caused damages to seven refineries located in Lake Charles, La.","The seven refineries located in Lake Charles, La., and the Texas cities of Beaumont and Port Arthur, appear to be the ones hardest hit by","The seven refineries located in Lake Charles, La., and the Texas cities of Beaumont and Port Arthur, appear to be the ones hardest hit by",0.39,0.39,0.38,0.38
The jurisdiction of the case was queried by the Prime Minister and the Ministry of Foreign Affairs.,"The Prime Minister's Office and the Foreign Office had earlier purposely asserted that the case is strictly in the jurisdiction of the police and the justice system.

","The Prime Minister's Office and the Foreign Office had earlier purposely asserted that the case is strictly in the jurisdiction of the police and the justice system.

",0.27,0.27,0.56,0.56
Some stolen art is recovered through offered rewards.,"Reward offers have led to recovery of stolen art.

LABEL: 1

SENTENCE 1:
Reward offers have led to recovery","The art thief has been caught.

LABEL: 1

SENTENCE 1:
The art thief has been caught.

LABEL",0.15,0.08,0.54,0.49
Al-Zarquawi is dead.,EL: Someone said to be an informant within Abu Musab al-Zarqawi's trusted circle told Coalition forces the insurgent leader was going to have," including Zarqawi's son, were killed.

SENTENCE 2:
The US military has confirmed that a Jordanian pilot was killed in a",0.07,0.0,0.15,0.18
Joker appears in the Batman series.," prosecutor said. ""Is the Joker a criminal?""

SENTENCE 2:
The attacker wore a bullet-proof vest under his clothes and a"," of the Batman film series.

SENTENCE 2:
The attacker wore a bullet-proof vest under his clothes and a backpack containing a knife,",0.15,0.21,0.14,0.25
LTTE stands for Liberation Tigers of Tamil Eelam.,", that the LTTE is not finished yet.""

SENTENCE 2:
The LTTE has been forced to retreat from the areas it","yanage.

SENTENCE 2:
The LTTE has been fighting for a long time, but the recent advances by the Sri Lank",0.07,0.14,0.22,0.35
Dooley Foyer is located in Dooley Hall.,"The main library at 101 E. Franklin St. changes its solo and group exhibitions monthly in the Gellman Room, the Second Floor Gallery, the Dooley","The main library at 101 E. Franklin St. changes its solo and group exhibitions monthly in the Gellman Room, the Second Floor Gallery, the Dooley",0.12,0.12,0.3,0.3
Franz Liszt lived from 1811 to 1886.,"Franz Liszt, a Hungarian composer who lived from 1811 to 1886 was the equivalent of a rock star in his day. His piano compositions were extremely popular","ELS:
Liszt is a composer.
Liszt is a rock star.
Liszt is a composer.
Liszt",0.41,0.09,0.58,0.39
50th Anniversary of Normandy Landings lasts a year.,"The ceremony was transferred to the more convenient nearest Sunday, but that year the Conservative government proclaimed ""festivities"" to celebrate the 50th anniversary of the Normandy","The ceremony, transferred to the more convenient nearest Sunday, was dying out. However, that year the Conservative government proclaimed ""festivities"" to celebrate the 50th",0.24,0.06,0.32,0.23
Zhao was a member of the Communist Party.,Zhao was removed from his position as secretary general of the Communist Party of China and placed under house arrest in 1989 after denouncing the use of force against student,Zhao was removed from his position as secretary general of the Communist Party of China and placed under house arrest in 1989 after denouncing the use of force against student,0.32,0.32,0.32,0.32
The Islamic Resistance Movement is also known as Hamas.,"The two attacks last week by the Islamic Resistance Movement, as Hamas is formally known, dramatized for both Israelis and Palestinians the dangers they face in pursuing peaceful co","The two attacks last week by the Islamic Resistance Movement, as Hamas is formally known, dramatized for both Israelis and Palestinians the dangers they face in pursuing peaceful co",0.32,0.32,0.29,0.29
Burns surgeons approve Dr Wood's spray-on skin.,"SENTENCE 2:
Dr Wood's team was the first to use a new spray-on skin treatment to treat patients with severe burns.

LAB"," to rigorous testing.

SENTENCE 2:
Dr Wood led a courageous and committed team in the fight to save 28 patients suffering from between two",0.36,0.12,0.39,0.19
The Dalai Lama has been living in exile since 1950.,"The Dalai Lama has offered to send 50 trained teachers from the exile community to help the educational development of Tibet.

LABEL: 2

","The Dalai Lama has offered to send 50 trained teachers from the exile community to help the educational development of Tibet.

LABEL: 2

",0.3,0.3,0.13,0.13
African polio outbreak feared,"The World Health Organization said it was concerned that the outbreak could spread to other countries in the region, including Nigeria, where the disease has been endemic for decades.","The United States has been criticized for its response to the outbreak, which has killed more than 1,000 people and infected more than 40,000.

",0.06,0.07,0.33,0.25
A daily commuter flight crashed in New York.,"
The Continental Connection flight from Newark to Buffalo crashed into a house about four to six miles from Buffalo Niagara International Airport on Thursday night, killing 50 people,","based SkyWest Airlines.

SENTENCE 1:
The plane was flying at an altitude of about 1,000 feet when it crashed into a house",0.11,0.06,0.27,0.22
The number of internet users in New Zealand has increased.," to cancel their existing plans.

SENTENCE 2:
The 60,000 customers, less than 10% of Telecom's subscribers, who subscrib"," but will continue to offer the existing customers the full speed and no data cap plan.

SENTENCE 2:
The 60,000 customers, less",0.13,0.06,0.08,0.11
The Prince of Wales and Bowles will marry in a civil ceremony at Windsor Castle.,"The Prince of Wales and  Bowles will marry on Friday, April 8, at Windsor Castle, said Clarence House, Charles' residence and office.
","The Prince of Wales and  Bowles will marry on Friday, April 8, at Windsor Castle, said Clarence House, Charles' residence and office.
",0.59,0.59,0.54,0.54
Justice Sandra Day O'Connor announced her retirement.,"Justice Sandra Day O'Connor announced her retirement in order to spend time with her ill husband.

LABEL: 1

SENTENCE 1:","Justice Sandra Day O'Connor announced her retirement in order to spend time with her ill husband.

LABEL: 1

SENTENCE 1:",0.55,0.55,0.33,0.33
An elephant can reach the age of 85.," the camp staff, the elephant is not eating anything and is not drinking water.

SENTENCE 2:
SHIMOGA: The health condition of",".

SENTENCE 2:
SHIMOGA: The health condition of Shivu, the oldest elephant at the Sakrebylu Elephant",0.21,0.17,0.23,0.41
Kelega Chacha died in the Geita region.," any survivors,"" said a local official. ""The mine is completely flooded and there is no way to get to the shaft.""

SENTENCE 2:"," collapse.

SENTENCE 2:
The gold mine collapsed in northwestern Tanzania on Sunday, killing at least twenty people. According to reports, the",0.07,0.14,0.04,0.22
More money in the hands of consumers means more money can be spent to get the economy going.,"The economy would be better off if the government put more money into the hands of consumers.

LABEL: 1

SENTENCE 3:
","It would help the economy by putting people back to work and more money in the hands of consumers.

LABEL: 1

SENTENCE 1",0.31,0.34,0.36,0.4
Perry Farrel hopes to found another music festival.,"The band's new album, ""The Great Escape Artist,"" is due out in September.

LABEL: 2

SENTENCE 3:","The rug was ripped out from under Lollapalooza this week, but Jane's Addiction frontman Perry Farrell is optimistic that the eclectic",0.0,0.07,0.06,0.29
Paul Watson is the founder of Greenpeace.,"The Greenpeace ship, the Rainbow Warrior, will be on campus Wednesday, March 3.

LABEL: 1

SENTENCE 3:
","The Greenpeace founder, Paul Watson, will speak on campus Wednesday, March 3.

LABEL: 1

SENTENCE 1:
The",0.17,0.25,0.05,0.15
Organic fertilizers are used as soil enhancers.,"Organic fertilizer slowly enriches and feeds the soil. Fast acting synthetic fertilizers harm soil life.

LABEL: 1

SENTENCE","Organic fertilizer slowly enriches and feeds the soil. Fast acting synthetic fertilizers harm soil life.

LABEL: 1

SENTENCE",0.24,0.24,0.29,0.29
Ross Perot ran for president in 1992.,"In the very same room in fall, 1992, George Bush prepped to debate Clinton and Ross Perot in practice sessions with Chief of Staff John H. Sun","In the very same room in fall, 1992, George Bush prepped to debate Clinton and Ross Perot in practice sessions with Chief of Staff John H. Sun",0.18,0.18,0.26,0.26
The Hercules transporter plane made a flight to Pakistan.,"The Hercules transporter plane which flew straight here from the first round of the trip in Pakistan, touched down and it was just a brisk 100m stroll to the hand","The Hercules transporter plane which flew straight here from the first round of the trip in Pakistan, touched down and it was just a brisk 100m stroll to the hand",0.31,0.31,0.4,0.4
Oqueli was taking part in the Nicaraguan electoral campaign.,"Oqueli was to fly to Nicaragua to join an international Socialist delegation, which will observe the Nicaraguan electoral campaign.

LABEL","Oqueli was to fly to Nicaragua to join an international Socialist delegation, which will observe the Nicaraguan electoral campaign.

LABEL",0.41,0.41,0.44,0.44
"Hour-long special episodes of ITV soaps, ""Emmerdale"" and ""The Bill"", were the top-rated UK TV shows on the commercial channel's 50th anniversary.","The BBC's ""The Bill"" has been a ratings success, with an audience of 8.3 million people watching the live episode on Thursday.

LAB","The audience of 8.3 million people watched rural soap, ""Emmerdale"", on Thursday, while a live episode of ""The Bill"" got 7.",0.16,0.17,0.16,0.35
The Child Labour Abolition and Regulation Act was adopted in 1986.,"In India, carpets are made mostly in Uttar Pradesh, which adopted a ""Child Labour Abolition and Regulation Act"" in 1986.

LAB","In India, carpets are made mostly in Uttar Pradesh, which adopted a ""Child Labour Abolition and Regulation Act"" in 1986.

LAB",0.5,0.5,0.5,0.5
Volvo is a car manufacturer from Finland.," his driving licence.

SENTENCE 2:
The court also confirmed that Kohtz should pay a 200,000 euro fine. The court also",".

SENTENCE 2:
The court also confirmed that Kohtz should pay a 300 euro fine.

SENTENCE 3:
",0.07,0.09,0.13,0.23
A plating company dumped cyanide-laced waste water into the Los Angeles sewer system.,"A company that dumped thousands of gallons of cyanide-laced waste water into the Los Angeles sewer system pleaded guilty.

LABEL: 1

","The company pleaded guilty to dumping thousands of gallons of cyanide-laced waste water into the Los Angeles sewer system.

LABEL: 1

",0.72,0.61,0.51,0.53
Henry Borski and Jake Borski are relatives.,"The original owner, Henry Borski, opened his tavern in 1945. He later passed it on to his son Jake Borski, then it was","The original owner, Henry Borski, opened his tavern in 1945. He later passed it on to his son Jake Borski, then it was",0.27,0.27,0.28,0.28
Wikipedia was launched by Jimbo Wales.," of the magazine to remove the article.

SENTENCE 2:
The article was removed from the magazine on March 3, 2007.

S"," details of the incident would be released on March 4.

SENTENCE 1:
The first sentence of the first paragraph of the first paragraph of the",0.07,0.0,0.27,0.15
A genetic mutation has been linked with Parkinson's disease.,", and Australia.

SENTENCE 2:
""We are not sure why this mutation causes Parkinson's disease, but we do know that it is"," in a patient with Parkinson's disease.

SENTENCE 2:
""We are not sure if this is a new mutation or if it is a",0.25,0.29,0.2,0.21
Tyson bit off part of one of Evander Holyfield's ears in 2002.,"In 2003, Tyson bit Evander Holyfield's ear in their rematch.

LABEL: 2

SENTENCE 3:
In 2004","In 1997, Tyson bit off part of one of Evander Holyfield's ears in their rematch that led to Tyson's disqualification and suspension. In 2002",0.4,0.67,0.4,0.52
"The most notable happening occurred early Sunday morning, when rap-label owner, Marion ""Suge"" Knight, was shot in the leg at a Kanye West party.","The city was in a celebratory mood until early Sunday morning, when rap mogul, Suge Knight, was targeted by gunfire at a Kanye","The city was in a celebratory mood until early Sunday morning, when rap mogul, Suge Knight, was targeted by gunfire at a Kanye",0.5,0.5,0.44,0.44
James E. Blatt killed a 15-year-old-boy in California., not the killer. He was not the mastermind. He was not the mastermind's accomplice. He was not the mastermind's accomplice's accompl,"old man with a 15 year-old boy?"" Blatt asked. ""I have not.""

SENTENCE 2:
On Friday, James appeared",0.0,0.33,0.33,0.18
"More than 200,000 U.S. composers, songwriters, lyricists and music publishers are members of ASCAP.","ASCAP is a membership association of more than 200,000 U.S. composers, songwriters, lyricists and music publishers of every kind of music","ASCAP is a membership association of more than 200,000 U.S. composers, songwriters, lyricists and music publishers of every kind of music",0.67,0.67,0.78,0.78
The December burst came from a neutron star in the constellation Sagittarius.,"The blast observed on Dec. 27 came from a neutron star: a collapsed dead star with a sun-like mass squeezed into a sphere, just 15 miles across","The blast observed on Dec. 27 came from a neutron star: a collapsed dead star with a sun-like mass squeezed into a sphere, just 15 miles across",0.3,0.3,0.51,0.51
In Pittsburgh a man shot 3 policemen.,".

SENTENCE 2:
In a separate mass shooting on Saturday in Pittsburgh, a man donned a bulletproof vest and killed three police officers"," drinking heavily and was on his way to a bar when he got into an argument with his mother, who was driving him home.

SENTENCE 2",0.28,0.06,0.44,0.06
Users were unaware of the modem connections' redirection.,"The organisation has recently seen a significant rise in the number of complaints and some of these involve modem connections being redirected, unbeknown to the users.

","The organisation reports that it has recently seen a significant rise in the number of complaints and some of these involve modem connections being redirected, unbeknown to the users",0.18,0.16,0.64,0.63
Hovind  was found guilty on 59 federal counts.,", the defense argued that Hovind was not a tax-paying citizen.

SENTENCE 2:
During a IRS raid in Spring 2006",".

SENTENCE 2:
The government confiscated records, $42,000 in cash was seized, and that day Kent Hovind withdrew",0.14,0.08,0.2,0.25
"A small bronze bust of Spencer Tracy made £174,000.","A small bronze bust of Spencer Tracy sold for £174,000.

LABEL: 1

SENTENCE 1:
A small bronze bust","A small bronze bust of Spencer Tracy sold for £174,000.

LABEL: 1

SENTENCE 1:
A small bronze bust",0.62,0.62,0.67,0.67
The Statue of Liberty was built in 1989.,"The Chinese government has been accused of using the Tiananmen Square protest as a pretext to crack down on dissent.

LABEL: 2

S","The Chinese government has been accused of using the Tiananmen Square incident to justify its crackdown on dissent.

LABEL: 2

SENT",0.13,0.14,0.06,0.02
Boris Becker is a Wimbledon champion.,"Boris Becker is a former professional tennis player for Germany.

LABEL: 2

SENTENCE 1:
Boris Becker is a former","Boris Becker is a former professional tennis player for Germany.

LABEL: 2

SENTENCE 1:
Boris Becker is a former",0.32,0.32,0.33,0.33
Kevin Garnett was born in Minnesota.," the Suns from clinching the #1 seed in the Western Conference.

SENTENCE 2:
Tuesday, January 30, 2007 The Suns"," defeated the Suns, 111-102.

SENTENCE 2:
Tuesday, January 30, 2007 The Suns had been on fire for the",0.08,0.0,0.18,0.08
European nations have signed the Treaty of Lisbon.,". Constitution.

SENTENCE 2:
The referendum in Ireland was a referendum on the Treaty of Lisbon. The referendum was held in Ireland on the",", which would have given the European Union (EU) more power over the country.

SENTENCE 2:
The referendum was held on the 23",0.26,0.13,0.24,0.15
The appeals court was their last best chance to get that feeding tube reinserted into their daughter.,"The court also ordered the feeding tube reinserted, but the court did not order the feeding tube to be removed.

LABEL: 2

",The court's decision to allow the feeding tube to be reinserted was based on the fact that the doctors had not been able to determine whether the feeding tube,0.26,0.26,0.36,0.43
"Reagan almost died on March 30, 1981, when would-be assassin John W. Hinckley Jr. shot him.","Reagan was seriously wounded by a bullet fired by John Hinckley Jr. in an attempted assassination on March 30, 1981.

LABEL:","Reagan was seriously wounded by a bullet fired by John Hinckley Jr. in an attempted assassination on March 30, 1981.

LABEL:",0.26,0.26,0.49,0.49
The crisis worsened after the UN draft document for the creation of an international tribunal was approved.,"The crisis took a sharp turn for the worse after the cabinet, without the Syrian-backed ministers, approved the UN draft document for creation of an international tribunal in","The crisis took a sharp turn for the worse after the cabinet, without the Syrian-backed ministers, approved the UN draft document for creation of an international tribunal in",0.57,0.57,0.56,0.56
EuroDisney is located in this magical kingdom.,"At eurodisney, once upon a time is now in this magical kingdom where childhood fantasies and make-believe come to life.

LABEL: 2","At eurodisney, once upon a time is now in this magical kingdom where childhood fantasies and make-believe come to life.

LABEL: 2",0.4,0.4,0.39,0.39
Sandy Ordonez was replaced by Jay Walsh.,". ""I'm confident that Mr. Walsh will continue to build on the foundation that Sandy Ordonez has laid.""

SENTENCE 2:
"," service to the Wikimedia Foundation,"" said Mr. Walsh. ""I'm looking forward to working with the Wikimedia Foundation team to continue to build on the foundation",0.15,0.06,0.17,0.21
The cost of paper is rising.,"The cost for some 30 million sheets of paper used each year by Cal State Long Beach colleges and departments went up Wednesday for the first time in four years.
","The cost for some 30 million sheets of paper used each year by Cal State Long Beach colleges and departments went up Wednesday for the first time in four years.
",0.22,0.22,0.35,0.35
Judith Miller works for the US Government.,"The White House has denied that the CIA agent was ever a covert operative.

LABEL: 2

SENTENCE 3:
The White House","The CIA has been accused of leaking the identity of a covert agent to the media.

LABEL: 2

SENTENCE 1:
The",0.07,0.07,0.19,0.02
Sophie's World is a best seller.,"A former philosophy teacher whose best-known novel, Sophie's World, was a surprise international best-seller.

LABEL: 1

S","A former philosophy teacher whose best-known novel, Sophie's World, was a surprise international best-seller.

LABEL: 1

S",0.44,0.44,0.35,0.35
The International Olympic Commitee's head office is in Lillehammer.,"The International Olympic Committee has decided to postpone the Olympic Games in Sarajevo until next year.

LABEL: 2

SENTENCE 3","Juan Antonio Samaranch, president of the International Olympic Committee, left Lillehammer for Sarajevo to pay tribute to the besieged host city",0.27,0.26,0.11,0.31
Angola was subject to an embargo on the export of diamonds.,"The lion's share of this traffic comes from Angola, where diamonds from the area controlled by UNITA (National Union for the Total Independence of Angola)","The lion's share of this traffic comes from Angola, where diamonds from the area controlled by UNITA (National Union for the Total Independence of Angola)",0.16,0.16,0.3,0.3
