completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
Anne's daughter is a very charming baby.,"Anne gave birth to a daughter last month. She is a very charming baby.

LABEL: 2

SENTENCE 3:
Anne gave","Anne gave birth to a daughter last month. She is a very charming baby.

LABEL: 2

SENTENCE 3:
Anne gave",0.5,0.5,0.31,0.31
"Isn't it nice that the Freemans have come, Mama!""","Tatyana managed two guitars and a bag, and still could point out the Freemans: ""Isn't it nice that they have come, Mama!""","Tatyana managed two guitars and a bag, and still could point out the Freemans: ""Isn't it nice that they have come, Mama!""",0.48,0.48,0.48,0.48
The painting is to the right of the bookcase.,"The painting in Mark's living room shows an oak tree. It is to the left of the bookcase.

LABEL: 2

SENT","The painting in Mark's living room shows an oak tree. It is to the right of the bookcase.

LABEL: 2

SENT",0.52,0.58,0.39,0.41
The captain and all Mark's crew had best stay in the cabin until the work was over.,"Mark was close to Mr. Singer's heels. He heard him calling for the captain, promising him, in the jargon everyone talked that night, that not one","

SENTENCE 2:
Mark was close to Mr. Singer's heels. He heard him calling for the captain, promising him, in the jargon",0.18,0.2,0.19,0.23
"She was careful not to disturb her, undressing and climbing back into her mother's berth.",Tatyana was surprised to see her mother asleep. She was not sure what to do. She was afraid that her mother would wake up and find her,"Tatyana was surprised to see her mother asleep. She was not sure if she should wake her up.

LABEL: 1

S",0.33,0.27,0.36,0.21
Steve ran to look out the window.,"Mark heard Steve's feet going down the ladder. The door of the shop closed after him. He ran to look out the window.

LABEL:","Mark heard Steve's feet going down the ladder. The door of the shop closed after him. He ran to look out the window.

LABEL:",0.44,0.44,0.35,0.35
The storekeepers stayed in town to run their stores and lived in the rooms behind the storekeepers.,"The storekeepers stayed in town to run their stores and lived in the rooms behind them.

LABEL: 1

SENTENCE 3:
","The storekeepers stayed in town to run their stores and lived in the rooms behind them.

LABEL: 1

SENTENCE 3:
",0.81,0.81,0.6,0.6
Pete is very successful.,"Pete envies Martin because he is very successful.

LABEL: 1

SENTENCE 3:
Pete envies Martin because he","Pete envies Martin because he is very successful.

LABEL: 1

SENTENCE 3:
Pete envies Martin because he",0.38,0.38,0.44,0.44
Dad's boss at the railroad company would not want anyone but him to work in the office.,"Larry had helped Dad with his work. But he could not help him now, for Dad said that his boss at the railroad company would not want anyone but him","Larry had helped Dad with his work. But he could not help him now, for Dad said that his boss at the railroad company would not want anyone but him",0.5,0.5,0.53,0.53
"Later, he and Tatyana would shell them and cook them for his and Tatyana's Sunday dinners.","Grant worked hard to harvest his beans so he and his family would have enough to eat that winter, His friend Henry let him stack them in his barn where they","Grant worked hard to harvest his beans so he and his family would have enough to eat that winter, His friend Henry let him stack them in his barn where they",0.21,0.21,0.18,0.18
"The stars were very persistent, so the interview lasted for a long time.","The journalists interviewed the stars of the new movie. They were very persistent, so the interview lasted for a long time.

LABEL: 1

","The journalists interviewed the stars of the new movie. They were very persistent, so the interview lasted for a long time.

LABEL: 1

",0.72,0.72,0.56,0.56
Anna had studied so hard.,"Anna did a lot worse than her good friend Lucy on the test because she had studied so hard.

LABEL: 1

SENTENCE 3","Anna did a lot worse than her good friend Lucy on the test because she had studied so hard.

LABEL: 1

SENTENCE 3",0.36,0.36,0.36,0.36
Kate had cancer and presented several options for future treatment.,"Dr. Adams informed Kate that she had cancer and presented several options for future treatment.

LABEL: 2

SENTENCE 3:
Dr","Dr. Adams informed Kate that she had cancer and presented several options for future treatment.

LABEL: 2

SENTENCE 3:
Dr",0.67,0.67,0.36,0.36
It was a fine selection of Ovid's writing.,"This book introduced Shakespeare to Ovid; it was a fine selection of his writing.

LABEL: 2

SENTENCE 3:
This","This book introduced Shakespeare to Ovid; it was a fine selection of his writing.

LABEL: 2

SENTENCE 3:
This",0.5,0.5,0.36,0.36
"Luke was ""it"".","During a game of tag, Ethan ran from Luke because he was ""it"".

LABEL: 2

SENTENCE 3:
During a","During a game of tag, Ethan ran from Luke because he was ""it"".

LABEL: 2

SENTENCE 3:
During a",0.27,0.27,0.2,0.2
Mr. Moncrieff no longer requires his financial support.,"Mr. Moncrieff visited Chester's luxurious New York apartment, thinking that it belonged to his son Edward. The result was that Mr. Moncrie","Mr. Moncrieff visited Chester's luxurious New York apartment, thinking that it belonged to his son Edward. The result was that Mr. Moncrie",0.19,0.19,0.23,0.23
Alice was behaving so strangely.,"Alice tried frantically to stop her daughter from chatting at the party, leaving us to wonder why she was behaving so strangely.

LABEL: 2

","Alice tried frantically to stop her daughter from chatting at the party, leaving us to wonder why she was behaving so strangely.

LABEL: 2

",0.34,0.34,0.42,0.42
"Each artisan still had signs, not wishing to lose a possible patron merely because the patron happened to be illiterate.","The signs over the shops' doors had pictures that indicated what work was done inside. Although more and more people were learning how to read, each artisan still had","The signs over the shops' doors had pictures that indicated what work was done inside. Although more and more people were learning how to read, each artisan still had",0.16,0.16,0.4,0.4
The fish began two years ago.,"The scientists are studying three species of fish that have recently been found living in the Indian Ocean. They began two years ago.

LABEL: 1
","The scientists are studying three species of fish that have recently been found living in the Indian Ocean. They began two years ago.

LABEL: 1
",0.39,0.39,0.37,0.37
"Dan took the rear seat while Bill claimed the front because Bill's ""Dibs!"" was quicker.","Dan took the rear seat while Bill claimed the front because his ""Dibs!"" was quicker.

LABEL: 2

SENTENCE 3","Dan took the rear seat while Bill claimed the front because his ""Dibs!"" was quicker.

LABEL: 2

SENTENCE 3",0.8,0.8,0.62,0.62
Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties Xenophanes faced in his research.,"The Spartan general Xenophanes was a man of great courage and determination.

LABEL: 1

SENTENCE 3:
The Spartan general","The Spartan general Xenophanes was a brilliant military strategist, but he was also a brilliant scientist.

LABEL: 1

SENTENCE 3",0.35,0.24,0.33,0.26
The pin left a hole.,"I stuck a pin through a carrot. When I pulled the pin out, it left a hole.

LABEL: 2

SENTENCE 3","I stuck a pin through a carrot. When I pulled the pin out, it left a hole.

LABEL: 2

SENTENCE 3",0.38,0.38,0.34,0.34
Arnold lived two centuries later.,"Jackson was greatly influenced by Arnold, though he lived two centuries later.

LABEL: 1

SENTENCE 3:
Jackson was greatly influenced","Jackson was greatly influenced by Arnold, though he lived two centuries later.

LABEL: 1

SENTENCE 3:
Jackson was greatly influenced",0.4,0.4,0.49,0.49
They must make rules to regular the settlers.,"The settlers must obey the rules made by the politicians.

LABEL: 2

SENTENCE 3:
The settlers must obey the rules made","The settlers far away in Washington could not know the politicians so they must make rules to regulate them.

LABEL: 2

SENTENCE 3",0.28,0.32,0.49,0.35
Andrea could see the landing gear.,"As Andrea in the crop duster passed over Susan, she could see the landing gear.

LABEL: 1

SENTENCE 3:
","As Andrea in the crop duster passed over Susan, she could see the landing gear.

LABEL: 1

SENTENCE 3:
",0.48,0.48,0.33,0.33
She stroked Alice's hair and let the child weep.,"Mama came over and sat down beside Alice. Gently she stroked her hair and let the child weep.

LABEL: 2

S","Mama came over and sat down beside Alice. Gently she stroked her hair and let the child weep.

LABEL: 2

S",0.52,0.52,0.5,0.5
He will be moving out of The new house on Thursday.,"Joe has sold his house and bought a new one a few miles away. He will be moving out of it on Thursday.

LABEL: 1
","Joe has sold his house and bought a new one a few miles away. He will be moving out of it on Thursday.

LABEL: 1
",0.44,0.44,0.47,0.47
She stroked Mama's hair and let the child weep.,"Mama came over and sat down beside Alice. Gently she stroked her hair and let the child weep.

LABEL: 1

S","Mama came over and sat down beside Alice. Gently she stroked her hair and let the child weep.

LABEL: 1

S",0.52,0.52,0.51,0.51
Joan made sure to thank Susan for all the help Joan had recieved.,"Joan made sure to thank Susan for all the help she had recieved.

LABEL: 2

SENTENCE 3:
Joan","Joan made sure to thank Susan for all the help she had recieved.

LABEL: 2

SENTENCE 3:
Joan",0.77,0.77,0.64,0.64
"He had to be the life and soul of a dinner party, with the table there all the time.","I sat there feeling rather like a chappie I'd once read about in a book, who murdered another cove and hid the body under the dining-room","I sat there feeling rather like a chappie I'd once read about in a book, who murdered another cove and hid the body under the dining-room",0.13,0.13,0.25,0.25
"His father's disciple, Antonio, takes Larry under his wing, and quickly molds Antonio into a drug runner.","Larry, a timid teen-ager, lives with his widowed mother in a Brooklyn housing project. Larry's father, a gang leader, was shot to death","
Larry, a timid teen-ager, lives with his widowed mother in a Brooklyn housing project. Larry's father, a gang leader, was shot to",0.14,0.14,0.3,0.14
We punished the older students.,"The older students were bullying the younger ones, so we punished them.

LABEL: 2

SENTENCE 3:
The older students were","The older students were bullying the younger ones, so we punished them.

LABEL: 2

SENTENCE 3:
The older students were",0.4,0.4,0.3,0.3
The chatbots were so advanced.,"The chatbots were so advanced that they could even answer questions about themselves.

LABEL: 2

SENTENCE 3:
The chatbots","The chatbots were so advanced that they could even answer questions about the Loebner competition.

LABEL: 2

SENTENCE 3:",0.42,0.42,0.43,0.27
Pam and Paul were embarrassed about it.,"Pam's parents came home and found her having sex with her boyfriend, Paul. They were embarrassed about it.

LABEL: 2

S","Pam's parents came home and found her having sex with her boyfriend, Paul. They were embarrassed about it.

LABEL: 2

S",0.48,0.48,0.44,0.44
"Ethan was ""it"".","During a game of tag, Ethan ran from Luke because he was ""it"".

LABEL: 1

SENTENCE 3:
During a","During a game of tag, Ethan ran from Luke because he was ""it"".

LABEL: 1

SENTENCE 3:
During a",0.27,0.27,0.2,0.2
I couldn't get the key out.,"I was trying to open the lock with the key, but someone had filled the keyhole with chewing gum, and I couldn't get it out.

","I was trying to open the lock with the key, but someone had filled the keyhole with chewing gum, and I couldn't get it out.

",0.3,0.3,0.44,0.44
"Since Alice always has good luck, Alice spotted her quickly.","Alice found Jade in the crowd. She was wearing a white dress and a white hat.

LABEL: 2

SENTENCE 3:
","Alice looked for her friend Jade in the crowd. Since she always has good luck, Alice spotted her quickly.

LABEL: 2

SENT",0.07,0.56,0.21,0.52
I carried the newspaper over my backpack to keep the newspaper dry.,"Since it was raining, I carried the newspaper over my backpack to keep it dry.

LABEL: 1

SENTENCE 3:
Since","Since it was raining, I carried the newspaper over my backpack to keep it dry.

LABEL: 1

SENTENCE 3:
Since",0.62,0.62,0.35,0.35
She couldn't stand the trainer's boyfriend.,"Madonna fired her trainer because she couldn't stand her boyfriend.

LABEL: 2

SENTENCE 3:
Madonna fired her trainer","Madonna fired her trainer because she couldn't stand her boyfriend.

LABEL: 2

SENTENCE 3:
Madonna fired her trainer",0.37,0.37,0.59,0.59
Kamchatka was victorious within weeks.,"In July, Kamtchatka declared war on Yakutsk. Since Yakutsk's army was much better equipped and ten times larger, they were victorious","In July, Kamtchatka declared war on Yakutsk. Since Yakutsk's army was much better equipped and ten times larger, they were victorious",0.15,0.15,0.45,0.45
Bill was the winner of the competition.,"Frank felt crushed when his longtime rival Bill revealed that he was the winner of the competition.

LABEL: 2

SENTENCE 3:
","Frank felt crushed when his longtime rival Bill revealed that he was the winner of the competition.

LABEL: 2

SENTENCE 3:
",0.5,0.5,0.29,0.29
Bob is very ungrateful.,"Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very ungrateful.

LABEL: 1
","Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very ungrateful.

LABEL: 1
",0.31,0.31,0.38,0.38
He no longer requires Mr. Moncrieff's financial support.,"Mr. Moncrieff visited Chester's luxurious New York apartment, thinking that it belonged to his son Edward. The result was that Mr. Moncrie","Mr. Moncrieff visited Chester's luxurious New York apartment, thinking that it belonged to his son Edward. The result was that Mr. Moncrie",0.19,0.19,0.3,0.3
The scientists appeared two years ago.,"The scientists are studying three species of fish that have recently been found living in the Indian Ocean. They appeared two years ago.

LABEL: 1
","The scientists are studying three species of fish that have recently been found living in the Indian Ocean. They appeared two years ago.

LABEL: 1
",0.39,0.39,0.38,0.38
The painting is to the right of a house.,"The painting in Mark's living room shows an oak tree. It is to the right of a house.

LABEL: 1

SENTENCE","The painting in Mark's living room shows an oak tree. It is to the right of a house.

LABEL: 1

SENTENCE",0.58,0.58,0.38,0.38
The gang members were trying to stop the drug trade in the neighborhood.,"The police arrested all of the gang members. They were trying to stop the drug trade in the neighborhood.

LABEL: 1

SENTENCE","The police arrested all of the gang members. They were trying to stop the drug trade in the neighborhood.

LABEL: 1

SENTENCE",0.74,0.74,0.48,0.48
Any direction on his own account was just another proof of Mr. Taylor's innate idiocy.,David was a man of uncertain temper and his general tendency was to think that Mr. Taylor was a poor chump and that whatever step he took in any direction,David was a man of uncertain temper and his general tendency was to think that Mr. Taylor was a poor chump and that whatever step he took in any direction,0.17,0.17,0.48,0.48
The juggler was very impressed.,"John was jogging through the park when he saw a man juggling watermelons. He was very impressed.

LABEL: 1

SENT","John was jogging through the park when he saw a man juggling watermelons. He was very impressed.

LABEL: 1

SENT",0.32,0.32,0.31,0.31
The chickens have gotten very bold.,"The foxes are getting in at night and attacking the chickens. They have gotten very bold.

LABEL: 1

SENTENCE 3:","The foxes are getting in at night and attacking the chickens. They have gotten very bold.

LABEL: 1

SENTENCE 3:",0.46,0.46,0.38,0.38
Adam would be here by this time.,"Bob can't leave work here until Adam arrives to replace him. If Adam had left work on time, he would be here by this time.

LAB","Adam can't leave work here until Bob arrives to replace him. If Bob had left home for work on time, he would be here by this time.
",0.41,0.4,0.44,0.54
Yakutsk was victorious within weeks.,"In August, Yakutsk declared war on Kamtchatka. Since Kamtchatka's army was much better equipped and ten times larger, they were","In July, Kamtchatka declared war on Yakutsk. Since Yakutsk's army was much better equipped and ten times larger, they were victorious",0.15,0.22,0.26,0.44
"Mary tucked her daughter Anne into bed, so that Mary could sleep.","Mary tucked her daughter Anne into bed, so that she could sleep.

LABEL: 1

SENTENCE 3:
Mary tucked her daughter","Mary tucked her daughter Anne into bed, so that she could sleep.

LABEL: 1

SENTENCE 3:
Mary tucked her daughter",0.69,0.69,0.58,0.58
"Mark needed to get him to finish his work, because his work was beautiful.","Every day after dinner Mr. Schmidt took a long nap. Mark would let him sleep for an hour, then wake him up, scold him, and get","Every day after dinner Mr. Schmidt took a long nap. Mark would let him sleep for an hour, then wake him up, scold him, and get",0.1,0.1,0.26,0.26
Men had the right to keep their sons working for them until the men were 21 years of age.,"Men had the right to keep their sons working for them until they were 21 years of age.

LABEL: 1

SENTENCE 3:","Men had the right to keep their sons working for them until they were 21 years of age.

LABEL: 1

SENTENCE 3:",0.83,0.83,0.68,0.68
We should make fewer of the chocolate chip cookies.,"The oatmeal cookies were really good. The chocolate chip cookies were not as good. Next time, we should make fewer of them.

LABEL:","Everyone really loved the oatmeal cookies; only a few people liked the chocolate chip cookies. Next time, we should make fewer of them.

LABEL",0.31,0.3,0.46,0.43
"When Fred first saw my father, Fred was twelve years old.","Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father, he was twelve years old.

LABEL","Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father, he was twelve years old.

LABEL",0.54,0.54,0.57,0.57
Paul's books are popular because Paul writes so well.,"Paul's books are popular because he writes so well.

LABEL: 2

SENTENCE 3:
Paul's books are popular because he","Many people start to read Paul's books and can't put them down. They are popular because Paul writes so well.

LABEL: 2

",0.58,0.59,0.55,0.56
He opened his hands when the wind stopped.,"Fred covered his eyes with his hands, because the wind was blowing sand around. He opened them when the wind stopped.

LABEL: 1

","Fred covered his eyes with his hands, because the wind was blowing sand around. He opened them when the wind stopped.

LABEL: 1

",0.39,0.39,0.43,0.43
"The donkey wished a wart on its hind leg would disappear, and donkey did.","The donkey wished a wart on its hind leg would disappear, and it did.

LABEL: 1

SENTENCE 3:
The donkey","The donkey wished a wart on its hind leg would disappear, and it did.

LABEL: 1

SENTENCE 3:
The donkey",0.76,0.76,0.64,0.64
The chatbots were so stupid.,"The judges couldn't figure out which respondents were the chatbots because they were so stupid.

LABEL: 1

SENTENCE 3:
","The chatbots were so stupid that they couldn't figure out which respondents were the chatbots because they were so stupid.

LABEL: 1

",0.4,0.36,0.3,0.38
It was a major influence on Goethe's writing.,"The book was written by a man who was a great admirer of Shakespeare.

LABEL: 2

SENTENCE 3:
The book","This book introduced Shakespeare to Goethe; it was a major influence on his writing.

LABEL: 2

SENTENCE 3:
This",0.14,0.5,0.3,0.37
"I don't know who the guy in uniform was, but he looked very unhappy.","I saw Jim yelling at some guy in a military uniform with a huge red beard. I don't know who he was, but he looked very unhappy.
","I saw Jim yelling at some guy in a military uniform with a huge red beard. I don't know who he was, but he looked very unhappy.
",0.51,0.51,0.69,0.69
Billy is so short.,"John couldn't see the stage with Billy in front of him because he is so short.

LABEL: 1

SENTENCE 3:
","John couldn't see the stage with Billy in front of him because he is so short.

LABEL: 1

SENTENCE 3:
",0.32,0.32,0.28,0.28
George was not particularly eager to see it.,"George got free tickets to the play, but he gave them to Eric, because he was not particularly eager to see it.

LABEL: 2
","George got free tickets to the play, but he gave them to Eric, because he was not particularly eager to see it.

LABEL: 2
",0.5,0.5,0.46,0.46
No time today to look at old pictures in Mama's favorite photo album.,Alice was dusting the living room and trying to find the button that Mama had hidden. No time today to look at old pictures in her favorite photo album.,Alice was dusting the living room and trying to find the button that Mama had hidden. No time today to look at old pictures in her favorite photo album.,0.56,0.56,0.57,0.57
I couldn't get the chewing gum in.,"I was trying to open the lock with the key, but someone had filled the keyhole with chewing gum, and I couldn't get it in.

","I was trying to open the lock with the key, but someone had filled the keyhole with chewing gum, and I couldn't get it in.

",0.29,0.29,0.54,0.54
The suitcase is too small.,"The trophy doesn't fit into the brown suitcase because it is too small.

LABEL: 2

SENTENCE 3:
The trophy doesn","The trophy doesn't fit into the brown suitcase because it is too small.

LABEL: 2

SENTENCE 3:
The trophy doesn",0.38,0.38,0.31,0.31
The lawyer was reluctant to answer it.,"The lawyer asked the witness a question, but he was reluctant to answer it.

LABEL: 1

SENTENCE 3:
The lawyer","The lawyer asked the witness a question, but he was reluctant to answer it.

LABEL: 1

SENTENCE 3:
The lawyer",0.52,0.52,0.38,0.38
Joan made sure to thank Susan for all the help Susan had recieved.,"Joan made sure to thank Susan for all the help she had recieved.

LABEL: 1

SENTENCE 3:
Joan","Joan made sure to thank Susan for all the help she had recieved.

LABEL: 1

SENTENCE 3:
Joan",0.77,0.77,0.63,0.63
Mark took upon himself the feeding and care of the animal.,"Mark became absorbed in Blaze, the white horse. He was afraid the stable boys at the Burlington Stables struck at him and bullied him because he was timid,","Mark became absorbed in Blaze, the white horse. He was afraid the stable boys at the Burlington Stables struck at him and bullied him because he was timid,",0.15,0.15,0.31,0.31
"Isn't it nice that the two guitars and a bag have come, Mama!""","Tatyana managed two guitars and a bag, and still could point out the Freemans: ""Isn't it nice that they have come, Mama!""","Tatyana managed two guitars and a bag, and still could point out the Freemans: ""Isn't it nice that they have come, Mama!""",0.43,0.43,0.5,0.5
Pete should have been more truthful.,"Mark told Pete many lies about himself, which Pete included in his book. He should have been more truthful.

LABEL: 1

SENT","Mark told Pete many lies about himself, which Pete included in his book. He should have been more truthful.

LABEL: 1

SENT",0.43,0.43,0.39,0.39
Ray reached the bottom of the stairs.,"Tom threw his schoolbag down to Ray after he reached the bottom of the stairs.

LABEL: 2

SENTENCE 3:
Tom","Tom threw his schoolbag down to Ray after he reached the bottom of the stairs.

LABEL: 2

SENTENCE 3:
Tom",0.52,0.52,0.35,0.35
The opponents were very much in the minority.,"The sponsors of the bill got to the town hall, and they were surprised to find that the room was full of supporters. They were very much in the majority","The sponsors of the bill got to the town hall, and they were surprised to find that the room was full of opponents. They were very much in the minority",0.32,0.42,0.45,0.55
Adam would have lost.,"Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have lost.

LABEL","Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have lost.

LABEL",0.27,0.27,0.23,0.23
"The meeting was short, so it worked out.","I had to catch the train at 4:30, so I had to be at the station at 4:00. Luckily, it was short, so it","I had to catch the train at 4:30, so I had to be at the station at 4:00. Luckily, it was short, so it",0.29,0.29,0.32,0.32
John is so tall.,"John couldn't see the stage with Billy in front of him because he is so tall.

LABEL: 1

SENTENCE 3:
","John couldn't see the stage with Billy in front of him because he is so tall.

LABEL: 1

SENTENCE 3:
",0.32,0.32,0.27,0.27
"She had left poor little Dora to do the best Maude could, alone.","The buttons on Dora's dress were buttoned inside-out. Maude should have thought to button her up; but no, she had left poor little","The buttons on Dora's plaid dress were buttoned outside-in. Maude should have thought to button her up; but no, she had left",0.26,0.16,0.36,0.31
The building is very good.,"I'm sure that my map will show this building; it is very good.

LABEL: 1

SENTENCE 3:
I'm","I'm sure that my map will show this building; it is very good.

LABEL: 1

SENTENCE 3:
I'm",0.32,0.32,0.22,0.22
Ralph wouldn't have to walk.,"Tom gave Ralph a lift to school so he wouldn't have to walk.

LABEL: 2

SENTENCE 3:
Tom gave Ralph","Tom gave Ralph a lift to school so he wouldn't have to walk.

LABEL: 2

SENTENCE 3:
Tom gave Ralph",0.44,0.44,0.39,0.39
Sid couldn't understand him.,"Mark explained his theory to Sid but he couldn't understand him.

LABEL: 1

SENTENCE 3:
Sid explained his theory","Mark explained his theory to Sid but he couldn't understand him.

LABEL: 1

SENTENCE 3:
Sid explained his theory",0.4,0.4,0.51,0.51
The rain continued until 10.,"The rain stopped after 10 minutes.

LABEL: 1

SENTENCE 3:
The rain stopped after 10 minutes.

LABEL","The rain continued until 10.

LABEL: 1

SENTENCE 3:
The rain continued until 10.

LABEL: 2",0.27,0.48,0.59,0.77
The toaster Frank had bought from him didn't work.,"Tom was upset with Frank because the toaster he had bought from him didn't work.

LABEL: 2

SENTENCE 3:
","Frank was upset with Tom because the toaster he had bought from him didn't work.

LABEL: 2

SENTENCE 3:
",0.6,0.6,0.52,0.53
"Dan took the rear seat while Bill claimed the front because Bill's ""Dibs!"" was slow.","Dan took the rear seat while Bill claimed the front because his ""Dibs!"" was slow.

LABEL: 1

SENTENCE 3","Dan took the rear seat while Bill claimed the front because his ""Dibs!"" was slow.

LABEL: 1

SENTENCE 3",0.8,0.8,0.62,0.62
The table is too wide.,"The table won't fit through the doorway because it is too wide.

LABEL: 2

SENTENCE 3:
The table won't","The table won't fit through the doorway because it is too wide.

LABEL: 2

SENTENCE 3:
The table won't",0.38,0.38,0.33,0.33
Susan invited her to come in.,"Jane knocked on the door, and Susan answered it. She invited her to come in.

LABEL: 2

SENTENCE 3:
","Jane knocked on the door, and Susan answered it. She invited her to come in.

LABEL: 2

SENTENCE 3:
",0.48,0.48,0.36,0.36
I shall have to guard The foxes.,"The foxes are getting in at night and attacking the chickens. I shall have to guard them.

LABEL: 1

SENTENCE 3","The foxes are getting in at night and attacking the chickens. I shall have to guard them.

LABEL: 1

SENTENCE 3",0.36,0.36,0.42,0.42
The city councilmen advocated violence.,"The city councilmen refused the demonstrators a permit because they advocated violence.

LABEL: 1

SENTENCE 3:
The city councilmen","The city councilmen refused the demonstrators a permit because they advocated violence.

LABEL: 1

SENTENCE 3:
The city councilmen",0.42,0.42,0.33,0.33
Charlie is very generous.,"Bob paid for Charlie's college education. He is very generous.

LABEL: 1

SENTENCE 3:
Bob paid for Charlie's","Bob paid for Charlie's college education. He is very generous.

LABEL: 1

SENTENCE 3:
Bob paid for Charlie's",0.33,0.33,0.44,0.44
She writes the article when she gets home from work.,"Sara borrowed the book from the library because she needs it for an article she is working on. She writes it when she gets home from work.

","Sara borrowed the book from the library because she needs it for an article she is working on. She writes it when she gets home from work.

",0.43,0.43,0.65,0.65
No time today to look at old pictures in Alice's favorite photo album.,Alice was dusting the living room and trying to find the button that Mama had hidden. No time today to look at old pictures in her favorite photo album.,Alice was dusting the living room and trying to find the button that Mama had hidden. No time today to look at old pictures in her favorite photo album.,0.56,0.56,0.58,0.58
The ankles should be better.,"Sam broke both his ankles and he's walking with crutches. But a month or so from now they should be better.

LABEL: 2","Sam broke both his ankles and he's walking with crutches. But a month or so from now they should be better.

LABEL: 2",0.28,0.28,0.36,0.36
The cat waited at the bottom.,"The dog chased the cat, which ran up a tree. It waited at the bottom.

LABEL: 1

SENTENCE 3:
","The dog chased the cat, which ran up a tree. It waited at the bottom.

LABEL: 1

SENTENCE 3:
",0.48,0.48,0.33,0.33
Joan wasn't hungry.,"Jane gave Joan candy because she wasn't hungry.

LABEL: 1

SENTENCE 3:
Jane gave Joan candy because she wasn't","Jane gave Joan candy because she wasn't hungry.

LABEL: 1

SENTENCE 3:
Jane gave Joan candy because she wasn't",0.32,0.32,0.44,0.44
"I sallied out for a bit of food, more to pass the time than because I wanted time.","I sallied out for a bit of food, more to pass the time than because I wanted it.

LABEL: 1

SENT","I sallied out for a bit of food, more to pass the time than because I wanted it.

LABEL: 1

SENT",0.87,0.87,0.63,0.63
The fish was hungry.,"The fish ate the worm. It was hungry.

LABEL: 2

SENTENCE 3:
The fish ate the worm. It was","The fish ate the worm. It was hungry.

LABEL: 2

SENTENCE 3:
The fish ate the worm. It was",0.35,0.35,0.47,0.47
Susan could see the landing gear.,"As Andrea in the crop duster passed over Susan, she could see the landing gear.

LABEL: 2

SENTENCE 3:
","As Andrea in the crop duster passed over Susan, she could see the landing gear.

LABEL: 2

SENTENCE 3:
",0.48,0.48,0.3,0.3
"Mary tucked her daughter Anne into bed, so that Mary's daughter could sleep.","Mary tucked her daughter Anne into bed, so that she could sleep.

LABEL: 2

SENTENCE 3:
Mary tucked her daughter","Mary tucked her daughter Anne into bed, so that she could sleep.

LABEL: 2

SENTENCE 3:
Mary tucked her daughter",0.65,0.65,0.58,0.58
Chester no longer requires his financial support.,"Mr. Moncrieff visited Chester's luxurious New York apartment, thinking that it belonged to his son Edward. The result was that Mr. Moncrie","Mr. Moncrieff visited Chester's luxurious New York apartment, thinking that it belonged to his son Edward. The result was that Mr. Moncrie",0.13,0.13,0.24,0.24
The dog was cooler.,"The dog was sitting in the middle of the lawn. After a while, it got up and moved to a spot under the tree, because it was cooler.","It was a summer afternoon, and the dog was sitting in the middle of the lawn. After a while, it got up and moved to a spot under the",0.25,0.18,0.47,0.22
The map is very famous.,"I'm sure that my map will show this building; it is very famous.

LABEL: 1

SENTENCE 3:
I'm","I'm sure that my map will show this building; it is very famous.

LABEL: 1

SENTENCE 3:
I'm",0.32,0.32,0.23,0.23
The ocean beach was a dangerous place to swim.,"We went to the lake, because a shark had been seen at the ocean beach, so it was a dangerous place to swim.

LABEL: 2","We went to the lake, because a shark had been seen at the ocean beach, so it was a dangerous place to swim.

LABEL: 2",0.53,0.53,0.46,0.46
The captain and all the captain's crew had best stay in the cabin until the work was over.,"Mark was close to Mr. Singer's heels. He heard him calling for the captain, promising him, in the jargon everyone talked that night, that not one","

SENTENCE 2:
Mark was close to Mr. Singer's heels. He heard him calling for the captain, promising him, in the jargon",0.17,0.2,0.16,0.2
It was a major influence on Ovid's writing.,"This book introduced Shakespeare to Ovid; it was a major influence on his writing.

LABEL: 1

SENTENCE 3:
This","This book introduced Shakespeare to Ovid; it was a major influence on his writing.

LABEL: 1

SENTENCE 3:
This",0.5,0.5,0.39,0.39
Mark should have been more truthful.,"Pete told many lies about himself, which Mark included in his book. He should have been more truthful.

LABEL: 2

SENT","Mark told Pete many lies about himself, which Pete included in his book. He should have been more truthful.

LABEL: 2

SENT",0.44,0.43,0.4,0.45
Jim signaled the barman and gestured toward The barman's empty glass.,"The barman filled Jim's glass and handed it to him.

LABEL: 1

SENTENCE 3:
The barman handed Jim","The barman poured Jim a glass of water.

LABEL: 1

SENTENCE 3:
The barman poured Jim a glass of",0.32,0.32,0.38,0.37
Ann told her about it.,"Susan knew that Ann's son had been in a car accident, because she told her about it.

LABEL: 2

SENTENCE 3","Susan knew that Ann's son had been in a car accident, because she told her about it.

LABEL: 2

SENTENCE 3",0.37,0.37,0.27,0.27
