completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
A child is tosses into a box by a woman.,"A child is thrown by a man in the swimming pool.

LABEL: 2

SENTENCE 3:
A child is thrown by a","A child is thrown by a man in the swimming pool.

LABEL: 2

SENTENCE 1:
A child is thrown by a",0.39,0.39,0.3,0.3
There is a girl sleeping inside her house.,"A young girl with her bike.

LABEL: 2

SENTENCE 3:
A young girl with her bike.

LABEL","A young girl with her bike.

LABEL: 2

SENTENCE 1:
A young girl with her bike.

LABEL",0.24,0.24,0.49,0.49
Men sit.,"A man is sitting on a bench and a woman is sitting on a bench.

LABEL: 1

SENTENCE 3:
A man","Two men sit together and a woman is not too far from them under a bridge as all three watch the water in front of them.

LABEL:",0.0,0.14,0.23,0.21
He plays a vial of gin.,"A man is sitting on a bench and a woman is sitting on the other side of him.

LABEL: 3

SENTENCE 3:","A man and a woman sit together and a woman is not too far from them under a bridge as all three watch the water in front of them.

",0.14,0.11,0.19,0.27
Water is nearby.,"A man is sitting on a bench and a woman is sitting on a bench.

LABEL: 1

SENTENCE 3:
A man","Two men sit together and a woman is not too far from them under a bridge as all three watch the water in front of them.

LABEL:",0.08,0.07,0.23,0.27
A woman is preparing food for a child.,"An Asian woman in a purple shirt preparing a bowl of food for the younger Asian boy sitting near buy, while an Asian man eats a roll and prepares to take","An Asian woman in a purple shirt preparing a bowl of food for the younger Asian boy sitting near buy, while an Asian man eats a roll and prepares to take",0.26,0.26,0.31,0.31
A woman is doing the dishes.,"An Asian woman in a purple shirt preparing a bowl of food for the younger Asian boy sitting near buy, while an Asian man eats a roll and prepares to take","An Asian woman in a purple shirt preparing a bowl of food for the younger Asian boy sitting near buy, while an Asian man eats a roll and prepares to take",0.11,0.11,0.3,0.3
The boy plays the flute,"A little boy in flannel pajama pants and an orange shirt is playing the guitar on the couch.

LABEL: 3

SENT","A little boy in flannel pajama pants and an orange shirt is playing the guitar on the couch.

LABEL: 3

SENT",0.15,0.15,0.23,0.23
The child practices guitar indoors,"A little boy in flannel pajama pants and an orange shirt is playing the guitar on the couch.

LABEL: 1

SENT","A little boy in flannel pajama pants and an orange shirt is playing the guitar on the couch.

LABEL: 1

SENT",0.15,0.15,0.24,0.24
A man rides a bike.,"A man rides a bicycle while a young girl holds onto the back of him.

LABEL: 1

SENTENCE 1:
A man","A man rides a bicycle while a young girl holds onto the back of him.

LABEL: 1

SENTENCE 1:
A man",0.31,0.31,0.29,0.29
The man is sitting on the ground.,"A man rides a bicycle while a young girl holds onto the back of him.

LABEL: 2

SENTENCE 3:
A man","A man rides a bicycle while a young girl holds onto the back of him.

LABEL: 3

SENTENCE 3:
A man",0.14,0.14,0.26,0.27
Two men are making pancakes in their swimtrunks.,"There is one man with light blue jeans on, and one with dark blue jeans on that are walking down the street.

LABEL: 1

","There is one man with light blue jeans on, and one with dark blue jeans on that are walking down the street.

LABEL: 1

",0.06,0.06,0.23,0.23
Two men are wearing jeans for a jean advertisement.,"There is one man with light blue jeans on, and one with dark blue jeans on that are walking down the street.

LABEL: 1

","There is one man with light blue jeans on, and one with dark blue jeans on that are walking down the street.

LABEL: 1

",0.06,0.06,0.29,0.29
Two men are wearing jeans.,"There is one man with light blue jeans on, and one with dark blue jeans on that are walking down the street.

LABEL: 1

","There is one man with light blue jeans on, and one with dark blue jeans on that are walking down the street.

LABEL: 1

",0.07,0.07,0.33,0.33
The two dogs are having a brawl.,"two white dogs fighting with each other

LABEL: 1

SENTENCE 1:
two white dogs fighting with each other

LABEL","two white dogs fighting with each other

LABEL: 1

SENTENCE 1:
two white dogs fighting with each other

LABEL",0.15,0.15,0.59,0.59
The two dogs are playing fetch with their owners.,"two white dogs fighting with each other

LABEL: 2

SENTENCE 3:
two white dogs fighting with each other

LABEL","two white dogs fighting with each other

LABEL: 2

SENTENCE 1:
two white dogs fighting with each other

LABEL",0.21,0.21,0.52,0.52
A group of kids reading,"Five young blond and light brown-haired girls are sitting on the ground reading books together.

LABEL: 1

SENTENCE 3:
","Five young blond and light brown-haired girls are sitting on the ground reading books together.

LABEL: 1

SENTENCE 1:
",0.08,0.08,0.23,0.23
5 girls wakeboarding,"Five young blond and light brown-haired girls are sitting on the ground reading books together.

LABEL: 3

SENTENCE 3:
","The girls are sitting on the ground reading books together.

LABEL: 3

SENTENCE 3:
The girls are sitting on the ground",0.09,0.08,0.24,0.36
A person walking down a street with snow scattered about.,"There is a person walking down a tree lined street with snow scattered about.

LABEL: 1

SENTENCE 1:
There is a","There is a person walking down a tree lined street with snow scattered about.

LABEL: 1

SENTENCE 1:
There is a",0.65,0.65,0.37,0.37
There is a dog walking down a tree lined street with snow scattered about.,"There is a person walking down a tree lined street with snow scattered about.

LABEL: 1

SENTENCE 3:
There is a","There is a person walking down a tree lined street with snow scattered about.

LABEL: 3

SENTENCE 3:
There is a",0.74,0.74,0.29,0.32
10 people are kissing,"A woman with a beige blazer is sitting behind a man with a backpack.

LABEL: 3

SENTENCE 3:
A","A woman with a beige blazer is sitting behind the table.

LABEL: 3

SENTENCE 3:
A woman with a",0.0,0.0,0.14,0.19
2 people are at a table,"A man with a black backpack is at a table with a woman with a beige blazer sitting behind it.

LABEL: 1

S","A woman with a beige blazer is sitting behind a man with a backpack.

LABEL: 1

SENTENCE 1:
A",0.21,0.08,0.2,0.13
The man is laying in a mud puddle.,"A man is doing a task by a body of water on a farm.

LABEL: 2

SENTENCE 3:
A man is","A man is doing a task by a body of water on a farm.

LABEL: 3

SENTENCE 3:
A man is",0.21,0.21,0.32,0.33
The man is doing something by the water.,"A man is doing a task by a body of water on a farm.

LABEL: 1

SENTENCE 1:
A man is","A man is doing a task by a body of water on a farm.

LABEL: 1

SENTENCE 1:
A man is",0.34,0.34,0.39,0.39
Bender strikes again!,"On the ground a boy in a red sweatshirt is leaning over holding a football and two other kids.

LABEL: 3

SENTENCE","On the ground a boy in a red sweatshirt is leaning over holding a football and two other kids.

LABEL: 3

SENTENCE",0.0,0.0,0.07,0.07
A woman laying down sleeping,"A woman is holding a microphone in one hand and her mouth is closed.

LABEL: 1

SENTENCE 3:
A woman is","A woman is holding a microphone in one hand and her mouth is open.

LABEL: 3

SENTENCE 3:
A woman is",0.15,0.15,0.23,0.25
A woman standing at a microphone,"A woman is holding a microphone in one hand and her mouth is open.

LABEL: 1

SENTENCE 1:
A woman is","A woman is holding a microphone in one hand and her mouth is open.

LABEL: 1

SENTENCE 1:
A woman is",0.3,0.3,0.27,0.27
There are girls on a trampoline.,"Two girls jumping on a trampoline, one upright and the other landing on her back, in a backyard.

LABEL: 1

SENT","A girl jumping on a trampoline, one upright and the other landing on her back, in a backyard.

LABEL: 1

SENT",0.3,0.22,0.28,0.29
The girls are in a rocket ship.,"Two girls jumping on a trampoline, one upright and the other landing on her back, in a backyard.

LABEL: 2

SENT","A girl jumping on a trampoline, one upright and the other landing on her back, in a backyard.

LABEL: 1

SENT",0.21,0.21,0.19,0.16
A girl is blowing many tiny bubbles.,"A boy is blowing a huge bubble.

LABEL: 2

SENTENCE 3:
A girl is blowing a huge bubble.

","A girl is blowing a huge bubble.

LABEL: 2

SENTENCE 1:
A girl is blowing a huge bubble.

",0.32,0.32,0.52,0.64
A girl is expelling air.,"A boy is blowing a huge bubble.

LABEL: 1

SENTENCE 1:
A girl is blowing a huge bubble.

","A girl is blowing a huge bubble.

LABEL: 1

SENTENCE 1:
A girl is blowing a huge bubble.

",0.26,0.26,0.49,0.58
Kid showing the heavy metal hand sign.,"A small child is giving heavy metal signs

LABEL: 1

SENTENCE 1:
A small child is giving heavy metal signs

","A small child is giving heavy metal signs

LABEL: 1

SENTENCE 1:
A small child is giving heavy metal signs

",0.15,0.15,0.63,0.63
A child signing I love you.,"A small child is giving heavy metal signs

LABEL: 1

SENTENCE 3:
A small child is giving heavy metal signs

","A small child is giving heavy metal signs

LABEL: 2

SENTENCE 1:
A small child is giving heavy metal signs

",0.15,0.15,0.51,0.51
A child pretending his hand is a bull.,"A small child is giving heavy metal signs

LABEL: 1

SENTENCE 3:
A small child is giving heavy metal signs

","A small child is giving heavy metal signs

LABEL: 2

SENTENCE 1:
A small child is giving heavy metal signs

",0.29,0.29,0.48,0.49
A lady is taking a picture,"A female camera operator is capturing some off-camera activity.

LABEL: 1

SENTENCE 3:
A female camera operator is capturing","A female camera operator is capturing some off-camera activity.

LABEL: 1

SENTENCE 1:
A female camera operator is capturing",0.23,0.23,0.38,0.38
A lady is painting a picture,"A female camera operator is capturing some off-camera activity.

LABEL: 2

SENTENCE 3:
A female camera operator is capturing","A female camera operator is capturing some off-camera activity.

LABEL: 3

SENTENCE 3:
A female camera operator is capturing",0.23,0.23,0.33,0.33
A man is holding fluffy sweets.,"A man in a light brownish jacket, orange undershirt, blue jeans, and a black satchel, who has many sticks of cotton candy.
","A man in a light brownish jacket, orange undershirt, blue jeans, and a black satchel, who has many sticks of cotton candy.
",0.14,0.14,0.46,0.46
A naked man is picking apples.,"A man in a light brownish jacket, orange undershirt, blue jeans, and a black satchel, who has many sticks of cotton candy.
","A man in a light brownish jacket, orange undershirt, blue jeans, and a black satchel, who has many sticks of cotton candy.
",0.14,0.14,0.28,0.28
A man is running,"A referee with a whistle in his mouth points to the right and watches as a player with the basketball bends down with a defensive player.

LABEL","A referee with a whistle in his mouth points to the right and watches as a player with the basketball bends down with a defensive player.

SENT",0.06,0.06,0.1,0.14
A referee is punching a goat,"A referee with a whistle in his mouth points to the right and watches as a player with the basketball bends down with a defensive player.

LABEL","A referee with a whistle in his mouth points to the right and watches as a player with the basketball bends down with a defensive player.

SENT",0.18,0.18,0.17,0.2
Two men playing basketball.,"Two black guys, that are on rival teams playing basketball.

LABEL: 1

SENTENCE 1:
Two black guys, that are","Two black guys, that are on rival teams playing basketball.

LABEL: 1

SENTENCE 1:
Two black guys, that are",0.26,0.26,0.38,0.38
Two women playing basketball.,"Two black guys, that are on rival teams playing basketball.

LABEL: 2

SENTENCE 3:
Two black guys, that are","The two black guys are on rival teams playing basketball.

LABEL: 3

SENTENCE 3:
The two black guys are on rival",0.26,0.24,0.29,0.38
A boat is in the water.,"A canoe in the distance on a lake as seen from another canoe.

LABEL: 1

SENTENCE 3:
A canoe in the","A canoe in the distance on a lake as seen from another canoe.

LABEL: 1

SENTENCE 1:
A canoe in the",0.22,0.22,0.24,0.25
A canoe goes over a waterfall.,"A canoe in the distance on a lake as seen from another canoe.

LABEL: 1

SENTENCE 3:
A canoe in the","A canoe in the distance on a lake as seen from another canoe.

LABEL: 3

SENTENCE 3:
A canoe in the",0.22,0.22,0.22,0.24
A boy gets his tongue stuck to a metal post.,"A young boy is hugging a wooden post.

LABEL: 2

SENTENCE 3:
A young boy is hugging a wooden","A young boy is hugging a wooden post.

LABEL: 3

SENTENCE 3:
A young boy is hugging a wooden",0.28,0.28,0.41,0.43
A boy holds onto a post.,"A young boy is hugging a wooden post.

LABEL: 1

SENTENCE 1:
A young boy is hugging a wooden","A young boy is hugging a wooden post.

LABEL: 1

SENTENCE 1:
A young boy is hugging a wooden",0.32,0.32,0.5,0.5
"There is a group of people, waiting at the bus stop.","4 children and 1 adult look at an armadillo on a grassy hill with 2 trees.

LABEL: 1

SENTENCE 3","4 children and 1 adult look at an armadillo on a grassy hill with 2 trees.

LABEL: 1

SENTENCE 1",0.06,0.06,0.12,0.13
A kid eating a pizza on a bench by his bike.,"A child with a yellow shirt riding a yellow bike in a city.

LABEL: 1

SENTENCE 3:
A child with a","A child with a yellow shirt riding a yellow bike in a city.

LABEL: 3

SENTENCE 3:
A child with a",0.25,0.25,0.21,0.23
A kid riding his bike down the street.,"A child with a yellow shirt riding a yellow bike in a city.

LABEL: 1

SENTENCE 1:
A child with a","A child with a yellow shirt riding a yellow bike in a city.

LABEL: 1

SENTENCE 1:
A child with a",0.21,0.21,0.28,0.28
The boy's bike is blue.,"a little boy is riding a yellow bicycle across a town square.

LABEL: 3

SENTENCE 3:
a little boy is riding","a little boy is riding a yellow bicycle across a town square.

LABEL: 3

SENTENCE 3:
a little boy is riding",0.15,0.15,0.36,0.36
A boy has a yellow bike.,"a little boy is riding a yellow bicycle across a town square.

LABEL: 1

SENTENCE 1:
a little boy is riding","a little boy is riding a yellow bicycle across a town square.

LABEL: 1

SENTENCE 1:
a little boy is riding",0.3,0.3,0.38,0.38
Two horses are pacing each other on a race track.,"The cars are being driven in a car race.

LABEL: 1

SENTENCE 3:
The cars are being driven in a car","The cars are being driven in a car race.

LABEL: 2

SENTENCE 1:
The cars are being driven in a car",0.19,0.19,0.35,0.34
Two cars participate in a car race.,"Two cars are being driven in a car race.

LABEL: 1

SENTENCE 1:
Two cars are being driven in a car","The cars are being driven in a car race.

LABEL: 1

SENTENCE 1:
The cars are being driven in a car",0.43,0.36,0.51,0.45
A dog is barking at the TV.,"A young female gymnast, wearing a sequined royal blue and white outfit, is lifting her left leg straight up in the air.

LABEL:","A young female gymnast, wearing a sequined royal blue and white outfit, is lifting her right leg straight up in the air.

LABEL:",0.2,0.2,0.17,0.17
a gymnast has her leg straight up in the air.,"A young female gymnast, wearing a sequined royal blue and white outfit, is lifting her left leg straight up in the air.

LABEL:","A young female gymnast, wearing a sequined royal blue and white outfit, is lifting her right leg straight up in the air.

LABEL:",0.55,0.55,0.49,0.49
"A younger gymnast, wearing dark blue and white, has her right leg straight in the air.","A young female gymnast, wearing a sequined royal blue and white outfit, is lifting her left leg straight up in the air.

LABEL:","A young female gymnast, wearing a sequined royal blue and white outfit, is lifting her right leg straight up in the air.

LABEL:",0.62,0.67,0.55,0.56
An old man opens a door while carrying his bicycle out to the clean street.,"The boy pull door is littering the road as boy ride bicycle.

LABEL: 3

SENTENCE 3:
The boy ride bicycle","The boy pull door.

LABEL: 3

SENTENCE 3:
The boy pull door.

LABEL: 4

",0.17,0.14,0.37,0.32
A boy is touching a door.,"Bicycles are littering the road as boy pull door.

LABEL: 1

SENTENCE 1:
Bicycles are litter","The boy pull door is littering the road as bicycle.

LABEL: 1

SENTENCE 1:
The boy pull door is litter",0.18,0.23,0.31,0.31
a person pushing a shopping cart.,"A young boy attempts to push the Walmart shopping cart for a man.

LABEL: 1

SENTENCE 1:
A young boy attempts","A young boy attempts to push the Walmart shopping cart for a man.

LABEL: 1

SENTENCE 1:
A young boy attempts",0.22,0.22,0.4,0.4
a biy pushing a shopping cart.,"A young boy attempts to push the Walmart shopping cart for a man.

LABEL: 1

SENTENCE 1:
A young boy attempts","A young boy attempts to push the Walmart shopping cart for a man.

LABEL: 1

SENTENCE 1:
A young boy attempts",0.22,0.22,0.4,0.4
a boy pushing a car up a hill.,"A young boy attempts to push the Walmart shopping cart for a man.

LABEL: 1

SENTENCE 3:
A young boy attempts","A young boy attempts to push the Walmart shopping cart for a man.

LABEL: 3

SENTENCE 3:
A young boy attempts",0.28,0.28,0.29,0.3
A man is sleeping at home.,"A shirtless man with his fishing boat.

LABEL: 2

SENTENCE 3:
A shirtless man with his fishing boat.","A shirtless man with his fishing boat.

LABEL: 3

SENTENCE 3:
A shirtless man with his fishing boat.",0.17,0.17,0.55,0.58
The man doesn't like his fishing boat.,"A shirtless man with his fishing boat.

LABEL: 2

SENTENCE 3:
A shirtless man with his fishing boat.","A shirtless man with his fishing boat.

LABEL: 3

SENTENCE 3:
A shirtless man with his fishing boat.",0.31,0.31,0.57,0.6
A man is with his boat.,"A shirtless man with his fishing boat.

LABEL: 1

SENTENCE 1:
A shirtless man with his fishing boat.","A shirtless man with his fishing boat.

LABEL: 1

SENTENCE 1:
A shirtless man with his fishing boat.",0.42,0.42,0.64,0.64
The engineer had purple gloves.,"A man with a blue jacket and cap wears purple gloves while looking up.

LABEL: 1

SENTENCE 1:
An engineer with","A man with a blue jacket and cap wears purple gloves while looking up.

LABEL: 1

SENTENCE 1:
An engineer with",0.15,0.15,0.25,0.25
The engineer was falling asleep.,"An engineer with a blue jacket and cap wears purple gloves while looking up.

LABEL: 2

SENTENCE 3:
An engineer with","A man with a blue jacket and cap wears purple gloves while looking up.

LABEL: 3

SENTENCE 3:
A man with",0.08,0.0,0.22,0.18
"Along a paved walkway outdoors, a person in a black windbreaker takes a picture of a fish statue while a small white dog looks on.","Along a paved walkway outdoors, a person in a black windbreaker takes a photo of a multi-piece fish statue while a small white dog looks on.","Along a paved walkway outdoors, a person in a black windbreaker takes a photo of a multi-piece fish statue while a small white dog looks on.",0.92,0.92,0.85,0.85
A jury convicts the innocent man because they thought it'd be funny.,"Along a paved walkway outdoors, a person in a black windbreaker takes a photo of a multi-piece fish statue while a small white dog looks on.","Along a paved walkway outdoors, a person in a black windbreaker takes a photo of a multi-piece fish statue while a small white dog looks on.",0.05,0.05,0.23,0.23
A person takes a photo.,"Along a paved walkway outdoors, a person in a black windbreaker takes a photo of a multi-piece fish statue while a small white dog looks on.","Along a paved walkway outdoors, a person in a black windbreaker takes a photo of a multi-piece fish statue while a small white dog looks on.",0.31,0.31,0.35,0.35
A man and a woman are hugging in front of a restaurant.,"A curly-haired man is talking or possibly debating with a blond-haired man in front of a table.

LABEL: 2

S","A curly-haired man is talking or possibly debating with a blond-haired man in front of a table.

LABEL: 3

S",0.41,0.41,0.21,0.21
Two men talk to each other.,"A curly-haired man is talking or possibly debating with a blond-haired man in front of a table.

LABEL: 1

S","A curly-haired man is talking or possibly debating with a blond-haired man in front of a table.

LABEL: 1

S",0.0,0.0,0.23,0.23
People are playing volleyball on the sand.,"Three men in yellow green safety vests sit on a bench yawning, smoking and having a break.

LABEL: 3

SENTENCE","Three men in yellow green safety vests sit on a bench yawning, smoking and having a break.

LABEL: 3

SENTENCE",0.07,0.07,0.11,0.11
There are people seated.,"Three men in yellow green safety vests sit on a bench yawning, smoking and having a break.

LABEL: 1

SENTENCE","Three men in yellow green safety vests sit on a bench yawning, smoking and having a break.

LABEL: 1

SENTENCE",0.0,0.0,0.18,0.18
The father is teaching his daughter how to ride a bike.,"A father is teaching his son how to ride a bicycle.

LABEL: 2

SENTENCE 3:
A father is teaching his son","A father is teaching his son how to ride a bicycle.

LABEL: 3

SENTENCE 3:
A father is teaching his son",0.5,0.5,0.5,0.52
A boy is learning how to ride his bike.,"A father is teaching his son how to ride a bicycle.

LABEL: 1

SENTENCE 1:
A father is teaching his son","A father is teaching his son how to ride a bicycle.

LABEL: 1

SENTENCE 1:
A father is teaching his son",0.4,0.4,0.58,0.58
Two women with leg hair share a laugh while enjoying the nice weather.,"Two men with graying beards share a laugh while enjoying the nice weather.

SENTENCE 1:
Two men with graying beards share","Two men with graying beards share a laugh while enjoying the nice weather.

SENTENCE 1:
Two men with graying beards share",0.59,0.59,0.52,0.52
Men are laughing together on a nice day.,"Two men with graying beards share a laugh while enjoying the nice weather.

LABEL: 1

SENTENCE 1:
Two men","Two men with graying beards share a laugh while enjoying the nice weather.

LABEL: 1

SENTENCE 1:
Two men",0.22,0.22,0.41,0.41
A women in a conference room,"A man sitting in an office.

LABEL: 1

SENTENCE 3:
A woman sitting in an office.

LABEL","A man sitting in an office.

LABEL: 2

SENTENCE 1:
A woman sitting in an office.

LABEL",0.26,0.26,0.41,0.42
A women outside,"A man sitting in an office.

LABEL: 1

SENTENCE 3:
A woman sitting in an office.

LABEL","A man sitting in an office.

LABEL: 2

SENTENCE 1:
A woman sitting in an office.

LABEL",0.1,0.1,0.36,0.38
A woman in a office,"A man sitting in an office.

LABEL: 1

SENTENCE 3:
A woman sitting in an office.

LABEL","A man sitting in an office.

LABEL: 1

SENTENCE 1:
A woman sitting in an office.

LABEL",0.36,0.36,0.48,0.49
A person with hair,"A bear-chested jungle native, with long hair, wearing a cloth bottom garment, is dangling in the air from a chute.

LAB","A bear-chested jungle native, with long hair, wearing a cloth bottom garment, is dangling in the air from a chute.

LAB",0.23,0.23,0.23,0.23
Nobody has hair,"A bear-chested jungle native, with long hair, wearing a cloth bottom garment, is dangling in the air from a chute.

LAB","A bear-chested jungle native, with long hair, wearing a cloth bottom garment, is dangling in the air from a chute.

LAB",0.08,0.08,0.16,0.16
Two people are near water.,"Two adults hold either side of a boat at the edge of the water.

LABEL: 1

SENTENCE 1:
Two adults hold","Two adults hold either side of a boat at the edge of the water.

LABEL: 1

SENTENCE 1:
Two adults hold",0.15,0.15,0.36,0.36
Two people are hiking.,"Two adults hold either side of a boat at the edge of the water.

LABEL: 2

SENTENCE 3:
Two adults hold","Two adults hold either side of a boat at the edge of the water.

LABEL: 2

SENTENCE 1:
Two adults hold",0.08,0.08,0.28,0.29
The child is dry.,"A child with wet hair is holding a butterfly decorated beach ball.

LABEL: 2

SENTENCE 3:
A child with wet hair","A child with wet hair is holding a butterfly decorated beach ball.

LABEL: 3

SENTENCE 3:
A child with wet hair",0.16,0.16,0.33,0.34
A girl is in black pants.,"Girl in black pants and an orange top jumping with one leg outstreached and foot pointed other in background dressed the same.

LABEL: 1
","Girl in black pants and an orange top jumping with one leg outstreached and foot pointed other in background dressed the same.

LABEL: 1
",0.27,0.27,0.29,0.29
No one is jumping.,"Girl in black pants and an orange top jumping with one leg outstreached and foot pointed other in background dressed the same.

LABEL: 2
","Girl in black pants and an orange top jumping with one leg outstreached and foot pointed other in background dressed the same.

LABEL: 3
",0.07,0.07,0.18,0.19
Both girls are doing a dance.,"A girl in a costume is performing a dance as other girls in costumes watch.

LABEL: 2

SENTENCE 3:
A girl","A girl in a costume is performing a dance as other girls in costumes watch.

LABEL: 3

SENTENCE 3:
A girl",0.15,0.15,0.3,0.32
A girl is dancing.,"A girl in a costume is performing a dance as other girls in costumes watch.

LABEL: 1

SENTENCE 3:
A girl","A girl in a costume is performing a dance as other girls in costumes watch.

LABEL: 1

SENTENCE 1:
A girl",0.24,0.24,0.27,0.29
A person in a hat,"Women in a red hat and beige shoes standing with hands behind her back in front of a cement wall.

LABEL: 1

SENT","Women in a red hat and beige shoes standing with hands behind her back in front of a cement wall.

LABEL: 1

SENT",0.21,0.21,0.13,0.13
Nobody has a hat,"Women in a red hat and beige shoes standing with hands behind her back in front of a cement wall.

LABEL: 3

SENT","Women in a red hat and beige shoes standing with hands behind her back in front of a cement wall.

LABEL: 3

SENT",0.15,0.15,0.11,0.11
The beach is out of water.,"A sign indicates ""Dangerous Shorebreak"" on an overcast day while several people hang out on the beach.

LABEL: 3

","A sign indicates ""Dangerous Shorebreak"" on an overcast day while several people hang out on the beach.

SENTENCE 1:
",0.16,0.16,0.2,0.2
There are people at the beach.,"A sign indicates ""Dangerous Shorebreak"" on a sunny day while several people hang out on the beach.

LABEL: 1

S","A sign indicates ""Dangerous Shorebreak"" on an overcast day while several people hang out on the beach.

SENTENCE 1:
",0.23,0.24,0.25,0.3
The alcove is purple.,"A five person Brass band is seated, semi-circularly, in a white alcove of a church that has stained glass windows.

LAB","A five person Brass band is seated, semi-circularly, in a white alcove of a church that has stained glass windows.

S",0.08,0.08,0.22,0.29
A band is assembled.,"A five person Brass band is seated, semi-circularly, in a white alcove of a church that has stained glass windows.

LAB","A five person Brass band is seated, semi-circularly, in a white alcove of a church that has stained glass windows.

LAB",0.23,0.23,0.26,0.26
The city laments at their lack of musicians.,"A five piece horn band all playing in a hall of what looks like a church.

LABEL: 3

SENTENCE 3:
A","A five piece horn band all playing in a hall of what looks like a church.

SENTENCE 1:
A five piece horn band all playing",0.07,0.06,0.14,0.43
There are people playing music.,"A five piece horn band all playing in a hall of what looks like a church.

LABEL: 1

SENTENCE 3:
A","A five piece horn band all playing in a hall of what looks like a church.

LABEL: 1

SENTENCE 1:
A",0.08,0.08,0.13,0.15
A man is putting a sign in the window.,"A man wearing shorts and a blue t-shirt is applying signage to the display window of an ice cream shop.

LABEL: 1

","A man wearing shorts and a blue t-shirt is applying signage to the display window of an ice cream shop.

LABEL: 1

",0.31,0.31,0.34,0.34
Two pups are eating.,"Two dogs are playing together.

LABEL: 2

SENTENCE 3:
Two dogs are playing together.

LABEL: 2","The dog is playing with the ball.

LABEL: 3

SENTENCE 3:
The dog is playing with the ball.

",0.2,0.0,0.59,0.51
Two canines are having fun.,"Two dogs are playing together.

LABEL: 1

SENTENCE 1:
Two dogs are playing together.

LABEL: 2","Two dogs are playing together.

LABEL: 1

SENTENCE 1:
Two dogs are playing together.

LABEL: 2",0.19,0.19,0.63,0.63
The woman was talking on the phone.,"A middle-aged woman with red-hair, a white shirt, and a silver beaded necklace is holding a yellow cellphone against her ear while talking.","A middle-aged woman with red-hair, a white shirt, and a silver beaded necklace is holding a yellow cellphone against her ear while talking.",0.12,0.12,0.49,0.49
The woman had a blue cellphone.,"A middle-aged woman with red-hair, a white shirt, and a silver beaded necklace is holding a yellow cellphone against her ear while talking.","A middle-aged woman with red-hair, a white shirt, and a silver beaded necklace is holding a yellow cellphone against her ear while talking.",0.19,0.19,0.44,0.44
A woman smokes a bong.,"A man is holding a cigarette outdoors in front of a blue wall with a sink on it.

LABEL: 2

SENTENCE 3:","A man is holding a cigarette outdoors in front of a blue wall with a sink on it.

LABEL: 3

SENTENCE 3:",0.15,0.15,0.14,0.16
A man holding a cigarette.,"A man is holding a cigarette outdoors in front of a blue wall with a sink on it.

LABEL: 1

SENTENCE 1:","A man is holding a cigarette outdoors in front of a blue wall with a sink on it.

LABEL: 1

SENTENCE 1:",0.37,0.37,0.26,0.26
The colors has disappeared form the world.,"A black and white picture of a city street with a food vendor in the foreground.

LABEL: 3

SENTENCE 3:
A","A black and white picture of a city street with a food vendor in the foreground.

LABEL: 3

SENTENCE 3:
A",0.07,0.07,0.14,0.14
A cart is on a city street.,"A black and white picture of a city street with a food vendor in the foreground.

LABEL: 1

SENTENCE 3:
A","A black and white picture of a city street with a food vendor in the foreground.

LABEL: 1

SENTENCE 1:
A",0.29,0.29,0.17,0.2
The shirt is blue,"A man in a blue shirt and tan shorts is working on the control panel of the machine.

LABEL: 1

SENTENCE 3:","A man in a blue shirt and tan shorts has his feet in the steps of an exercise bicycle and is working on the control panel of the machine.

",0.15,0.12,0.1,0.25
There is  no man,"A man in a blue shirt and tan shorts is working on the control panel of the exercise bicycle.

LABEL: 3

SENTENCE 3","A man in a blue shirt and tan shorts has his feet in the steps of an exercise bicycle and is working on the control panel of the machine.

",0.07,0.06,0.1,0.17
A dog singing karaoke.,"A person sweeping stairs in a park.

LABEL: 1

SENTENCE 3:
A person sweeping stairs in a park.

","A person sweeping stairs in a park.

LABEL: 2

SENTENCE 1:
A person sweeping stairs in a park.

",0.09,0.09,0.5,0.52
A person outside.,"A person walking in a park.

LABEL: 1

SENTENCE 3:
A person walking in a park.

LABEL","A person sweeping stairs in a park.

LABEL: 1

SENTENCE 1:
A person sweeping stairs in a park.

",0.2,0.19,0.45,0.52
The boats are on the water.,"A man is seen walking on a riverbank.

LABEL: 1

SENTENCE 3:
A man is seen walking on a river","A man is seen walking on the riverbank.

LABEL: 1

SENTENCE 1:
A man is seen walking on the river",0.08,0.23,0.48,0.51
The boats  are sailing on the ocean.,"A man is seen walking on a riverbank.

LABEL: 3

SENTENCE 3:
A man is seen walking on a river","A man is seen walking on the riverbank.

LABEL: 3

SENTENCE 3:
A man is seen walking on the river",0.07,0.22,0.5,0.5
Some men are standing on a carpet.,"Navy men stand along a red carpet and salute as their superior walks by.

LABEL: 1

SENTENCE 1:
Nav","Navy men stand along a red carpet and salute as their superior walks by.

LABEL: 1

SENTENCE 1:
Nav",0.23,0.23,0.31,0.31
Some men are waving hello and speaking to their superior.,"Navy men salute as their superior walks by.

LABEL: 1

SENTENCE 3:
Navy men salute as their","Navy men stand along a red carpet and salute as their superior walks by.

LABEL: 3

SENTENCE 3:
Nav",0.22,0.28,0.32,0.33
