completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
The agent agreed twice.,I think that one of the problems that we have faced in the world is that we are so much more powerful than any single nation has been in relationship to the,".9

SENTENCE 2:
I think that one of the problems that we have faced in the world is that we are so much more powerful",0.06,0.07,0.05,0.08
It is wrong to say that British Columbia has no University.,"The spin-off in high talent, high intelligence based industries in British Columbia is a result of the $167.5 million grant to the University of British Columbia","
SENTENCE 2:
When we were making the case for Triumph, the $167.5 million grant to the University of British Columbia base",0.21,0.18,0.29,0.2
he wanted us to work together for a better future,"He came to care about the Senate, but he has deep concerns about its viability in its present form, concerns which he expressed in a very fine speech in February"," 2:
He came to care about the Senate, but he has deep concerns about its viability in its present form, concerns which he expressed in a very fine",0.15,0.16,0.19,0.17
Syria needs to release exactly three soldiers.,"The first priority has to be on ending the violence, dampening down the tensions that have arisen there. We need to call upon Syria to release the three Israeli","EL:
0

SENTENCE 2:
The first priority has to be on ending the violence, dampening down the tensions that have arisen there",0.22,0.07,0.33,0.24
The agent feels that it is not appropriate for the person to spend the money in such a way as to simply ensure getting more votes.,"ENTENCE 2:
The Department of Justice is spending $193 million on a new building in Ottawa.

LABEL: 1

SENTENCE"," her own personal wealth.

SENTENCE 2:
There is something illogical about this, and members will understand that, when one sees the Department",0.13,0.08,0.15,0.1
"The budge for research, innovation and development was lower before","The Government of Canada has also made a commitment to the development of a national child benefit program, the creation of the Canada millennium scholarship fund, the restoration of $","ENCE 2:
It is this Canadian genius that guided the Government of Canada in the creation of the national child benefit program, the establishment of the Canada millennium scholarship",0.1,0.05,0.15,0.2
The reporters are observing the trial and courtroom avidly. ,"And I don't want there to be a misunderstanding in terms as to this case being wrongly focused. And what I mean by that, with regard to all of",":

SENTENCE 2:
And I don't want there to be a misunderstanding in terms as to this case being wrongly focused. And what I",0.05,0.06,0.19,0.15
Beth's last name is Eveland.,"""The Dover Area School Board is not going against its mission statement. In fact, if you read the statement, it says to educate our students so that they",". I believe that the Dover Area School Board is doing just that.

SENTENCE 2:
""This letter is in regard to the comments made",0.06,0.07,0.08,0.05
They are not talking about Bill C-44 in this text.,"The Minister of Revenue will retain responsibility for this Agency and it will be structured to allow for close Ministerial oversight.

LABEL: 1

S","ENCE 2:
We're pleased to see that under Bill C-43, the Minister of Revenue will retain responsibility for this Agency and it will be structured to",0.06,0.15,0.11,0.15
The interviewer agrees with the governor's opinion on Bosnia.,"
SENTENCE 2:
I think that the United States has a responsibility to try to help people who are in trouble.

LABEL: 1",".

SENTENCE 2:
I do, I do. The Persian Gulf, obviously. And Bosnia. And you have already talked about Kosovo.",0.06,0.14,0.18,0.25
The author wants to make sure everyone gets along.," sense.

SENTENCE 2:
I do. I do think this, though. When it comes to timetables it can't be the"," two-state solution.

SENTENCE 2:
I do. I do think this, though. When it comes to timetables it can",0.07,0.07,0.15,0.2
The senator's plan is in US dollars,"The Lewin report is a group of folks who are not politically affiliated. They analyzed the senator's plan. It cost $1.2 trillion.

","
SENTENCE 2:
In all due respect, I'm not so sure it's credible to quote leading news organizations about -- oh, never mind.",0.25,0.06,0.43,0.15
Not only Justice Breyer thinks the 1976 act would be unconstitutional.,"Justice Breyer, under our theory as we've advanced it, you're right; the 1976 act would be unconstitutional. Whether this Court would apply such a","Justice Breyer, under our theory as we've advanced it, you're right; the 1976 act would be unconstitutional. Whether this Court would apply such a",0.43,0.43,0.38,0.38
American workers make businesses money," able to hire people.

SENTENCE 2:
And we're going to have a manufacturing jobs credit and a job hiring credit so we actually help"," use that money to create jobs in America.

SENTENCE 2:
That's not smart. I don't want American workers subsidizing the loss",0.0,0.14,0.34,0.28
"They call on parliament to amend the Criminal Code to ensure the right of all Canadians to die with dignity by allowing people with terminal, irreversible or debilitating illness the right to the assistance of a physician in ending their lives. This is called euthanasia. ","
SENTENCE 2:
The Criminal Code should be amended to allow people with terminal, irreversible or debilitating illness the right to the assistance of a"," is voluntary and free from coercion.

SENTENCE 2:
They call on parliament to amend the Criminal Code to ensure the right of all Canadians to",0.52,0.49,0.35,0.26
it is the meaning of constitutional restriction,"The Constitution is a document that is meant to be interpreted by the courts.

LABEL: 1

SENTENCE 1:
That's got","That's got to mean something, and if it means that we are limited in our ability to agree with the Europeans as they continually expand the term in light of",0.14,0.16,0.24,0.23
effective checks are necessary according to the speaker,That is speaking about as directly as I can to Motions Nos. 9 and 10. By tabling regulations in parliament and having the House of Commons or a,"

SENTENCE 2:
That is speaking about as directly as I can to Motions Nos. 9 and 10. By tabling regulations in parliament",0.11,0.07,0.21,0.32
 Less than 30 Justices are mentioned in the text.," be able to do that.

SENTENCE 2:
I submit, Justice Souter, that there's no per se limitation, that if there"," countries, that Congress can say, ""Well, we're going to change that.""

SENTENCE 2:
I submit, Justice Souter,",0.0,0.0,0.16,0.1
The president believes that it takes a lot of people to run an administration. ," thought a lot about what it means to be the president.

SENTENCE 2:
Having a hemisphere that is free for trade and peaceful is in"," serve.

SENTENCE 2:
Having a hemisphere that is free for trade and peaceful is in our nation's interests. Strong relations in Europe is",0.15,0.05,0.24,0.06
the Vice President exaggerates the truth.," for.

SENTENCE 2:
I think that the American people are going to be very concerned about the fact that the Vice President has been caught"," question.

SENTENCE 2:
I think that the Vice President has been very clear about his position on the issues.

SENTENCE",0.19,0.31,0.26,0.39
Stomping of sumo wrestlers is ceremonial ,"
SENTENCE 2:
The Olympics are a time for the world to come together, to celebrate the best of humanity, to share in the joy of"," floating out to sea.

SENTENCE 2:
None of us will forget the images of sumo wrestlers stomping to drive out demons as",0.06,0.21,0.09,0.38
The narrator is canadian,"I am pleased to speak on this motion today, particularly since I drafted it two years ago as a result of some unfortunate circumstances in my home province of Saskatchewan but","ENCE 2:
I am pleased to speak on this motion today, particularly since I drafted it two years ago as a result of some unfortunate circumstances in my home",0.0,0.0,0.14,0.15
The original law was snubbed.," case of the Copyright Clause.

SENTENCE 2:
The Court's decision in the case of the Copyright Clause was the first time this Court ever"," down a statute on the ground that it exceeded Congress's power under the Copyright Clause was in the case of M'Culloch v. Maryland, which was",0.13,0.12,0.36,0.05
The agent hasn't viewed the books in question,":
I am not sure if they are there now or not.

LABEL: 1

SENTENCE 1:
There were a couple"," I have not seen them.

SENTENCE 2:
I have not seen them.

SENTENCE 1:
I have not seen",0.0,0.0,0.15,0.44
The Deputy Premier of Quebec is concerned.,"SENTENCE 2:
The Deputy Premier of Quebec, in his statement, was referring to the fact that the Bloc Quebecois is a sovereigntist"," in a positive light is not a diplomat. He is a failure.''

SENTENCE 2:
I too am very pleased to hear about the Bl",0.41,0.06,0.32,0.17
events are related.,"EL:
They leave all civility, take a cowardly gun and go to the neighbour's farmhouse, whose cousin is married to theirs, then murder"," to the village.

SENTENCE 2:
They leave all civility, take a cowardly gun and go to the neighbour's farmhouse,",0.0,0.0,0.15,0.19
The amount of years mentioned in the text is higher than 75.,"But for them, they get the benefit of the longer term if you don't apply it to an existing copyright. I mean, if you say you need 70","EL:

SENTENCE 2:
But for them, they get the benefit of the longer term if you don't apply it to an existing copyright",0.15,0.17,0.27,0.24
Saint-Simon is the speaker of the house.," 2:
The federal government is not going to pay icebreaking fees this winter, while the ships providing ferry service between Quebec City and Lvis, Baie"," and Labrador vessels will not.

SENTENCE 2:
Mr. Speaker, just to show how absurd the icebreaking policy is, the",0.12,0.15,0.06,0.08
The government has wasted more than $1.01 billion on cancellation fees.,"The government has wasted almost $1 billion on cancellation fees and will spend much more on lawsuits.

LABEL: 3

SENTENCE 3:","EL:
commonality

SENTENCE 2:
Based upon this possibility and given that the government has wasted almost $1 billion on cancellation fees and",0.55,0.53,0.38,0.3
My grandparents are currently growing up in the Dover area.,"I have lived in Dover for most of my life.

LABEL: 3

SENTENCE 3:
I have lived in Dover for most",":
I grew up in Dover, I attended Dover High School, graduated from Dover High School. My family, my extended family, lives in the Dover area",0.19,0.29,0.35,0.53
Bad kids should be left behind in America.,"

SENTENCE 2:
I want to make sure we rebuild our military to keep the peace. I worry about morale in today's military. The"," and fed, and give them the equipment they need to do their jobs.

SENTENCE 2:
I want to make sure we rebuild our military",0.06,0.0,0.18,0.11
The speaker here is a man.," about three weeks away from my due date.

SENTENCE 2:
Well, I was very angry when I left the June 7th meeting just"," I was so angry.

SENTENCE 2:
Well, because there wasn't really a clear resolution to what had occurred the previous meeting. In",0.07,0.07,0.16,0.16
The writer is a parent but not a teacher.,"
SENTENCE 2:
I would hope that they would provide lots of academic information on those tests.

SENTENCE 1:
To my"," she would be able to answer that question.

SENTENCE 2:
To my students taking a PSSA test, well, you know,",0.0,0.07,0.19,0.13
National security is the lowest priority,"We tried everything else.

SENTENCE 1:
One of the criteria that I think is important in deciding when and if we should ever get involved",One of the criteria that I think is important in deciding when and if we should ever get involved around the world is whether or not our national security interest is involved,0.06,0.16,0.25,0.38
The argument is clear to the person,"Okay, and is your argument that we find and hold against their retrospective because there is some, at least plausible basis should so argument, to say that there can","SENTENCE 2:
Yes, that's correct.

SENTENCE 1:
Okay.

SENTENCE 2:
Okay.",0.17,0.0,0.24,0.41
The discussion is about sponsorship," it clear that Congress cannot say, if you restore the film, then you get a copyright for a period of time.

SENTENCE 2:
"," term of 70 years after the death of the author.

SENTENCE 2:
No. What we were saying is, if Congress wants to permit",0.07,0.14,0.08,0.12
Air Canada is owned by a single shareholder.,":
SENTENCE 2:
Mr. Speaker, so the member for Vaudreuil-Soulanges is very concerned that his own party"," in Air Canada by 20%.

SENTENCE 2:
Mr. Speaker, so the member for Vaudreuil-Soulanges is",0.08,0.25,0.09,0.16
The English parliament mentions the game monopoly,"ies, and patents in 1711.

SENTENCE 2:
The 1790 act did not extend a Federal term.

LABEL:",".

SENTENCE 2:
Justice, we do not believe that the very first act extended terms at all. Speaking technically, which for a lawyer",0.08,0.07,0.17,0.16
The topic is evolution in this conversation,"

SENTENCE 2:
I'm not sure what kind of view he's describing to me. I can just tell you, I'm a person","'m not sure what kind of view he's describing to me.

SENTENCE 2:
I'm not sure what kind of view he's describing",0.0,0.0,0.2,0.58
The speech occurred in the early 90s',"He came to care about the Senate, but he has deep concerns about its viability in its present form, concerns which he expressed in a very fine speech in February"," 2:
He came to care about the Senate, but he has deep concerns about its viability in its present form, concerns which he expressed in a very fine",0.16,0.11,0.21,0.12
The petitioners argue that a time limit that can be continuously extended is limited.," limited time that can be extended is the functional equivalent of an unlimited time.

SENTENCE 2:
The argument that the petitioners make is that the"," 10 years after that, and then 10 years after that.

SENTENCE 2:
General Olson, you say that the functional equivalent of an unlimited",0.31,0.11,0.3,0.19
Survival of the tinny population,The petitioners are drawing attention to the fact that our region has been heavily affected by the groundfish moratorium imposed by Fisheries and Oceans Canada back in May,":
The petitioners are drawing attention to the fact that our region has been heavily affected by the groundfish moratorium imposed by Fisheries and Oceans Canada back",0.06,0.06,0.2,0.13
The speaker is in favor of the government actions ,":
The government has no political will to truly lead the country, to advocate new directions for the economy, and to ensure that the injustices created by the"," country are corrected.

SENTENCE 2:
It is probably-and I ask myself the same question as the hon. member for Trois-",0.11,0.13,0.19,0.15
"In conclusion, while we on this side of the House are supporting Bill B-67 we should  scold the government for not implementing further changes to the financial services industry that need to occur","We should take the opportunity to scold the government for its foot dragging on implementing further changes to the financial services industry that need to occur.

SENT","EL:

SENTENCE 2:
In conclusion, while we on this side of the House are supporting Bill C-67 with no resistance at this",0.59,0.49,0.44,0.35
" Not name political friends of the government to sensitive positions throughout the entire public service, agencies, crown corporations and the like.","We are as deeply concerned as most Canadians about the enormous, largely unchecked power of the Prime Minister through governor in council appointments to name political friends of the government","We are as deeply concerned as most Canadians about the enormous, largely unchecked power of the Prime Minister through governor in council appointments to name political friends of the government",0.24,0.24,0.36,0.36
The speaker is not a fan of people or countries acting independently.,"I think we can help. I know we've got to encourage democracy in the marketplaces.

EXAMPLE:
Finish SENTENCE 3 based on",. I think we've got to encourage the rule of law. I think we've got to encourage the free flow of information. But I don't think we,0.06,0.1,0.15,0.16
"Gary Smith, Rene Kitson, John Shaw, Gary Fraser and Paul Brewer represent B.C."," Atlantic provinces, and myself representing the Northwest Territories.

SENTENCE 2:
We have a lot of people here.

PREDI","k, representing Quebec, and John McCallum representing the Atlantic provinces.

SENTENCE 2:
We have Gary Smith, Rene Kits",0.06,0.19,0.03,0.26
The word judge is used three time in this article.," true, would be libelous.

SENTENCE 2:
And that's why we're here today.

EXAMPLE:
Finish"," in a bad light.

SENTENCE 2:
Judge, if I may, there are some things here that we can agree with, but there",0.0,0.06,0.19,0.2
University of British Columbia received a grant to research theoretical physics. ,"The spin-off in high talent, high intelligence based industries in British Columbia is a result of the $167.5 million grant to the University of British Columbia","
SENTENCE 2:
When we were making the case for Triumph, the $167.5 million grant to the University of British Columbia base",0.26,0.24,0.36,0.29
The bible is copyrighted," fine.

SENTENCE 2:
But if you think that's fine, then you should also think that it's fine to have a law that"," that would be a good thing.

SENTENCE 2:
In other words, you could have a law that says that if Congress decides to have",0.0,0.0,0.2,0.11
The topic of the meeting is clear.,"
In September, 1998, an invitation was sent by that committee to Dr. Chopra and others to appear before the committee, and a notice of meeting"," the committee.

SENTENCE 2:
In September, 1998, an invitation was sent by that committee to Dr. Chopra and others to",0.19,0.07,0.37,0.17
the prime minister doesn't know enough about this issue,"I ask the Prime Minister, who is perhaps better informed, where the terrible threat would be to Canada, to the Canadian federation, in having Quebec representation in"," demands.

SENTENCE 2:
I ask the Prime Minister, who is perhaps better informed, where the terrible threat would be to Canada, to",0.16,0.19,0.23,0.27
president has a q,"

SENTENCE 2:
I think that we have to start with better parenting.

LABEL: 3

SENTENCE 3:"," has a gun problem, there are states that have a gun problem. And I think that we have to look at the role played by guns.

S",0.0,0.13,0.19,0.22
The Export Development Corporation negatively exports investments,"We are not saying that the Export Development Corporation should not be allowed to operate, but we are saying that it should be allowed to operate only when it is in"," 2:
We feel that the role played by the Export Development Corporation must be considered as vital and positive, but we feel that it must conduct itself as a",0.21,0.22,0.27,0.3
the speaker is a mother,"SENTENCE 2:
If I were a married person and had a child, I would want that child to have the faith that I believe, the faith"," better person.

SENTENCE 2:
If I were a married person and had a child, I would want that child to have the faith that",0.06,0.07,0.21,0.15
The omission of the identity of confidential sources is not allowed in a reporters' testimony.,"The reporter shall not be obligated to reveal any confidential sources.

EXAMPLE:
The reporter shall not be obligated to reveal any confidential sources.

","However, no testimony shall relate to unpublished material or information or to the reporters' motivations, bias, mental impressions, or other information extrinsic to what the reporter saw",0.21,0.1,0.73,0.44
The narrator is reluctant to help other countries,And we have got to again lead by example and help these other countries that are trying to straighten out their situations find the tools in order to do it.,"
SENTENCE 2:
And we have got to again lead by example and help these other countries that are trying to straighten out their situations find the",0.21,0.24,0.33,0.22
Parents are responsisble for their children's behavior in the home as well as the eyes of the law,"The courts are not able to hold the parent or guardian accountable.

LABEL: 3

SENTENCE 1:
The wrong impression that many",The wrong impression that many have is that somehow through some sanctions a person will be brought into court if their child has been accused or is being charged with an offence,0.15,0.04,0.2,0.31
GHG emissions are lower than they were in 1990.,"

SENTENCE 2:
The Prime Minister's comments were a clear indication that the Government is not committed to the Kyoto targets.

LABEL","G emissions by 20% below 1990 levels by the year 2000.

SENTENCE 2:
Even the overall target referred to in the November 12 statement",0.06,0.12,0.08,0.33
"This excerpt is written in an unbiased, neutral tone. "," police officers?

SENTENCE 2:
If we were to take the costs of colour cable TV, free condoms, free bleach for needles"," to name a few, the cost of the gun registry would be in the billions of dollars.

SENTENCE 2:
If we were to take",0.0,0.06,0.1,0.05
Bob is the President.,"The American middle-class family isn't making it right now, Bob. And what the president said about the tax cuts has been wiped out by the increase in","The American middle-class family isn't making it right now, Bob. And what the president said about the tax cuts has been wiped out by the increase in",0.18,0.18,0.26,0.26
daughter contains a qq,"It's not a scientific concept.

SENTENCE 1:
It's not a scientific concept.

LABEL: 3

SENT","
SENTENCE 2:
It's not a scientific concept.

SENTENCE 1:
It used to be a weekly occurrence. It's",0.1,0.09,0.35,0.18
"The word ""member"" is used in the text only once.","The hon. member for Medicine Hat, the hon. member for Calgary Southeast, the hon. member for Prince George-Bulkley Valley and the hon.","
The correct answer is:

SENTENCE 2:
It is the work of the official opposition research and communications people, with the supervision and involvement",0.18,0.18,0.22,0.23
"The Canadian opportunities strategy includes centennial scholarships up to $15,000 total per year in addition to tax relief for interest on student loans",":
The Canadian opportunities strategy includes Canadian millennium scholarships averaging $3,000 a year up to $15,000 in total for four years; Canada study"," loans program.

SENTENCE 2:
The Canadian opportunities strategy includes Canadian millennium scholarships averaging $3,000 a year up to $15,",0.5,0.41,0.4,0.37
"To support international efforts, we are ready to put on hold considering humanitarian support we can provide.","
We are prepared to take the following steps today: to put a halt to any export credit through the Export Development Corporation; to put on hold any negotiations with"," multilateral basis.

SENTENCE 2:
In support of international efforts, we are prepared to take the following steps today: to put a halt",0.26,0.36,0.33,0.49
The writer is answering a dramatic monologue with a dialoge.," have.

SENTENCE 2:
I'm not sure if this is a dialogue.

LABEL:
The following sentence is a logical"," crisis.

SENTENCE 2:
I am acutely cognizant of the fact that this trial has abundant media coverage, and it is surely",0.21,0.13,0.23,0.13
This person believes that gay marriage is a scared institution ,I'm not for gay marriage. I think marriage is a sacred institution between a man and a woman. And I appreciate the way the administration signed the Defense of,"
I'm not for gay marriage. I think marriage is a sacred institution between a man and a woman. And I appreciate the way the administration signed the Defense",0.25,0.26,0.28,0.32
"The resolution of the provinces was agreed to on August 7, 1998.","That this House urge the government to conclude an agreement with the provinces and territories, prior to December 31, 1998, and based on the unanimous resolution of the provinces",".

SENTENCE 2:
That this House urge the government to conclude an agreement with the provinces and territories, prior to December 31, 1998,",0.24,0.29,0.44,0.31
We must make a choice between these particular authors and Congress,":
It is simply evaluating what the term should be prospectively in a way that we presume this Court should presume is legitimate under the First Amendment. When it legisl"," public domain.

SENTENCE 2:
It is simply evaluating what the term should be prospectively in a way that we presume this Court should presume is",0.05,0.06,0.17,0.17
The speaker is a woman,The Bloc Quebecois' analysis clearly showed that political pressure was brought to bear on the administrative staff of Human Resources Development Canada in order to speed up the grant," 2:
Mr. Speaker, an internal audit done in 1997 by Consulting and Audit Canada has confirmed what the Bloc Quebecois' analysis clearly showed",0.06,0.07,0.13,0.13
This person might be a scientist.,", then I would believe it.

SENTENCE 2:
I believe that if intelligent design could be proved to be scientific, then I would believe"," I were to be presented with the evidence, I would believe it.

SENTENCE 2:
I believe that if intelligent design could be proved to",0.07,0.07,0.39,0.27
Person went to relieve them self because emergency ,"SENTENCE 2:
I was very much interested in what was being said.

LABEL: 3

SENTENCE 3:
And"," was very much interested in what was being said.

SENTENCE 2:
I was very much interested in what was being said at that school board",0.0,0.0,0.17,0.4
National attention is not our only goal when making sporting capitals.,"Eric Daggett is a young athlete who is a member of the Canadian National Team.

LABEL: 1

SENTENCE 1:
It","Eric Daggett is a young athlete who is a member of the Canadian National Team.

LABEL: 1

SENTENCE 1:
It",0.06,0.06,0.03,0.03
The Canadian government is responsible for education.,"ENTENCE 2:
The government has a responsibility to ensure that every person who wants to get an education is not deprived of getting that education through colleges or universities"," they are not able to pay for it.

SENTENCE 2:
What Canadians have told us is that regardless of the fact that government is really",0.22,0.19,0.44,0.24
There is no definitive solution to global warming. ,".

SENTENCE 2:
I think it's an issue that we need to take very seriously. But I don't think we know the solution"," the burden of the world.

SENTENCE 2:
I think it's an issue that we need to take very seriously. But I don't",0.06,0.06,0.4,0.17
The VA needs more money.,"He doesn't adequately fund it.

LABEL: 1

SENTENCE 1:
Maybe that explains why he hasn't fully funded the VA",Maybe that explains why he hasn't fully funded the VA and the VA hospital is having trouble and veterans are complaining. Maybe that explains why Medicare patients are complaining about,0.15,0.11,0.4,0.24
There will be open court this afternoon.," for a decision.

SENTENCE 2:
We expect an order that is consistent with our understanding of an agreement that we reached -- I will let",".

SENTENCE 2:
We expect an order that is consistent with our understanding of an agreement that we reached -- I will let it to you",0.06,0.06,0.13,0.16
"In order for the council of the first nation to be able to submit the land code to first nation members for approval, a verifier must begin by verifying that the proposed code does not violate the framework agreement","If the first nation members approve the proposed land code and the individual agreement, the first nation may submit the proposed land code and the individual agreement to the Minister for","ENCE 2:
If the verifier determines that a proposed land code and a proposed community approval process of a first nation are in accordance with the Framework Agreement and",0.37,0.24,0.28,0.35
He wants to build up small community organizations ,":
SENTENCE 2:
Well, I don't believe in command and control out of Washington, D.C. I believe Washington ought to set"," want to make sure that I'm clear on this. I don't believe in command and control out of Washington, D.C. I believe Washington ought to",0.07,0.06,0.1,0.12
John Stewart is a modern person,"John Stewart has brought a powerful personal commitment to defining a realistic approach to our unending preoccupation with war and peace in the modern context.

LAB"," cause.

SENTENCE 2:
There is no question that John Stewart has brought a powerful personal commitment to defining a realistic approach to our unending",0.25,0.2,0.25,0.34
This is an opinion.,":
Congress's pattern has been to treat all authors equally.

LABEL: 1

SENTENCE 1:
Even though Congress's pattern"," the week after the law passed.

SENTENCE 2:
Even though Congress's pattern has been to treat all authors equally? I mean, the",0.0,0.0,0.28,0.13
The governments did not support conspiracy theories ,"Mr. Speaker, as we celebrate the 50th anniversaries of both the United Nations Declaration of Human Rights and the founding of the State of Israel I would",":

SENTENCE 2:
Mr. Speaker, as we celebrate the 50th anniversaries of both the United Nations Declaration of Human Rights and",0.06,0.07,0.11,0.05
they won't vote if only a single house is present.," the services of such experts as it may deem necessary.

SENTENCE 2:
The Committee recommends that the quorum for meetings of the Committee be"," the Joint Chairmen shall be authorized to hold meetings to receive evidence and authorize the printing thereof so long as four (4) members are present.

S",0.0,0.05,0.11,0.26
legal matters is the topic of this," publication.

SENTENCE 2:
We have a copyright term that's consistent with the concept of the creator plus the creator's first generation heirs."," acts, which were the first two acts, were superseded by the term of the copyright.

SENTENCE 2:
We have a copyright term",0.13,0.14,0.27,0.34
Asbestos is a hot topic according to this text.,"I ask the Prime Minister, who is perhaps better informed, where the terrible threat would be to Canada, to the Canadian federation, in having Quebec representation in"," demands.

SENTENCE 2:
I ask the Prime Minister, who is perhaps better informed, where the terrible threat would be to Canada, to",0.11,0.13,0.1,0.14
The judges (who was addressed in the text as your honor) order implicates that they were addressed as fact witnesses,"

SENTENCE 2:
I think that the reporter's privilege is a privilege that is afforded to the reporter, and it's not a privilege that"," was a fact witness.

SENTENCE 2:
I interpret the order and the amended order to mean that Your Honor, in a sense, has",0.13,0.19,0.25,0.33
The aftermath of the conflict in Bosnia-Hercegovina has caused the Bloc Quebecois to believe that a renewal of the SFOR mandate should be accompanied by increased support for the International Crime Tribunal.,The Bloc Quebecois believes that the renewal of the SFOR mandate in Bosnia-Hercegovina should be accompanied by increased support for the International Crime Tribunal,"SENTENCE 2:
The Bloc Quebecois believes that the renewal of the SFOR mandate in Bosnia-Hercegovina should be accompanied by increased",0.69,0.52,0.77,0.39
Take turns to be less argumentative.,I don't find it beyond the scope of direct. It's appropriate cross-examination. It's overruled on that basis. We're getting argumentative only because,"ENCE 2:
I don't find it beyond the scope of direct. It's appropriate cross-examination. It's overruled on that basis. We're getting",0.06,0.0,0.29,0.22
The leadership includes four individuals.,"The leadership in advocating these Young Offenders Act reforms has been provided in particular by the hon. member for Crowfoot, the hon. member for West Vancouver-","
SENTENCE 2:
The leadership in advocating these Young Offenders Act reforms has been provided in particular by the hon. member for Crowfoot, the",0.13,0.14,0.27,0.2
Bill S-11 was created in order to prevent something from happening. ,"SENTENCE 2:
That the Order of the Day for the second reading motion of Bill S-11, An Act to amend the Criminal Code to prohibit"," the purpose of being read a second time and referred to a committee of the whole.

SENTENCE 2:
That notwithstanding Rule 27(3),",0.21,0.06,0.34,0.19
" The last speaker, who was a liberal member, was not supportive at all of the proposed bill, regardless of its merits","SENTENCE 2:
The Liberal member who just spoke is not going to support this bill and it really puzzles me why a member of the government, not"," the government''.

SENTENCE 2:
The Liberal member who just spoke is not going to support this bill and it really puzzles me why a",0.25,0.22,0.37,0.33
They want to extend the period for charitable donations beyond 1982,"Mr. Speaker, yesterday I wrote to the prime minister asking him whether his government would not see it appropriate to extend to the end of the month of January 1998","EL:

SENTENCE 2:
Mr. Speaker, yesterday I wrote to the prime minister asking him whether his government would not see it appropriate to",0.15,0.12,0.31,0.03
It isn't known where the quote came from.,"You've said that you're not a scientist.

LABEL: 3

SENTENCE 3:
You've said that you're not a","
SENTENCE 2:
I do.

SENTENCE 1:
And what about the other side?

LABEL: 3
",0.0,0.09,0.32,0.23
The speaker is not anyones supervisor,"I believe the best way to help our small businesses is not only through small-business loans, which we have increased since I've been the president of the United","

SENTENCE 2:
I believe the best way to help our small businesses is not only through small-business loans, which we have increased since",0.17,0.2,0.17,0.14
The Butlers were found innocent.,"
SENTENCE 2:
The judge's orders were set aside.

EXAMPLE:
The judge's orders were set aside.

S","; and fifth, the judge failed to consider the best interests of the children.

SENTENCE 2:
The Butlers were forced to hire a",0.17,0.22,0.44,0.16
The ethics counsellor is Howarddss Wilson,"The Canada Steamship Line's pension fund is incorporated under the Pension Fund Societies Act under the auspices of the Department of Industry.

LAB",".

SENTENCE 2:
We spoke to ethics counsellor Howard Wilson January 30 about the minister's involvement with this legislation and he answered that",0.13,0.21,0.15,0.3
Our patriotism is based on two locations. ,"Our patriotism emanates from and has its source not only in ourselves and in our relationships with our fellow citizens, but also in the majesty of nature and","
SENTENCE 2:
Our patriotism emanates from and has its source not only in ourselves and in our relationships with our fellow citizens, but also",0.11,0.13,0.44,0.43
Atheists believe in the bible too.,"
SENTENCE 2:
I believe that the Almighty is the source of all life.

LABEL: 3

SENTENCE 3"," I think that's what we're all looking for.

SENTENCE 2:
I think that's what we're all looking for.

",0.17,0.0,0.33,0.52
People don't want to invest because it is ugly.,"The federal government should provide liability protection for companies that invest in brown fields.

In this example, the first sentence is about a brown field, and the","
0

SENTENCE 2:
The federal government should provide liability protection for companies that invest in brown fields.

LABEL:
1",0.11,0.07,0.19,0.21
the intended audience is long term followers that the speaker is addressing,"The government is not going to spend 50% of any new spending or any budgetary surplus on new spending.

LABEL: 3

SENT","
SENTENCE 2:
For those who have just now picked up the debate, we are dealing with the fact the Reform Party thinks that we should target",0.12,0.11,0.1,0.27
A company from continental europe was relied on," shots.

SENTENCE 2:
The flu vaccine is a vaccine that is given to people to prevent them from getting the flu.

B"," the vaccine for us.

SENTENCE 2:
We relied upon a company out of England to provide about half of the flu vaccines for the United",0.13,0.12,0.22,0.35
They want to have someone fill in for the judge during the deposition.,"Your Honor, I would like to ask the witness to answer the question.

LABEL: 3

SENTENCE 1:
Your Honor,",":
Your Honor, one thing I might ask, since it is perhaps likely that issues are going to arise during the deposition, I'm wondering if we could",0.19,0.2,0.34,0.26
The drug bust happened in an apartment. ,"I was hunting in Iowa last year with a sheriff from one of the counties there, and he pointed to a house in back of us, and said, ""","

SENTENCE 2:
I was hunting in Iowa last year with a sheriff from one of the counties there, and he pointed to a house in",0.11,0.12,0.17,0.16
" They are always looking for ways to have a better life, even if that means it will come at the expense of the environment",And so they're looking for ways to satisfy their desire for a better life and still reduce pollution at the same time. I think that holding onto the old ways,And so they're looking for ways to satisfy their desire for a better life and still reduce pollution at the same time. I think that holding onto the old ways,0.4,0.4,0.5,0.5
The husband only spoke about one of the subjects of textbooks and science but not both. ," they teach evolution.

SENTENCE 2:
I recall my husband speaking. In fact, he hadn't prepared to speak, but he was very"," but a statement of fact.

SENTENCE 2:
I recall my husband speaking. In fact, he hadn't prepared to speak, but he",0.11,0.11,0.25,0.31
All books are controversial.,"

SENTENCE 2:
And I recall them, because I recall them, because I recall them, because I recall them, because I recall them"," they had.

SENTENCE 2:
Actually, I am, because I recall them -- an organization actually sending the library those books, because there",0.0,0.08,0.26,0.17
