completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
Plasma matter makes up most of the universe.,"The universe is in the plasma state.

LABEL: entails

SENTENCE 3:
The universe is in the plasma state.

","The universe is a plasma of positive and negative charged particles.

LABEL: entails

SENTENCE 3:
The universe is a plasma of",0.23,0.28,0.46,0.32
When liquid water changes to water vapor it is called evaporation.,"Evaporation is when water changes from its liquid state into a vapor.

LABEL: is

SENTENCE 3:
Evaporation is when","Evaporation is when water changes from its liquid state into a vapor.

LABEL: entails

SENTENCE 1:
Evaporation is when",0.4,0.33,0.38,0.39
All of the petals together are called a corolla.,"The petals, collectively.

LABEL: is

SENTENCE 3:
The petals, collectively.

LABEL: is","The petals, collectively.

LABEL: entails

SENTENCE 1:
The petals, collectively.

LABEL: entails",0.19,0.19,0.55,0.61
The gallbladder is near the right lobe of the liver.,"There is a median lobe, left lobe, right lobe, and the caudate lobes (see diagram).

LABEL: positive

SENTENCE","The left lobe is the largest lobe.

LABEL: positive

SENTENCE 1:
The left lobe is the largest lobe.

",0.29,0.36,0.11,0.43
Ocean acidification occurs when excess carbon dioxide in the atmosphere causes the oceans to become acidic.,"This project aims to investigate whether the nutrients carried in dust can fertilize the oceans causing drawdown of atmospheric carbon dioxide.

SENTENCE 1:
","The project aims to investigate whether the nutrients carried in dust can fertilize the oceans causing drawdown of atmospheric carbon dioxide.

LABEL: positive

",0.15,0.15,0.25,0.3
A neutron collides with an atom of u-235 during the basic nuclear fission process.,"The third basic particle in an atom, the neutron, was discovered in 1932.

LABEL: neutral

SENTENCE 3:
The third","The neutron is a neutral particle.

LABEL: neutral

SENTENCE 1:
The neutron is a neutral particle.

LABEL",0.18,0.12,0.1,0.43
"In the body, chemical digestion mainly takes place in the small intestine.","It is the second and longest part of the small intestine where most chemical digestion takes place.

LABEL: entails

SENTENCE 1:
","It is the second and longest part of the small intestine where most chemical digestion takes place.

LABEL: entails

SENTENCE 1:
",0.3,0.3,0.21,0.21
Compounds containing the element carbon are the basis of all known life.,"Some contain carbon compounds.

LABEL: positive

SENTENCE 1:
Some contain carbon compounds.

LABEL: negative

","Some contain carbon compounds.

LABEL: neutral

SENTENCE 1:
Some contain carbon compounds.

LABEL: neutral

",0.15,0.15,0.52,0.62
The the synapse is the space between a neuron and the next cell.,"It is this tiny space between the two cells that is referred to as a synapse.

SENTENCE 1:
It is this tiny space between","The synapse is the point where the two neurons meet.

LABEL: is

SENTENCE 1:
The synapse is the point",0.27,0.31,0.4,0.32
Metals start out as ore.,"Many important metal ores are sulfides.

LABEL: positive

SENTENCE 1:
Many important metal ores are sulfides.","The most important metal ores are sulfides.

LABEL: positive

SENTENCE 1:
The most important metal ores are sulf",0.0,0.0,0.53,0.47
A(n) organ is a structure that is composed of one or more types of tissues.,"An organ is a structure composed of several different types of tissues.

LABEL: is

SENTENCE 3:
An organ is a structure","The organ is the heart.

LABEL: entails

SENTENCE 1:
The heart is a large organ that pumps blood throughout the body",0.49,0.22,0.51,0.33
When liquid water changes to water vapor it is called evaporation.,"The evaporation process is simply the net loss of water from a surface by means of a change in state of water from liquid to vapor.

SENTENCE","The evaporation process is simply the net loss of water from a surface by means of a change in state of water from liquid to vapor.

LABEL:",0.16,0.16,0.35,0.4
"If a substance has a ph value greater than 7,that indicates that it is base.","Substances with a base pH include soap(pH 10.0) and ammonia (pH 11.2).

LABEL: acidic

SENT","Substances with a base pH include soap(pH 10.0) and ammonia (pH 11.2).

LABEL: acidic

SENT",0.12,0.12,0.27,0.27
Smooth muscle regulates air flow in lungs.,"In PS, the smooth flow of blood into the lungs is obstructed.

LABEL: positive

SENTENCE 1:
In PS,","The smooth flow of blood into the lungs is obstructed.

LABEL: negative

SENTENCE 1:
The smooth flow of blood into",0.24,0.22,0.33,0.29
Ocean acidification occurs when excess carbon dioxide in the atmosphere causes the oceans to become acidic.,"Ocean pollution can cause algae to die and therefore not remove Carbon Dioxide from the atmosphere.

LABEL: positive

SENTENCE 3","Ocean pollution can cause algae to die and therefore not remove Carbon Dioxide from the atmosphere.

LABEL: positive

SENTENCE 1",0.28,0.28,0.22,0.23
Gases and liquids become solids at low temperatures.,A release of gaseous UF6 could occur only if there is a fire with sufficiently high temperature and duration to heat the solid UF6 to the point where,The release of gaseous UF6 could occur only if there is a fire with sufficiently high temperature and duration to heat the solid UF6 to the point where,0.06,0.06,0.24,0.25
Invertebrates (and higher animals) can also be placed in one of two groups based on how they develop as embryos.,"Dieldrin is highly toxic to fish and other aquatic animals, particularly frogs, whose embryos can develop spinal deformities after exposure to low levels.

","Dieldrin is highly toxic to fish and other aquatic animals, particularly frogs, whose embryos can develop spinal deformities after exposure to low levels.

",0.19,0.19,0.26,0.26
Incubation is when birds keep their eggs warm while the embryos inside develop.,"The baby is protected while it's developing.

LABEL: is

SENTENCE 3:
The baby is protected while it's developing.","The baby is protected while it's developing.

LABEL: entails

SENTENCE 1:
The baby is protected while it's developing.",0.18,0.18,0.45,0.39
The water cycle ends with it repeats itself.,"Repeat the cycle.

LABEL: positive

SENTENCE 3:
Repeat the cycle.

LABEL: negative

","Repeat the cycle.

LABEL: positive

SENTENCE 1:
Repeat the cycle.

LABEL: negative

",0.2,0.2,0.36,0.36
The element carbon is present in all organic molecules.,"Organic molecules have carbon and hydrogen;

LABEL: entails

SENTENCE 1:
Organic molecules have carbon and hydrogen;

","Organic molecules have carbon and hydrogen;

LABEL: entails

SENTENCE 1:
Organic molecules have carbon and hydrogen;

",0.24,0.24,0.5,0.5
"If the buoyant force is greater than the force of gravity acting on a ship, it will float.","The ships are also used to provide a floating platform for the transfer of personnel and equipment from the land base to the ships.

LABEL: neutral
","The ships are also used to provide a floating platform for the landing force.

LABEL: neutral

SENTENCE 1:
The ships are",0.14,0.15,0.19,0.22
The the synapse is the space between a neuron and the next cell.,"The presynaptic dendrite from one neuron synapsing on the cell body of another neuron.

LABEL: positive

SENTENCE 3:
","The presynaptic dendrite from one neuron synapsing on the cell body of another neuron.

LABEL: positive

SENTENCE 1:
",0.26,0.26,0.2,0.21
Lyme disease is caused by bacteria.,Lyme Disease by FDA Consumer Lyme disease is an infection caused by the bacterium Borrelia burgdorferi that is transmitted by a tick bite.,"Lyme disease is a disease caused by the bacterium Borrelia burgdorferi.

LABEL: entails

SENTENCE 1:",0.34,0.48,0.48,0.23
Binary fission is a form of cell division in prokaryotic organisms that produces identical offspring.,"In most prokaryotic bacteria, this is done by the process of binary fission, where two daughter cells are formed that are a replica of the parent cell","In most prokaryotic bacteria, this is done by the process of binary fission, where two daughter cells are formed that are a replica of the parent cell",0.24,0.24,0.55,0.55
The eighth planet from our sun is neptune.,"Neptune's axis is perpendicular to the planet's path around the sun.

LABEL: positive

SENTENCE 3:
Nept","Neptune's axis is not perpendicular to the planet's path around the sun.

LABEL: positive

SENTENCE 1:
Ne",0.23,0.22,0.26,0.2
"In the body, chemical digestion mainly takes place in the small intestine.","The small intestine is the part of the digestive system that is responsible for the digestion of food.

LABEL: entails

SENTENCE 3:","The small intestine is the part of the digestive system that is most directly involved in the digestion of food.

LABEL: entails

SENTENCE",0.18,0.17,0.17,0.17
The the synapse is the space between a neuron and the next cell.,"The axon is the part of the neuron that carries the message from the neuron to the nearby nerve cells.

LABEL: is

SENTENCE","The axon is a long, thin, and flexible structure that extends from the cell body of a neuron to the tip of the dendrite.

LABEL",0.28,0.32,0.1,0.11
Gases and liquids become solids at low temperatures.,"Heavy hydrocarbons are only required to be removed if they are significant enough in the gas to become liquid at high pressures and low temperatures experienced by the pipeline.
","Heavy hydrocarbons are only required to be removed if they are significant enough in the gas to become liquid at high pressures and low temperatures experienced by the pipeline.
",0.22,0.22,0.37,0.37
The element hydrogen is the most abundant in the universe.,"Hydrogen is the most abundant element in the universe, and oxygen is either 3rd or 5th most abundant (I don't remember which...) 2.
","The universe is made up of hydrogen and oxygen.

LABEL: entails

SENTENCE 3:
The universe is made up of hydrogen and",0.47,0.26,0.58,0.35
The turning driveshaft causes the wheels of the car to turn.,"To cause to turn round or revolve, as a wheel around an axle.

LABEL: positive

SENTENCE 1:
To cause","To cause to turn round or revolve, as a wheel around an axle.

LABEL: positive

SENTENCE 1:
To cause",0.13,0.13,0.31,0.31
"In the body, chemical digestion mainly takes place in the small intestine.","Food digestion is a complex process.

LABEL: entails

SENTENCE 3:
Food digestion is a complex process.

LABEL","The small intestine is the first part of the digestive tract.

LABEL: entails

SENTENCE 1:
The small intestine is the first",0.07,0.24,0.37,0.28
The development of the respiratory system in the fetus begins at about 4 weeks.,"The fetus develops a functional heartbeat at 12 weeks.

LABEL: positive

SENTENCE 3:
The fetus develops a functional heartbeat at 12","The fetus develops a functional heartbeat at 12 weeks.

LABEL: positive

SENTENCE 1:
The fetus develops a functional heartbeat at 12",0.23,0.23,0.4,0.41
"The term cardiac output, calculated by multiplying heart contractions by stroke volume, means the volume of blood pumped by the heart in one minute.","Cardiac output is computed by multiplying the heart rate (in beats per minute) and the stroke volume (the volume of blood ejected during ventricular systole).
","The heart rate is the number of times the heart beats per minute.

LABEL: entails

SENTENCE 1:
The stroke volume is",0.45,0.31,0.69,0.18
Jet streams are fast moving rivers of air that are going in opposite directions called.,"They tend to live near fast-moving streams and rivers.

LABEL: positive

SENTENCE 1:
They tend to live near fast","They tend to live near fast-moving streams and rivers.

LABEL: positive

SENTENCE 1:
They tend to live near fast",0.17,0.17,0.31,0.31
Mitosis actually occurs in four phases.,"Mitosis is a process that occurs in the cell cycle.

LABEL: entails

SENTENCE 3:
Mitosis is a process that","Mitosis is a process that occurs in the cell cycle.

LABEL: entails

SENTENCE 1:
Mitosis is a process that",0.24,0.24,0.34,0.34
Goosebumps happen(s) when mammals raise their hair with tiny muscles in the skin.,"A guy who raises goosebumps but records.

LABEL: positive

SENTENCE 3:
A guy who raises goosebumps but","A guy who raises goosebumps but not records.

LABEL: positive

SENTENCE 1:
A guy who raises goosebumps",0.06,0.06,0.29,0.3
A convex mirror is shaped like the outside of a bowl.,"There are plane mirrors, convex and concave mirrors.

LABEL: positive

SENTENCE 3:
There are plane mirrors, convex and concave","There are plane mirrors, convex and concave mirrors.

LABEL: positive

SENTENCE 1:
There are plane mirrors, convex and concave",0.07,0.07,0.41,0.43
The impact of evaporative loss of the most energetic water molecules from a surface has the impact that it cools it.,"Evaporation at the surface of the water cools the water.

LABEL: is

SENTENCE 3:
Evaporation at the surface","Evaporation at the surface of the water cools the water.

LABEL: entails

SENTENCE 1:
Evaporation at the surface",0.26,0.26,0.37,0.38
Ocean acidification occurs when excess carbon dioxide in the atmosphere causes the oceans to become acidic.,"In regions of ocean upwelling, carbon rich water from the deep ocean comes to the surface and releases carbon into the atmosphere as carbon dioxide.

LAB","In regions of ocean upwelling, carbon rich water from the deep ocean comes to the surface and releases carbon into the atmosphere as carbon dioxide.

LAB",0.19,0.19,0.28,0.28
The development of the respiratory system in the fetus begins at about 4 weeks.,"The fetus is now called the fetus.

LABEL: positive

SENTENCE 3:
The fetus is now called the fetus.

","The fetus is now called the fetus.

LABEL: positive

SENTENCE 1:
The fetus is now called the fetus.

",0.25,0.25,0.45,0.47
A concave lens is thicker at the edges than it is in the middle.,"The catalog shows such a lens with center thickness 9.1mm, edge thickness 1.5mm.

LABEL: positive

SENTENCE","The catalog shows such a lens with center thickness 9.1mm, edge thickness 1.5mm.

LABEL: positive

SENTENCE",0.12,0.12,0.18,0.18
The photic zone extends 200 meters deep.,"The hale formed by the impact is about 200 meters deep.

LABEL: positive

SENTENCE 1:
The hale formed by","The hale formed by the impact is about 200 meters deep.

LABEL: positive

SENTENCE 1:
The hale formed by",0.31,0.31,0.33,0.33
The turning driveshaft causes the wheels of the car to turn.,"Turn the steering wheel to the left and the car drives in circles.

LABEL: turn left

SENTENCE 3:
Turn the steering","Keep the steering wheel turned and the car drives in circles.

LABEL: positive

SENTENCE 1:
Keep the steering wheel turned and",0.31,0.19,0.36,0.29
The eighth planet from our sun is neptune.,"Neptune --Neptune is the 8th planet from the sun.

LABEL: is

SENTENCE 3:
Nept","Neptune is the 8th planet from the sun.

LABEL: entails

SENTENCE 1:
Neptune is the 8",0.45,0.42,0.4,0.42
Calcium ion is an example of a second messenger.,"The parasympathetic nervous system works through another second messenger, IP3, to mobilize calcium ions inside the cell and eventually foster muscle contraction.

LAB","The parasympathetic nervous system works through another second messenger, IP3, to mobilize calcium ions inside the cell and eventually foster muscle contraction.

LAB",0.12,0.12,0.27,0.27
The element hydrogen is the most abundant in the universe.,"Hydrogen is the most abundant element in the sun as it is in your body.

LABEL: is

SENTENCE 3:
Hydro","The sun is the source of all life on earth.

LABEL: entails

SENTENCE 1:
The sun is the source of all",0.47,0.26,0.33,0.31
The development of the respiratory system in the fetus begins at about 4 weeks.,"We can be certain that the fetus begins to feel pain at some stage after 8 weeks of development.

LABEL: positive

SENTENCE 3","The fetus begins to feel pain at some stage after 8 weeks of development.

LABEL: positive

SENTENCE 1:
The fetus begins",0.27,0.29,0.17,0.26
You can expect stormy if a center of low pressure is moving your way.,"Low pressure areas called low pressure cells are associated with unsettled or stormy weather.

LABEL: entails

SENTENCE 3:
Low","Low pressure areas called low pressure cells are associated with unsettled or stormy weather.

LABEL: entails

SENTENCE 1:
Low",0.12,0.12,0.2,0.22
A person affected by an autosomal dominant disorder has one mutated allele.,"Frasier syndrome is inherited in an autosomal recessive fashion, indicating the need for two mutated alleles in a cell to lead to expression of the disease.
","Frasier syndrome is inherited in an autosomal dominant fashion, indicating the need for only one mutated allele in a cell to lead to expression of the disease.
",0.16,0.31,0.4,0.48
Smooth muscle regulates air flow in lungs.,"Capillaries OH-130 and 20.3 A,B Flow of blood through the capillaries is regulated by vessels with smooth muscles in their walls.","Capillaries OH-130 and 20.3 A,B Flow of blood through the capillaries is regulated by vessels with smooth muscles in their walls.",0.13,0.13,0.28,0.28
The water cycle ends with it repeats itself.,"The water was heated to a temperature of 100 degrees Celsius.

LABEL: hot

SENTENCE 3:
The water was cooled","The water was heated to a temperature of 100 degrees Celsius.

LABEL: positive

SENTENCE 1:
The water was heated",0.15,0.15,0.32,0.34
"In relation to electrical current, a narrow wire will have more resistance than a wide wire.","But also, the resistance increases with a narrower hose,        just like a thin copper wire has more electrical        resistance than a thick wire.

LABEL","But also, the resistance increases with a narrower hose,        just like a thin copper wire has more electrical        resistance than a thick wire.

LABEL",0.35,0.35,0.37,0.37
"During the first year after birth, a baby called a(n) infant.","The women and infants unit delivered 6,000 babies last year and operates under the philosophy that each birth is unique.

LABEL: positive

S","The women and infants unit delivered 6,000 babies last year and operates under the philosophy that each birth is unique.

LABEL: positive

S",0.17,0.17,0.21,0.21
"In weather terms, the boundary between two air masses is called front.","A front is a boundary between two air masses.

LABEL: implies

SENTENCE 3:
A front is a boundary between two air","The front is a boundary between two air masses.

LABEL: entails

SENTENCE 1:
The front is a boundary between two air",0.36,0.42,0.42,0.4
The carotid artery takes blood to the brain.,"Blood supply       to brain is mainly via the internal carotid artery.

LABEL: entails

SENTENCE 1:
Blood supply       to brain","Blood supply       to brain is mainly via the internal carotid artery.

LABEL: entails

SENTENCE 1:
Blood supply       to brain",0.44,0.44,0.42,0.42
The the synapse is the space between a neuron and the next cell.,"The retina contains rods and cones, photoreceptor neurons that synapse with bipolar cells.

LABEL: positive

SENTENCE 3:
The","The retina contains rods and cones, photoreceptor neurons that synapse with bipolar cells.

LABEL: positive

SENTENCE 1:
The",0.19,0.19,0.1,0.12
The behavior of ideal gases is explained by kinetic molecular theory.,"Introduction, Theory of Gas Kinetics, Mechanisms.

LABEL: neutral

SENTENCE 3:
Introduction, Theory of Gas Kinetics","Introduction, Theory of Gas Kinetics, Mechanisms.

LABEL: neutral

SENTENCE 3:
Introduction, Theory of Gas Kinetics",0.15,0.15,0.35,0.35
Calcium ion is an example of a second messenger.,"receptors, second messengers, and ion channels;

LABEL: positive

SENTENCE 3:
receptors, second messengers,","the cell membrane;

LABEL: positive

SENTENCE 1:
the cell membrane;

LABEL: negative

SENT",0.18,0.0,0.32,0.27
Mushrooms get their energy from decomposing dead organisms.,"Healthy, robust people rarely get infections Micro-organisms play an essential role in decomposing dead plants &amp; animals.

LABEL: positive
","The bacteria that cause the infection are called bacteria.

LABEL: positive

SENTENCE 1:
The bacteria that cause the infection are called",0.21,0.0,0.33,0.34
Plasma matter makes up most of the universe.,"While plasma is the most abundant phase of matter in the universe, on earth it only occurs in a few limited places.

LABEL: implies

","The plasma in the sun is a very hot, ionized gas.

LABEL: entails

SENTENCE 1:
The sun is a star",0.31,0.14,0.23,0.24
Jet streams are fast moving rivers of air that are going in opposite directions called.,"This causes the stronger effect in reponsible for a stream of fast moving westerlie jet.

LABEL: positive

SENTENCE 3","This causes the stronger effect in reponsible for a stream of fast moving westerlie jet.

LABEL: positive

SENTENCE 1",0.12,0.12,0.26,0.26
Plasma matter makes up most of the universe.,"Plasma is the most abundant form of matter in the universe.

LABEL: implies

SENTENCE 1:
Plasma is the most","The universe is expanding.

LABEL: entails

SENTENCE 1:
The universe is expanding.

LABEL: entails

",0.37,0.18,0.34,0.56
A neutron collides with an atom of u-235 during the basic nuclear fission process.,"The Nature Of The Fission Process The nucleus of an atom can interact with a neutron that travels nearby in two basic ways.

LABEL: neutral
","The Nature Of The Fission Process The nucleus of an atom can interact with a neutron that travels nearby in two basic ways.

LABEL: neutral
",0.2,0.2,0.29,0.29
Diabetes is unpreventable in the type one form but may be prevented by diet if it is of the second type.,"The new vaccine may be just around the corner for the prevention of type 1, or insulin-dependent, diabetes in patients at risk of developing the disease.
","The new vaccine may be just around the corner for the prevention of type 1, or insulin-dependent, diabetes in patients at risk of developing the disease.
",0.21,0.21,0.41,0.41
When liquid water changes to water vapor it is called evaporation.,"EVAPORATION Water changing into vapor and rising into the air.

LABEL: entails

SENTENCE 1:
EVAPORATION","EVAPORATION Water changing into vapor and rising into the air.

LABEL: entails

SENTENCE 1:
EVAPORATION",0.23,0.23,0.37,0.37
Invertebrates (and higher animals) can also be placed in one of two groups based on how they develop as embryos.,"The advantage of the embryos is that they can be seen by researchers, so that mutations induced in the embryos can be observed to determine how they affect normal development.","The advantage of this method is that it can be used to study the development of embryos in the laboratory.

LABEL: positive

SENTENCE",0.2,0.19,0.38,0.1
A bee will sometimes do a dance to tell other bees in the hive where to find food.,"Von Frisch found that a bee with information on a new food source would perform a dance upon entering the hive.

LABEL: implies
","Von Frisch found that a bee with information on a new food source would perform a dance upon entering the hive.

LABEL: entails
",0.29,0.29,0.21,0.23
A person affected by an autosomal dominant disorder has one mutated allele.,"Because alkaptonuria is an autosomal recessive disorder, an individual must inherit two mutated alleles to have the disease.

LABEL: positive

","The disease is caused by mutations in the gene that encodes the enzyme that breaks down the amino acid lysine.

LABEL: positive

SENTENCE",0.25,0.06,0.35,0.13
A concave lens is thicker at the edges than it is in the middle.,"The diverging lens should again be a x20 objective or -8mm double-concave lens.

LABEL: positive

SENTENCE","The diverging lens should again be a x20 objective or -8mm double-concave lens.

LABEL: positive

SENTENCE",0.19,0.19,0.19,0.19
The development of the respiratory system in the fetus begins at about 4 weeks.,"The fetus's heart begins to beat, and by about the twentieth week the fetus can kick.

LABEL: positive

SENTENCE 3:","The fetus's heart begins to beat, and by about the twentieth week the fetus can kick.

LABEL: positive

SENTENCE 1:",0.23,0.23,0.19,0.18
"In weather terms, the boundary between two air masses is called front.","front A boundary between two different air masses.

LABEL: implies

SENTENCE 1:
front A boundary between two different air masses.","front A boundary between two different air masses.

LABEL: entails

SENTENCE 1:
front A boundary between two different air masses.",0.37,0.37,0.52,0.45
Backbone is another name for the vertebral column.,"Vertebrates possess a backbone-a dorsal vertebral column enclosing a dorsal hollow nerve cord.

LABEL: is

SENTENCE 3:","Vertebrates possess a backbone-a dorsal vertebral column enclosing a dorsal hollow nerve cord.

LABEL: entails

SENTENCE 1:",0.23,0.23,0.15,0.15
Nematodes can be a parasite of both.,"Strongylida This is a large order of nematodes which are of great economic importance both as human pathogens and parasites of veterinary animals.

LABEL:","Strongylida This is a large order of nematodes which are of great economic importance both as human pathogens and parasites of veterinary animals.

LABEL:",0.19,0.19,0.39,0.39
Reversible reactions are indicated by opposite-headed kinds of arrows.,"Use a single headed arrow,, to indicate direction of a causal relationship, or a double headed arrow,, to indicate relationships of undetermined cause (or that","Use a single headed arrow,, to indicate direction of a causal relationship, or a double headed arrow,, to indicate relationships of undetermined cause (or that",0.11,0.11,0.27,0.27
The primary motor cortex is located in the frontal lobe of the brain.,"The motor system is organized in a similar way to that of vision, beginning with the primary motor cortex at the posterior edge of the frontal lobe.

S","The primary motor cortex is located in the posterior part of the frontal lobe.

LABEL: entails

SENTENCE 1:
The primary motor",0.34,0.65,0.39,0.32
Lyme disease is caused by bacteria.,"Ixodes scapularis (Black-legged) ticks transmit Borrelia burgdorferi, the bacterium that causes Lyme disease.
","Ixodes scapularis (Black-legged) ticks transmit Borrelia burgdorferi, the bacterium that causes Lyme disease.
",0.2,0.2,0.45,0.45
"Animal behavior can be said to be controlled by genetics and experiences, also known as nature and nurture.","You can experience perfect moments in nature that will nurture your soul.

LABEL: positive

SENTENCE 1:
You can experience perfect","You can experience perfect moments in nature that will nurture your soul.

LABEL: positive

SENTENCE 1:
You can experience perfect",0.16,0.16,0.32,0.32
"In weather terms, the boundary between two air masses is called front.","Fronts are often associated with weather fronts.

LABEL: entails

SENTENCE 3:
Fronts are often associated with weather fronts.","The weather front is a boundary between two distinct air masses.

LABEL: entails

SENTENCE 1:
The weather front is a boundary",0.07,0.42,0.43,0.44
Plasma matter makes up most of the universe.,"However, plasma is the most abundant form of matter in the universe.

LABEL: implies

SENTENCE 1:
However, plasma is","The plasma in the universe is the most abundant form of matter in the universe.

SENTENCE 1:
The plasma in the universe is the most",0.37,0.3,0.28,0.46
The carotid artery takes blood to the brain.,"Brain bloodflow The blood reaches the brain through the internal carotid and the vertebral arteries.

LABEL: positive

SENTENCE 1:
","Brain bloodflow The blood reaches the brain through the internal carotid and the vertebral arteries.

LABEL: positive

SENTENCE 1:
",0.3,0.3,0.3,0.3
"When sediments settle out of water, they form horizontal layers.","Water injected into unconfined sand forms a stationary dome, and if there are confining layers then water spreads out horizontally.

LABEL: positive
","Water injected into unconfined sand forms a stationary dome, and if there are confining layers then water spreads out horizontally.

LABEL: positive
",0.13,0.13,0.43,0.43
A concave lens is thicker at the edges than it is in the middle.,"Define the following terms:

1.

2.

3.

4.

5.

6.

7","Define the focal length of a convex lens.

LABEL: positive

SENTENCE 3:
Define the focal length of a concave lens.",0.08,0.18,0.18,0.42
"You call materials able to conduct electricity with 100% efficiency, meaning that no energy is lost during the electrical transmission, superconductors.","We are also studying highly efficient energy conversion mechanism, electrical energy transmission and storage, superconductor and its application, power electronics and control of electrical machines, and aspects","We are also studying highly efficient energy conversion mechanism, electrical energy transmission and storage, superconductor and its application, power electronics and control of electrical machines, and aspects",0.12,0.12,0.4,0.4
The turning driveshaft causes the wheels of the car to turn.,"They turn wheels, cause change or movement.

LABEL: positive

SENTENCE 1:
They turn wheels, cause change or movement.","They turn wheels, cause change or movement.

SENTENCE 1:
They turn wheels, cause change or movement.

LABEL: positive",0.14,0.14,0.53,0.48
The eighth planet from our sun is neptune.,"Neptune The Mystic Neptune is the eighth planet from the Sun and the fourth largest (by diameter).

LABEL: entails

","Neptune The Mystic Neptune is the eighth planet from the Sun and the fourth largest (by diameter).

LABEL: entails

",0.37,0.37,0.33,0.33
The turning driveshaft causes the wheels of the car to turn.,"The jeep is now in the air.

LABEL: positive

SENTENCE 3:
The jeep is now in the air.","The jeep is now in the air.

LABEL: positive

SENTENCE 1:
The wheels are turning.

LABEL",0.21,0.22,0.45,0.31
When liquid water changes to water vapor it is called evaporation.,"In evaporation, a liquid (like water) changes state to become a gas (water vapor).

LABEL: is

SENTENCE 3:","In evaporation, a liquid (like water) changes state to become a gas (water vapor).

LABEL: entails

SENTENCE 1:",0.48,0.41,0.26,0.27
Smooth muscle regulates air flow in lungs.,"When one practices Qigong, one must learn to regulate breathing to smooth the Qi flow in the large intestine and the lungs.

LABEL: positive","When one practices Qigong, one must learn to regulate breathing to smooth the Qi flow in the large intestine and the lungs.

LABEL: positive",0.26,0.26,0.37,0.37
The photic zone extends 200 meters deep.,THE OFFSHORE OCEAN ZONE The offshore ocean zone of California begins at a depth of about 100 meters and extends to the edge of the Exclusive,THE OFFSHORE OCEAN ZONE The offshore ocean zone of California begins at a depth of about 100 meters and extends to the edge of the Exclusive,0.18,0.18,0.29,0.29
A viral vector is the name for a tool commonly used by molecular biologists to place genetic material into cells.,"Biologists are developing a faster, better way to monitor bacterial and viral pollution in sea water in just a few hours, using the latest tools in molecular biology.","The new method, which is based on a technique called reverse transcription polymerase chain reaction (RT-PCR), is a faster and more accurate way to detect bacteria and",0.17,0.17,0.32,0.15
A concave lens is thicker at the edges than it is in the middle.,"Specification of lens power, base curve, thickness, and edge thickness of firm lenses.

LABEL: positive

SENTENCE 3:
","Specification of lens power, base curve, thickness, and edge thickness of firm lenses.

LABEL: positive

SENTENCE 1:
",0.06,0.06,0.18,0.17
"If a substance has a ph value greater than 7,that indicates that it is base.","Acid-base indicators exhibits different colors due to a substance that is sensitive to a change in pH.

LABEL: acidic

","Acid-base indicators exhibits different colors due to a substance that is sensitive to a change in pH.

LABEL: acidic

",0.22,0.22,0.38,0.38
The photic zone extends 200 meters deep.,"Also a 200 meter deep-snow-dash.

LABEL: positive

SENTENCE 1:
Also a 200 meter deep-s","I'm a 200 meter deep-snow-dash.

LABEL: positive

SENTENCE 1:
I'm a 200 meter deep",0.17,0.16,0.33,0.38
Invertebrates (and higher animals) can also be placed in one of two groups based on how they develop as embryos.,"He injected one of two cells of a two-cell starfish embryo with antibodies  to myosin, and allowed the embryo to develop to the blastula stage.","He injected one of two cells of a two-cell starfish embryo with antibodies  to myosin, and allowed the embryo to develop to the blastula stage.",0.17,0.17,0.2,0.2
Reversible reactions are indicated by opposite-headed kinds of arrows.,"Arrows heading down indicate a child version.

LABEL: positive

SENTENCE 1:
Arrows heading down indicate a parent version.","Arrows heading down indicate a parent version.

LABEL: positive

SENTENCE 1:
Arrows heading down indicate a parent version.",0.07,0.07,0.4,0.5
Nematodes can be a parasite of both.,"Pesticides are applied to eliminate the parasites of both plants and animals.

LABEL: positive

SENTENCE 1:
Pesticides","Pesticides are applied to eliminate the parasites of both plants and animals.

LABEL: positive

SENTENCE 1:
Pesticides",0.17,0.17,0.4,0.4
Diabetes is unpreventable in the type one form but may be prevented by diet if it is of the second type.,"Type 1 and type 2 diabetes are the primary forms of the disease.

LABEL: positive

SENTENCE 3:
Type 1 and type","Type 1 and type 2 diabetes are the primary forms of the disease.

LABEL: positive

SENTENCE 1:
Type 1 and type",0.24,0.24,0.28,0.29
Terrestrial biomes are classified by climatic factors and types of primary producers.,"In Colombia there are 32 terrestrial biomes and 314 types of ecosystems.

LABEL: positive

SENTENCE 3:
In Colombia there are","In Colombia there are 32 terrestrial biomes and 314 types of ecosystems.

LABEL: positive

SENTENCE 1:
In Colombia there are",0.31,0.31,0.27,0.28
"Meiosis is part of the process of gametogenesis, which is the production of sperm and eggs.","What that step illustrates is the process of gametogenesis (the production of sex cells, egg &amp; sperm).

LABEL: entails

","The process of gametogenesis is the process of gametogenesis.

LABEL: entails

SENTENCE 3:
The process of gam",0.51,0.42,0.33,0.27
"A sealed, vacuum-insulated reaction flask approximates the condition of a isolated system, in which neither matter nor heat can be exchanged between system and surroundings.","Not Isolated Systems The criminal justice system does exist, nor was it created, in a vacuum.

LABEL: positive

SENTENCE 1","Not Isolated Systems The criminal justice system does not exist, nor was it created, in a vacuum.

LABEL: neutral

SENTENCE",0.13,0.13,0.19,0.21
