completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
No one is wearing aprons.,"The women reach into the metal canisters and pull out a small, round object.

LABEL: 3

SENTENCE 3:
The","Two women wearing aprons and hairnets look at each other while they reach into metal canisters.

LABEL: 3

SENTENCE 3",0.0,0.16,0.08,0.16
The woman is dining at a restaurant drinking wine.,"Woman in dark shirt standing alone in front of a yellow car.

LABEL: 3

SENTENCE 3:
Woman in dark shirt standing","Woman in dark shirt standing alone in front of a yellow car.

LABEL: 3

SENTENCE 3:
Woman in dark shirt standing",0.13,0.13,0.34,0.34
SHe is outside.,"Woman in dark shirt standing alone in front of a yellow car.

LABEL: 1

SENTENCE 3:
Woman in dark shirt standing","Woman in dark shirt standing alone in front of a yellow car.

LABEL: 1

SENTENCE 3:
Woman in dark shirt standing",0.0,0.0,0.29,0.29
The group of people are naked.,"A group of women and men are in the water wit their clothes on.

LABEL: 3

SENTENCE 3:
A group of","A group of women and men are in the water wit their clothes on.

LABEL: 3

SENTENCE 3:
A group of",0.22,0.22,0.27,0.27
They are people in the water with clothes on.,"A group of women and men are in the water wit their clothes on.

LABEL: 1

SENTENCE 3:
A group of","A group of women and men are in the water wit their clothes on.

LABEL: 1

SENTENCE 3:
A group of",0.4,0.4,0.36,0.36
Two people are painting ceramics,"The young woman and the older man are painting ceramics under the supervision of a blond woman wearing a name tag.

LABEL: 1

","The young woman and the older man are painting ceramics under the supervision of a blond woman wearing a name tag.

LABEL: 1

",0.21,0.21,0.26,0.26
Two people are paining each others faces,"The young woman and the older man are painting ceramics under the supervision of a blond woman wearing a name tag.

LABEL: 3

","The young woman and the older man are painting ceramics under the supervision of a blond woman wearing a name tag.

LABEL: 3

",0.07,0.07,0.2,0.2
Two people walk across the beach.,"There are two people walking in the sand.

LABEL: 1

SENTENCE 3:
There are two people walking in the sand.","There are two people walking in the sand.

LABEL: 1

SENTENCE 3:
There are two people walking in the sand.",0.23,0.23,0.62,0.62
There are five people walking in the sand with drums.,"There are two people walking in the sand.

LABEL: 1

SENTENCE 3:
There are two people walking in the sand.","There are two people walking in the sand.

LABEL: 1

SENTENCE 3:
There are two people walking in the sand.",0.47,0.47,0.42,0.42
The boy is walking the dog in the park.,"A woman is shaving the hair off of a black and white dog.

LABEL: 3

SENTENCE 3:
A woman is shaving","A woman is shaving the hair off of a black and white dog.

LABEL: 3

SENTENCE 3:
A woman is shaving",0.2,0.2,0.27,0.27
Man watching television.,"oh yea these suckers cant catch me.

LABEL: 1

SENTENCE 3:
oh yea these suckers cant catch me.","oh yea these suckers cant catch me.

LABEL: 3

SENTENCE 3:
oh yea these suckers cant catch me.",0.0,0.0,0.53,0.54
The  track runners are sitting on an airplane,"The track runners are bracing to take off.

LABEL: 3

SENTENCE 3:
The track runners are bracing to take","The track runners are bracing to take off.

LABEL: 3

SENTENCE 3:
The track runners are bracing to take",0.3,0.3,0.36,0.36
Two guys sit on the side of a billboard.,"Two guys sit on opposite sides of a strange billboard.

LABEL: 1

SENTENCE 3:
Two guys sit on opposite sides of","Two guys sit on opposite sides of a strange billboard.

LABEL: 1

SENTENCE 3:
Two guys sit on opposite sides of",0.47,0.47,0.47,0.47
The woman is relaxing in water.,"A man floats in an innertube in a large body of water.

LABEL: 1

SENTENCE 3:
A man floats","A man floats in an innertube in a large body of water.

LABEL: 1

SENTENCE 3:
A man floats",0.16,0.16,0.32,0.32
The woman is sitting at home.,"A man floats in an innertube in a large body of water.

LABEL: 3

SENTENCE 3:
A man floats","A woman floats in an innertube in a large body of water.

LABEL: 3

SENTENCE 3:
A woman floats",0.0,0.08,0.3,0.32
The dog is not wearing a muzzle.,"A white greyhound dog wearing a muzzle runs around a track.

LABEL: 3

SENTENCE 3:
A white greyhound dog","A white greyhound dog wearing a muzzle runs around a track.

LABEL: 3

SENTENCE 3:
A white greyhound dog",0.31,0.31,0.32,0.32
The dog is running.,"A white greyhound dog wearing a muzzle runs around a track.

LABEL: 1

SENTENCE 3:
A white greyhound dog","A white greyhound dog wearing a muzzle runs around a track.

LABEL: 1

SENTENCE 3:
A white greyhound dog",0.09,0.09,0.36,0.36
The dog is racing other dogs.,"A white greyhound dog wearing a muzzle runs around a track.

LABEL: 1

SENTENCE 3:
A white greyhound dog","A white greyhound dog wearing a muzzle runs around a track.

LABEL: 1

SENTENCE 3:
A white greyhound dog",0.08,0.08,0.32,0.32
A man and a boy are riding scooters.,"A man who wears glasses, a blue shirt and a Chicago White Sox cap holds a young boy who also wears a blue shirt.

LABEL: 3","A man who wears glasses, a blue shirt and a Chicago White Sox cap holds a young boy who also wears a blue shirt.

LABEL: 3",0.29,0.29,0.22,0.22
A man is wearing glasses and a baseball cap.,"A man who wears glasses, a blue shirt and a Chicago White Sox cap holds a young boy who also wears a blue shirt.

LABEL: 1","A man who wears glasses, a blue shirt and a Chicago White Sox cap holds a young boy who also wears a blue shirt.

LABEL: 1",0.34,0.34,0.34,0.34
A child sits on the animal's back.,"A young boy learns how to ride a horse

LABEL: 1

SENTENCE 3:
A young boy learns how to ride a horse","A young boy learns how to ride a horse

LABEL: 1

SENTENCE 3:
A young boy learns how to ride a horse",0.07,0.07,0.6,0.6
The child and his pet play on the bed.,"A young boy learns how to ride a horse

LABEL: 3

SENTENCE 3:
A young boy learns how to ride a horse","A young boy learns how to ride a horse

LABEL: 3

SENTENCE 3:
A young boy learns how to ride a horse",0.0,0.0,0.58,0.58
There are multiple people present.,"A man wearing shorts looks at his cellphone while a woman walks outside a small building.

LABEL: 1

SENTENCE 3:
A","A man wearing shorts looks at his cellphone while a woman walks outside a small building.

LABEL: 1

SENTENCE 3:
A",0.0,0.0,0.1,0.1
There is only one person present.,"A man wearing shorts looks at his cellphone while a woman walks outside a small building.

LABEL: 3

SENTENCE 3:
A","A man wearing shorts looks at his cellphone while a woman walks outside a small building.

LABEL: 3

SENTENCE 3:
A",0.0,0.0,0.15,0.15
A runner want to head for the finish line.,"A runner wearing purple strives for the finish line.

LABEL: 1

SENTENCE 3:
A runner wearing purple strives for the finish","A runner wearing purple strives for the finish line.

LABEL: 1

SENTENCE 3:
A runner wearing purple strives for the finish",0.4,0.4,0.58,0.58
A runner give up before heading to the finish line.,"A runner wearing purple strives for the finish line.

LABEL: 3

SENTENCE 3:
A runner wearing purple strives for the finish","A runner wearing purple strives for the finish line.

LABEL: 3

SENTENCE 3:
A runner wearing purple strives for the finish",0.32,0.32,0.51,0.51
A runner in a competition want to go to the finish line.,"A runner wearing purple strives for the finish line.

LABEL: 1

SENTENCE 3:
A runner wearing purple strives for the finish","A runner wearing purple strives for the finish line.

LABEL: 1

SENTENCE 3:
A runner wearing purple strives for the finish",0.3,0.3,0.56,0.56
A skater is being photographed.,"Shadowed cyclist jumps over camera at sunset as shadowed photographer films.

LABEL: 3

SENTENCE 3:
Shadowed cyclist jumps","Shadowed cyclist jumps over camera at sunset as shadowed photographer films.

LABEL: 3

SENTENCE 3:
Shadowed cyclist jumps",0.0,0.0,0.36,0.36
A cyclist is being filmed.,"Shadowed cyclist jumps over camera at sunset as shadowed photographer films.

LABEL: 1

SENTENCE 3:
Shadowed cyclist jumps","Shadowed cyclist jumps over camera at sunset as shadowed photographer films.

LABEL: 1

SENTENCE 3:
Shadowed cyclist jumps",0.09,0.09,0.4,0.4
A group of students are listening.,"A group of attentive students are paying attention to a college lecture.

LABEL: 1

SENTENCE 3:
A group of attentive students","A group of attentive students are paying attention to a college lecture.

LABEL: 1

SENTENCE 3:
A group of attentive students",0.37,0.37,0.47,0.47
Some students are attending a class.,"A group of attentive students are paying attention to a college lecture.

LABEL: 1

SENTENCE 3:
A group of attentive students","A group of attentive students are paying attention to a college lecture.

LABEL: 1

SENTENCE 3:
A group of attentive students",0.22,0.22,0.41,0.41
Students are at the park.,"A group of attentive students are paying attention to a college lecture.

LABEL: 3

SENTENCE 3:
A group of attentive students","A group of attentive students are paying attention to a college lecture.

LABEL: 3

SENTENCE 3:
A group of attentive students",0.15,0.15,0.35,0.35
A man is holding a stone in front of a wall.,"A man is sitting on a bench.

LABEL: 1

SENTENCE 3:
A man is sitting on a bench.

","A sitting man is holding a partially carved stone in front a partially painted wall.

LABEL: 1

SENTENCE 3:
A sitting",0.34,0.62,0.46,0.35
The woman is holding a rock in front of a wall.,"A man is sitting on a bench.

LABEL: 3

SENTENCE 3:
A man is sitting on a bench.

","A sitting man is holding a partially carved stone in front a partially painted wall.

LABEL: 3

SENTENCE 3:
A sitting",0.21,0.44,0.49,0.33
A man jumping off a ledge.,"A tan-skinned man sitting in a chair with a bag under his arm, talking on a white phone.

LABEL: 3

SENT","A tan-skinned man sitting in a chair with a bag under his arm, talking on a white phone.

LABEL: 3

SENT",0.21,0.21,0.15,0.15
 A man sitting in a chair with a bag under his arm.,"A tan-skinned man sitting in a chair with a bag under his arm, talking on a white phone.

LABEL: 1

SENT","A tan-skinned man sitting in a chair with a bag under his arm, talking on a white phone.

LABEL: 1

SENT",0.71,0.71,0.4,0.4
The sailing ship is alone on the water.,"The wind propels a sailing ship on a group of cruisers.

LABEL: 3

SENTENCE 3:
The wind propels","The wind propels a sailing ship on a group of cruisers.

LABEL: 3

SENTENCE 3:
The wind propels",0.38,0.38,0.39,0.39
There are many boats out.,"The wind propels a sailing ship on a group of cruisers.

LABEL: 1

SENTENCE 3:
The wind propels","The wind propels a sailing ship on a group of cruisers.

LABEL: 1

SENTENCE 3:
The wind propels",0.0,0.0,0.33,0.33
A man wearing a tuxedo is sitting.,"A man in neon green Seahawks sweatshirt leans on a railing.

LABEL: 3

SENTENCE 3:
A man in neon green","A man in neon green Seahawks sweatshirt leans on a railing.

LABEL: 3

SENTENCE 3:
A man in neon green",0.22,0.22,0.31,0.31
A man is wearing a football sweatshirt.,"A man in neon green Seahawks sweatshirt leans on a railing.

LABEL: 1

SENTENCE 3:
A man in neon green","A man in neon green Seahawks sweatshirt leans on a railing.

LABEL: 1

SENTENCE 3:
A man in neon green",0.22,0.22,0.35,0.35
A man stands by a wall outside.,"A man in a red shirt and blue jeans is standing in front of a wall with other people's shadows in front of him on the pavement.

LAB","A man in a red shirt and blue jeans is standing in front of a wall with other people's shadows in front of him on the pavement.

LAB",0.22,0.22,0.39,0.39
A man stands by a wall.,"A man in a red shirt and blue jeans is standing in front of a wall with other people's shadows in front of him on the pavement.

LAB","A man in a red shirt and blue jeans is standing in front of a wall with other people's shadows in front of him on the pavement.

LAB",0.23,0.23,0.37,0.37
A man sits on a wall.,"A man in a red shirt and blue jeans is standing in front of a wall with other people's shadows in front of him on the pavement.

LAB","A man in a red shirt and blue jeans is standing in front of a wall with other people's shadows in front of him on the pavement.

LAB",0.23,0.23,0.35,0.35
There is a photographer taking a photo of a man indoors.,"a man standing against a building, in the sunlight, as you can see the shadow of the person taking his picture

LABEL: 3

S","a man standing against a building, in the sunlight, as you can see the shadow of the person taking his picture

LABEL: 3

S",0.17,0.17,0.17,0.17
There is a man standing outside having his photo taken by another person with a shadow.,"a man standing against a building, in the sunlight, as you can see the shadow of the person taking his picture

LABEL: 1

S","a man standing against a building, in the sunlight, as you can see the shadow of the person taking his picture

LABEL: 1

S",0.25,0.25,0.37,0.37
The fire pit has been put out,"Two men roasting marshmallows in a fire pit.

LABEL: 3

SENTENCE 3:
Two men roasting marshm","Two men roasting marshmallows in a fire pit.

LABEL: 1

SENTENCE 3:
Two men roasting marshm",0.17,0.17,0.37,0.35
Two men standing next to each other,"Two men roasting marshmallows in a fire pit.

LABEL: 1

SENTENCE 3:
Two men roasting marshm","Two men roasting marshmallows in a fire pit.

LABEL: 1

SENTENCE 3:
Two men roasting marshm",0.17,0.17,0.34,0.34
A human sitting.,"The old woman is sitting on a blue chair.

LABEL: 1

SENTENCE 3:
The old woman is sitting on a blue","An old woman wearing a ski hat and glasses is sitting on a blue chair.

LABEL: 1

SENTENCE 3:
An old",0.17,0.17,0.43,0.18
Nobody is sitting.,"The old woman is sitting on a blue chair.

LABEL: 1

SENTENCE 3:
The old woman is sitting on a blue","An old woman wearing a ski hat and glasses is sitting on a blue chair.

LABEL: 3

SENTENCE 3:
An old",0.17,0.17,0.4,0.15
a guy smoking against a wall with a flier on it,"A man smokes while leaning against a pillar, which has a ""missing person"" flier posted on it.

LABEL: 1

SENT","A man smokes while leaning against a pillar, which has a ""missing person"" flier posted on it.

LABEL: 1

SENT",0.45,0.45,0.39,0.39
two girls sit and play in a waiting room,"A man smokes while leaning against a pillar, which has a ""missing person"" flier posted on it.

LABEL: 3

SENT","A man smokes while leaning against a pillar, which has a ""missing person"" flier posted on it.

LABEL: 3

SENT",0.07,0.07,0.12,0.12
The runners are running towards the large buildings.,"A group of runners are running towards two identical skyscrapers.

LABEL: 1

SENTENCE 3:
A group of runners are","A group of runners are running towards two identical skyscrapers.

LABEL: 1

SENTENCE 3:
A group of runners are",0.3,0.3,0.4,0.4
A group of mall walkers takes a smoke break.,"A group of runners are running towards two identical skyscrapers.

LABEL: 1

SENTENCE 3:
A group of runners are","A group of runners are running towards two identical skyscrapers.

LABEL: 1

SENTENCE 3:
A group of runners are",0.29,0.29,0.21,0.21
kids taking naps inside,"Children play on a sidewalk with dolls and chalk.

LABEL: 3

SENTENCE 3:
Children play on a sidewalk with dolls and","Children play on a sidewalk with dolls and chalk.

LABEL: 3

SENTENCE 3:
Children play on a sidewalk with dolls and",0.0,0.0,0.4,0.4
kids playing outside,"Children play on a sidewalk with dolls and chalk.

LABEL: 1

SENTENCE 3:
Children play on a sidewalk with dolls and","Children play on a sidewalk with dolls and chalk.

LABEL: 1

SENTENCE 3:
Children play on a sidewalk with dolls and",0.0,0.0,0.43,0.43
The boy is surrounded by snow,"Boy wearing red hat, blue jacket pushing plow in snow.

LABEL: 1

SENTENCE 3:
Boy wearing red hat,","Boy wearing red hat, blue jacket pushing plow in snow.

LABEL: 1

SENTENCE 3:
Boy wearing red hat,",0.17,0.17,0.34,0.34
The girl pushes as hard as she can,"Boy wearing red hat, blue jacket pushing plow in snow.

LABEL: 3

SENTENCE 3:
Boy wearing red hat,","Boy wearing red hat, blue jacket pushing plow in snow.

LABEL: 3

SENTENCE 3:
Boy wearing red hat,",0.0,0.0,0.37,0.37
A man posed with his teammates in the background.,"A person is posed with one leg raised and one arm out at a competition with their teammates in the background.

LABEL: 1

SENT","A person is posed with one leg raised and one arm out at a competition with their teammates in the background.

LABEL: 1

SENT",0.42,0.42,0.43,0.43
A man posed with both arms out at a competition.,"A person is posed with one leg raised and one arm out at a competition with their teammates in the background.

LABEL: 3

SENT","A person is posed with one leg raised and one arm out at a competition with their teammates in the background.

LABEL: 3

SENT",0.41,0.41,0.39,0.39
There are people working.,"group of people sweeping the floor and cleaning

LABEL: 1

SENTENCE 3:
group of people sweeping the floor and cleaning

","group of people sweeping the floor and cleaning

LABEL: 1

SENTENCE 3:
group of people sweeping the floor and cleaning

",0.08,0.08,0.52,0.52
A group of people are wind surfing over the dunes.,"group of people sweeping the floor and cleaning

LABEL: 3

SENTENCE 3:
group of people sweeping the floor and cleaning

","group of people sweeping the floor and cleaning

LABEL: 3

SENTENCE 3:
group of people sweeping the floor and cleaning

",0.27,0.27,0.51,0.51
Six people have an absolutely normal poker game.,"The man is approaching with his arm raised into the air.

LABEL: 3

SENTENCE 3:
The man is approaching with his","The man is approaching with his arm raised into the air.

LABEL: 3

SENTENCE 3:
The man is approaching with his",0.0,0.0,0.26,0.26
"Five men are kneeling, while another man puts his hands into the air.","The man is approaching with his arm raised into the air.

LABEL: 1

SENTENCE 3:
The man is approaching with his","The man is approaching with his arm raised into the air.

LABEL: 1

SENTENCE 3:
The man is approaching with his",0.29,0.29,0.34,0.34
Men are in wetsuits,"The men in wetsuits and goggles are standing.

LABEL: 1

SENTENCE 3:
The men in wetsuits and","The men are standing in a row.

LABEL: 1

SENTENCE 3:
The men are standing in a row.

",0.38,0.27,0.31,0.42
Men are standing up,"The men in wetsuits and goggles are standing.

LABEL: 1

SENTENCE 3:
The men in wetsuits and","The men are standing in a row.

LABEL: 1

SENTENCE 3:
The men are standing in a row.

",0.29,0.27,0.33,0.56
Men are sleep.,"The men in wetsuits and goggles are standing.

LABEL: 3

SENTENCE 3:
The men in wetsuits and","The men are standing in a row.

LABEL: 3

SENTENCE 3:
The men are standing in a row.

",0.2,0.19,0.33,0.5
A man sitting.,"A man is sitting on a blue bench with a blue blanket covering his face.

LABEL: 1

SENTENCE 3:
A man","A man is sitting on a blue bench with a blue blanket covering his face.

LABEL: 1

SENTENCE 3:
A man",0.25,0.25,0.28,0.28
A man is playing chess while wearing a green tutu.,"A man is sitting on a blue bench with a blue blanket covering his face.

LABEL: 3

SENTENCE 3:
A man","A man is sitting on a blue bench with a blue blanket covering his face.

LABEL: 3

SENTENCE 3:
A man",0.26,0.26,0.21,0.21
A girl in shorts is fishing in a pond.,"A young girl wearing yellow shorts and a white tank top using a cane pole to fish at a small pond.

LABEL: 1

SENT","A young girl wearing yellow shorts and a white tank top using a cane pole to fish at a small pond.

LABEL: 1

SENT",0.3,0.3,0.37,0.37
A girl wearing a dress looks off a cliff.,"A young girl wearing yellow shorts and a white tank top using a cane pole to fish at a small pond.

LABEL: 3

SENT","A young girl wearing yellow shorts and a white tank top using a cane pole to fish at a small pond.

LABEL: 3

SENT",0.3,0.3,0.17,0.17
A young boy is hitting a pinata.,"A young boy plays with the contents of a pantry and a cash register, pretending he runs a grocery store.

LABEL: 3

S","A young boy plays with the contents of a pantry and a cash register, pretending he runs a grocery store.

LABEL: 3

S",0.27,0.27,0.23,0.23
A young man wears clothing.,"A younger man dressed in tribal attire.

LABEL: 1

SENTENCE 3:
A younger man dressed in tribal attire.

","A younger man dressed in tribal attire.

LABEL: 1

SENTENCE 3:
A younger man dressed in tribal attire.

",0.17,0.17,0.59,0.59
A young man wheres a tuxedo.,"A younger man dressed in tribal attire.

LABEL: 3

SENTENCE 3:
A younger man dressed in tribal attire.

","A younger man dressed in tribal attire.

LABEL: 3

SENTENCE 3:
A younger man dressed in tribal attire.

",0.25,0.25,0.56,0.56
A group of people deepsea fishing,"A man in tribal dress is walking down the street while spectators are standing behind red and white barrier tape.

LABEL: 3

SENTENCE","A man in tribal dress is walking down the street while spectators are standing behind red and white barrier tape.

LABEL: 3

SENTENCE",0.07,0.07,0.11,0.11
A man walks down the street with other people around,"A man in tribal dress is walking down the street while spectators are standing behind red and white barrier tape.

LABEL: 1

SENTENCE","A man in tribal dress is walking down the street while spectators are standing behind red and white barrier tape.

LABEL: 1

SENTENCE",0.3,0.3,0.3,0.3
There is a man.,"A man wearing feathers on his head and dressed in a Native American costume, stands in front of a crowd of people on the street.

LABEL:","A man wearing feathers on his head and dressed in a Native American costume, stands in front of a crowd of people on the street.

LABEL:",0.13,0.13,0.16,0.16
The costume is Asian.,"A man wearing feathers on his head and dressed in a Native American costume, stands in front of a crowd of people on the street.

LABEL:","A man wearing feathers on his head and dressed in a Native American costume, stands in front of a crowd of people on the street.

LABEL:",0.07,0.07,0.23,0.23
The older gentleman wearing a plaid shirt and blue pants looks through the telescope.,"The old man in the plaid shirt and blue pants is looking in a telescope on a sunny day.

LABEL: 1

SENTENCE","A man in a plaid shirt and blue pants is looking in a telescope on a sunny day.

LABEL: 1

SENTENCE 3",0.39,0.39,0.48,0.44
A old man in a plaid shirt buys apples at the market.,"The old man in the plaid shirt and blue pants is looking in a telescope on a sunny day.

LABEL: 3

SENTENCE","An old man in a plaid shirt and blue pants is looking in a telescope on a sunny day.

LABEL: 3

SENTENCE",0.29,0.35,0.24,0.28
The basket is woven.,"Two men stand on stairs with an assortment of chairs and a woven basket in the foreground.

LABEL: 1

SENTENCE 3:
","Two men stand on stairs with an assortment of chairs and a woven basket in the foreground.

LABEL: 1

SENTENCE 3:
",0.08,0.08,0.25,0.25
The men are sitting.,"Two men stand on stairs with an assortment of chairs and a woven basket in the foreground.

LABEL: 3

SENTENCE 3:
","Two men stand on stairs with an assortment of chairs and a woven basket in the foreground.

LABEL: 3

SENTENCE 3:
",0.08,0.08,0.27,0.27
A woman is posing on a ski board with lava in the background.,"A man is posing on a ski board with snow in the background.

LABEL: 3

SENTENCE 3:
A man is posing","A man is posing on a ski board with snow in the background.

LABEL: 3

SENTENCE 3:
A man is posing",0.65,0.65,0.4,0.4
A man is posing.,"A man is posing on a ski board with snow in the background.

LABEL: 1

SENTENCE 3:
A man is posing","A man is posing on a ski board with snow in the background.

LABEL: 1

SENTENCE 3:
A man is posing",0.32,0.32,0.46,0.46
He is making office calls.,"A man stands with his arms out inside a large green piece of equipment.

LABEL: 3

SENTENCE 3:
A man stands","A man stands with his arms out inside a large green piece of equipment.

LABEL: 3

SENTENCE 3:
A man stands",0.0,0.0,0.28,0.28
A black man is sitting on a couch at his house.,"A young black man wearing a dark leather jacket and gloves is standing on a lit stage, looking down.

LABEL: 3

SENTENCE","A young black man wearing a dark leather jacket and gloves is standing on a lit stage, looking down.

LABEL: 3

SENTENCE",0.36,0.36,0.25,0.25
A black man is standing on stage.,"A young black man wearing a dark leather jacket and gloves is standing on a lit stage, looking down.

LABEL: 1

SENTENCE","A young black man wearing a dark leather jacket and gloves is standing on a lit stage, looking down.

LABEL: 1

SENTENCE",0.48,0.48,0.36,0.36
A man riding his motorcycle off road.,"A guy in boots, jeans and a blue shirt is falling off a bull by a cowboy standing on a red fence with the numbers 2 and 4 on it.","A guy in boots, jeans and a blue shirt is falling off a bull by a cowboy standing on a red fence with the numbers 2 and 4 on it.",0.11,0.11,0.21,0.21
A guy standed near the fence.,"A guy in boots, jeans and a blue shirt is falling off a bull by a cowboy standing on a red fence with the numbers 2 and 4 on it.","A guy in boots, jeans and a blue shirt is falling off a bull by a cowboy standing on a red fence with the numbers 2 and 4 on it.",0.17,0.17,0.31,0.31
dog chases 3 cats,"A man in a blue shirt touches his head while talking to two women outdoors.

LABEL: 3

SENTENCE 3:
A man","A man in a blue shirt touches his head while talking to two women outdoors.

LABEL: 3

SENTENCE 3:
A man",0.08,0.08,0.25,0.25
three people talk,"A man in a blue shirt touches his head while talking to two women outdoors.

LABEL: 1

SENTENCE 3:
A man","A man in a blue shirt touches his head while talking to two women outdoors.

LABEL: 1

SENTENCE 3:
A man",0.0,0.0,0.21,0.21
A group of people are looking at something,"A group of people stares at a wall that is filled with drawings in a building.

LABEL: 1

SENTENCE 3:
A","A group of people stares at a wall that is filled with drawings in a building.

LABEL: 1

SENTENCE 3:
A",0.34,0.34,0.32,0.32
A group of people are at a rave,"A group of people stares at a wall that is filled with drawings in a building.

LABEL: 3

SENTENCE 3:
A","A group of people stares at a wall that is filled with drawings in a building.

LABEL: 3

SENTENCE 3:
A",0.41,0.41,0.29,0.29
People walk by a train.,"People walk and bicycle down an alley between white buildings with blue trim.

LABEL: 3

SENTENCE 3:
People walk and bicycle","People walk and bicycle down an alley between white buildings with blue trim.

LABEL: 3

SENTENCE 3:
People walk and bicycle",0.15,0.15,0.32,0.32
People at a train station.,"People walk and bicycle down an alley between white buildings with blue trim.

LABEL: 3

SENTENCE 3:
People walk and bicycle","People walk and bicycle down an alley between white buildings with blue trim.

LABEL: 3

SENTENCE 3:
People walk and bicycle",0.08,0.08,0.34,0.34
People jumping off of s sheer cliff.,"People walk and bicycle down an alley between white buildings with blue trim.

LABEL: 3

SENTENCE 3:
People walk and bicycle","People walk and bicycle down an alley between white buildings with blue trim.

LABEL: 3

SENTENCE 3:
People walk and bicycle",0.07,0.07,0.32,0.32
The girl is playing at the beach.,"A little boy in a red shirt and swim trunks plays at the beach.

LABEL: 3

SENTENCE 3:
A little","A little boy in a red shirt and swim trunks plays at the beach.

LABEL: 3

SENTENCE 3:
A little",0.22,0.22,0.23,0.23
The boy is playing at the beach.,"A little boy in a red shirt and swim trunks plays at the beach.

LABEL: 1

SENTENCE 3:
A little","A little boy in a red shirt and swim trunks plays at the beach.

LABEL: 1

SENTENCE 3:
A little",0.3,0.3,0.26,0.26
People are eating in this picture.,"people are enjoying food at a crowded restaurant.

LABEL: 1

SENTENCE 3:
people are enjoying food at a crowded restaurant.","people are enjoying food at a crowded restaurant.

LABEL: 1

SENTENCE 3:
people are enjoying food at a crowded restaurant.",0.15,0.15,0.64,0.64
A lone person eats sadly at a truck-stop in the middle of nowhere.,"people are enjoying food at a crowded restaurant.

LABEL: 3

SENTENCE 3:
people are enjoying food at a crowded restaurant.","people are enjoying food at a crowded restaurant.

LABEL: 3

SENTENCE 3:
people are enjoying food at a crowded restaurant.",0.18,0.18,0.49,0.49
A horse is dead.,"Brown horse standing in the background while man in a white cowboy hat and blue long-sleeve shirt is walking off.

LABEL: 3

","Brown horse standing in the background while man in a white cowboy hat and blue long-sleeve shirt is walking off.

LABEL: 3

",0.15,0.15,0.17,0.17
The man is a musician,"A young woman with long brown hair is sitting on a bench in a park.

LABEL: 1

SENTENCE 3:
A young","An older balding man with glasses wearing a pink and white shirt with a sweater vest is playing a musical instrument while looking at the sheet music.

LAB",0.15,0.18,0.14,0.28
The man is 10 years old.,"A young woman with long brown hair is sitting on a bench in a park.

LABEL: 3

SENTENCE 3:
A young","An older balding man with glasses wearing a pink and white shirt with a sweater vest is playing a musical instrument while looking at the sheet music.

LAB",0.07,0.12,0.15,0.24
The man has little hair.,"A young woman with long brown hair is sitting on a bench in a park.

LABEL: 1

SENTENCE 3:
A young","An older balding man with glasses wearing a pink and white shirt with a sweater vest is playing a musical instrument while looking at the sheet music.

LAB",0.08,0.06,0.13,0.23
"A boy is walking on a sidewalk, reading a book.","The little boy with blond-hair stares down at display case featuring cookies and cakes.

LABEL: 3

SENTENCE 3:
The","A little boy with blond-hair stares down at display case featuring cookies and cakes.

LABEL: 3

SENTENCE 3:
A",0.07,0.2,0.1,0.14
A boy is looking at pastries.,"A little boy with blond-hair stares down at display case featuring cookies and cakes.

LABEL: 1

SENTENCE 3:
A","A little boy with blond-hair stares down at display case featuring cookies and cakes.

LABEL: 1

SENTENCE 3:
A",0.23,0.23,0.31,0.31
A kid is fast asleep.,"The silhouette stands at the top of a bowling lane as the ball is about to impact the pins while neon lights race overhead.

LABEL: 3
","A silhouette stands at the top of a bowling lane as the ball is about to impact the pins while neon lights race overhead.

LABEL: 3
",0.13,0.13,0.14,0.13
"The bowler who just rolled in the bright, noisy alley is hoping for a strike.","A silhouette stands at the top of a bowling lane as the ball is about to impact the pins while neon lights race overhead.

LABEL: 1
","A silhouette stands at the top of a bowling lane as the ball is about to impact the pins while neon lights race overhead.

LABEL: 1
",0.15,0.15,0.32,0.32
Someone is in a bowling alley.,"A silhouette stands at the top of a bowling lane as the ball is about to impact the pins while neon lights race overhead.

LABEL: 1
","A silhouette stands at the top of a bowling lane as the ball is about to impact the pins while neon lights race overhead.

LABEL: 1
",0.12,0.12,0.18,0.18
Two people cook together.,"Two people cooking a meal together in a household kitchen.

LABEL: 1

SENTENCE 3:
Two people cooking a meal together in","Two people cooking a meal together in a household kitchen.

LABEL: 1

SENTENCE 3:
Two people cooking a meal together in",0.24,0.24,0.49,0.49
Two people eat Chinese at a Chinese buffet.,"Two people cooking a meal together in a household kitchen.

LABEL: 3

SENTENCE 3:
Two people cooking a meal together in","Two people cooking a meal together in a household kitchen.

LABEL: 1

SENTENCE 3:
Two people cooking a meal together in",0.21,0.21,0.35,0.34
A man does a jump trick on his bike.,"A man jumping a dirt ramp on a bmx bike.

LABEL: 1

SENTENCE 3:
A man jumping a dirt ramp","A man jumping a dirt ramp on a bmx bike.

LABEL: 1

SENTENCE 3:
A man jumping a dirt ramp",0.34,0.34,0.44,0.44
