completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
Steve ran to look out the window.,"Mark saw Steve's feet going down the ladder. The door of the shop closed after him. He ran to look out the window.

LABEL:","Mark heard Steve's feet going down the ladder. The door of the shop closed after him. He ran to look out the window.

LABEL:",0.44,0.44,0.36,0.35
The storekeepers stayed in town to run their stores and lived in the rooms behind the storekeepers.,"The storekeepers stayed in town to run their stores and lived in the rooms behind them.

LABEL: 1

SENTENCE 1:
","The storekeepers stayed in town to run their stores and lived in the rooms behind them.

LABEL: 0

SENTENCE 1:
",0.81,0.81,0.62,0.6
Pete is very successful.,"Pete envies Martin because he is very successful.

LABEL: 1

SENTENCE 1:
Pete envies Martin because he","Pete envies Martin because he is very successful.

LABEL: 0

SENTENCE 1:
Pete envies Martin because he",0.38,0.38,0.47,0.44
Dad's boss at the railroad company would not want anyone but him to work in the office.,"Larry was very sad.

LABEL: 2

SENTENCE 3:
Larry was very sad.

LABEL: 3","Larry had to go to work in the office.

LABEL: 2

SENTENCE 1:
Larry had to go to work",0.0,0.27,0.44,0.39
"Later, he and Tatyana would shell them and cook them for his and Tatyana's Sunday dinners.","Grant and Henry were friends.

LABEL: 2

SENTENCE 3:
Grant and Henry were friends.

LABEL: 3","Grant worked hard to harvest his beans so he and his family would have enough to eat that winter, His friend Henry let him stack them in his barn where they",0.12,0.21,0.47,0.18
"The stars were very persistent, so the interview lasted for a long time.","The stars of the new movie were interviewed by the journalists. They were very persistent, so the interview lasted for a long time.

LABEL: 1","The journalists interviewed the stars of the new movie. They were very persistent, so the interview lasted for a long time.

LABEL: 1

",0.68,0.72,0.57,0.56
Anna had studied so hard.,"Lucy did a lot better than her good friend Anna on the test because she had studied so hard.

LABEL: 1

SENTENCE","Anna did a lot worse than her good friend Lucy on the test because she had studied so hard.

LABEL: 1

SENTENCE 1",0.37,0.36,0.32,0.4
Kate had cancer and presented several options for future treatment.,"Kate decided to undergo chemotherapy.

LABEL: 2

SENTENCE 3:
Kate's cancer was successfully treated.

LABEL:","Dr. Adams informed Kate that she had cancer and presented several options for future treatment.

LABEL: 2

SENTENCE 1:
Dr",0.15,0.67,0.42,0.36
It was a fine selection of Ovid's writing.,"Ovid was a Roman poet who wrote about love and nature.

LABEL: 2

SENTENCE 1:
This book introduced Shakespeare to","This book introduced Shakespeare to Ovid; it was a fine selection of his writing.

LABEL: 1

SENTENCE 1:
This",0.14,0.5,0.18,0.38
"Luke was ""it"".","Ethan ran from Luke because he was ""it"".

LABEL: 2

SENTENCE 1:
Ethan ran from Luke because he","Ethan ran from Luke because he was ""it"".

LABEL: 2

SENTENCE 1:
During a game of tag, Ethan",0.29,0.29,0.51,0.29
Mr. Moncrieff no longer requires his financial support.,"Mr. Moncrieff has decided to cancel Edward's allowance on the ground that he no longer requires his financial support.

LABEL: 1
","Mr. Moncrieff visited Chester's luxurious New York apartment, thinking that it belonged to his son Edward. The result was that Mr. Moncrie",0.53,0.19,0.5,0.23
Alice was behaving so strangely.,"Alice was so engrossed in her conversation with her daughter that she didn't notice the party was over.

LABEL: 2

S","Alice tried frantically to stop her daughter from chatting at the party, leaving us to wonder why she was behaving so strangely.

LABEL: 2",0.22,0.34,0.24,0.42
"Each artisan still had signs, not wishing to lose a possible patron merely because the patron happened to be illiterate.","The signs over the shops' doors had pictures that indicated what work was done inside. Although more and more people were learning how to read, each artisan still","The signs over the shops' doors had pictures that indicated what work was done inside. Although more and more people were learning how to read, each artisan still",0.12,0.12,0.36,0.36
The fish began two years ago.,"The scientists are studying three species of fish that have recently been found living in the Indian Ocean. They began two years ago.

LABEL: 1
","The scientists are studying three species of fish that have recently been found living in the Indian Ocean. They began two years ago.

LABEL: 1
",0.39,0.39,0.37,0.37
"Dan took the rear seat while Bill claimed the front because Bill's ""Dibs!"" was quicker.","Bill claimed the front because his ""Dibs!"" was quicker.

LABEL: 2

SENTENCE 1:
Dan took the rear","Dan took the rear seat while Bill claimed the front because his ""Dibs!"" was quicker.

LABEL: 2

SENTENCE 1",0.48,0.8,0.51,0.63
Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties Xenophanes faced in his research.,"Xenophanes was a Greek philosopher who lived in the sixth century BCE.

LABEL: 1

SENTENCE 1:
Sam Goodman","Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties he faced in his research.

LABEL: 0",0.15,0.91,0.26,0.79
The pin left a hole.,"I stuck a pin through a carrot. When I pulled the pin out, it left a hole.

LABEL: 2

SENTENCE 1","I stuck a pin through a carrot. When I pulled the pin out, it left a hole.

LABEL: 2

SENTENCE 1",0.38,0.38,0.35,0.35
Arnold lived two centuries later.,"Jackson was greatly influenced by Arnold, though he lived two centuries later.

LABEL: 1

SENTENCE 1:
Jackson was greatly influenced","Jackson was greatly influenced by Arnold, though he lived two centuries later.

LABEL: 1

```

## Dataset

The dataset",0.4,0.45,0.5,0.2
They must make rules to regular the settlers.,"The settlers were not happy with the rules and they wanted to be free.

LABEL: 2

SENTENCE 3:
The settlers were","The settlers must obey the rules made by the politicians.

LABEL: 2

SENTENCE 1:
The settlers must obey the rules made",0.28,0.28,0.29,0.49
Andrea could see the landing gear.,"As Andrea in the crop duster passed over Susan, she could see the landing gear.

LABEL: 1

SENTENCE 1:
","As Andrea in the crop duster passed over Susan, she could see the landing gear.

LABEL: 0

SENTENCE 1:
",0.48,0.48,0.32,0.32
She stroked Alice's hair and let the child weep.,"Mama said, ""I know you are sad, but you must not cry. You must be brave.""

LABEL: 2

SENT","Mama came over and sat down beside Alice. Gently she stroked her hair and let the child weep.

LABEL: 1

",0.0,0.53,0.19,0.5
He will be moving out of The new house on Thursday.,"Joe will be moving out of his house on Thursday.

LABEL: 1

SENTENCE 1:
Joe has sold his house and bought","Joe has sold his house and bought a new one a few miles away. He will be moving out of it on Thursday.

LABEL: 1
",0.5,0.44,0.42,0.47
She stroked Mama's hair and let the child weep.,"Mama said, ""I'm sorry, Alice. I know you're upset, but you mustn't cry.

LABEL: 1

","Mama came over and sat down beside Alice. Gently she stroked her hair and let the child weep.

LABEL: 0

",0.07,0.53,0.26,0.53
Joan made sure to thank Susan for all the help Joan had recieved.,"Joan thanked Susan for all the help she had recieved.

LABEL: 2

SENTENCE 1:
Joan made sure","Joan made sure to thank Susan for all the help she had recieved.

LABEL: 2

SENTENCE 1:
Jo",0.53,0.77,0.48,0.61
"He had to be the life and soul of a dinner party, with the table there all the time.","I was feeling rather like a chappie I'd once read about in a book, who murdered another cove and hid the body under the dining-room","I sat there feeling rather like a chap I'd once read about in a book, who murdered another chap and hid the body under the dining-room table,",0.13,0.12,0.26,0.34
"His father's disciple, Antonio, takes Larry under his wing, and quickly molds Antonio into a drug runner.","Larry's mother, a devout Catholic, is a member of a local church group that is trying to help the poor.

LABEL: 2"," 2:
Larry, a timid teen-ager, lives with his widowed mother in a Brooklyn housing project. Larry's father, a gang leader",0.1,0.15,0.18,0.32
We punished the older students.,"We punished the older students because they were bullying the younger ones.

LABEL: 2

SENTENCE 1:
The older students were bullying","The older students were bullying the younger ones, so we punished them.

LABEL: 1

SENTENCE 1:
The older students were",0.38,0.4,0.53,0.31
The chatbots were so advanced.,"The judges couldn't figure out which respondents were the chatbots because they were so advanced.

LABEL: 2

SENTENCE 1:","The judges couldn't figure out which respondents were the chatbots because they were so advanced.

LABEL: 2

SENTENCE 1:",0.4,0.4,0.28,0.28
Pam and Paul were embarrassed about it.,"Pam's parents were embarrassed about it.

LABEL: 2

SENTENCE 3:
Pam's parents were embarrassed about it.","Pam's parents came home and found her having sex with her boyfriend, Paul. They were embarrassed about it.

LABEL: 2

S",0.4,0.48,0.7,0.44
"Ethan was ""it"".","Ethan ran from Luke because he was ""it"".

LABEL: 1

SENTENCE 1:
Ethan ran from Luke because he","During a game of tag, Ethan ran from Luke because he was ""it"".

LABEL: 1

SENTENCE 1:
During a",0.29,0.27,0.57,0.21
I couldn't get the key out.,"I was trying to open the lock with the key, but someone had filled the keyhole with chewing gum, and I couldn't get it out.

","I was trying to open the lock with the key, but someone had filled the keyhole with chewing gum, and I couldn't get it out.

",0.3,0.3,0.44,0.44
"Since Alice always has good luck, Alice spotted her quickly.","Jade was looking for Alice, but she couldn't find her.

LABEL: 2

SENTENCE 1:
Alice looked for","Alice looked for her friend Jade in the crowd. Since she always has good luck, Alice spotted her quickly.

LABEL: 1

",0.14,0.58,0.26,0.54
I carried the newspaper over my backpack to keep the newspaper dry.,"I carried the newspaper over my backpack to keep it dry.

LABEL: 1

SENTENCE 1:
I carried the newspaper over my","Since it was raining, I carried the newspaper over my backpack to keep it dry.

LABEL: 0

SENTENCE 1:
",0.67,0.65,0.51,0.51
She couldn't stand the trainer's boyfriend.,"Madonna's boyfriend is a famous actor.

LABEL: 2

SENTENCE 3:
Madonna's boyfriend is a famous actor.","Madonna fired her trainer because she couldn't stand her boyfriend.

LABEL: 2

SENTENCE 1:
Madonna fired her trainer",0.15,0.37,0.48,0.59
Kamchatka was victorious within weeks.,"In July, Kamtchatka declared war on Yakutsk. Since Yakutsk's army was much better equipped and ten times larger, they","In July, Kamtchatka declared war on Yakutsk. Since Yakutsk's army was much better equipped and ten times larger, they",0.08,0.08,0.28,0.28
Bill was the winner of the competition.,"Frank was crushed when he learned that Bill had won the competition.

LABEL: 2

SENTENCE 1:
Frank felt crushed when his","Frank felt crushed when his longtime rival Bill revealed that he was the winner of the competition.

LABEL: 2

SENTENCE 1:
",0.21,0.5,0.39,0.25
Bob is very ungrateful.,"Charlie is ungrateful.

LABEL: 1

SENTENCE 1:
Bob paid for Charlie's college education, but now Charlie","Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very ungrateful.

LABEL: 0",0.19,0.31,0.29,0.41
He no longer requires Mr. Moncrieff's financial support.,"Mr. Moncrieff has decided to cancel Edward's allowance on the ground that he no longer requires his financial support.

LABEL: 2
","Mr. Moncrieff visited Chester's luxurious New York apartment, thinking that it belonged to his son Edward. The result was that Mr. Moncrie",0.39,0.19,0.53,0.3
The scientists appeared two years ago.,"The scientists are studying three species of fish that have recently been found living in the Indian Ocean. They appeared two years ago.

LABEL: 1
","The scientists are studying three species of fish that have recently been found living in the Indian Ocean. They appeared two years ago.

LABEL: 1
",0.39,0.39,0.38,0.38
The painting is to the right of a house.,"The painting in Mark's living room shows a house. It is to the left of an oak tree.

LABEL: 1

SENTENCE","The painting in Mark's living room shows an oak tree. It is to the right of a house.

LABEL: 0

SENTENCE",0.39,0.58,0.36,0.37
The gang members were trying to stop the drug trade in the neighborhood.,"The police arrested all of the gang members. They were trying to stop the drug trade in the neighborhood.

LABEL: 1

SENTENCE","The police arrested all of the gang members. They were trying to stop the drug trade in the neighborhood.

LABEL: 0

SENTENCE",0.74,0.74,0.48,0.51
Any direction on his own account was just another proof of Mr. Taylor's innate idiocy.,David was a man of uncertain temper and his general tendency was to think that Mr. Taylor was a poor chump and that whatever step he took in any direction,Mr. Taylor was a man of uncertain temper and his general tendency was to think that David was a poor chump and that whatever step he took in any direction,0.17,0.09,0.48,0.48
The juggler was very impressed.,"John was jogging through the park when he saw a man juggling watermelons. He was very impressed.

LABEL: 1

S","John was jogging through the park when he saw a man juggling watermelons. He was very impressed.

LABEL: 1

S",0.32,0.32,0.3,0.3
The chickens have gotten very bold.,"The foxes are getting in at night and attacking the chickens. They have gotten very bold.

LABEL: 1

SENTENCE 1:","The foxes are getting in at night and attacking the chickens. They have gotten very bold.

LABEL: 0

SENTENCE 1:",0.46,0.46,0.38,0.37
Adam would be here by this time.,"Bob is late for work.

LABEL: 1

SENTENCE 1:
Adam can't leave work here until Bob arrives to replace him","Adam can't leave work here until Bob arrives to replace him. If Bob had left home for work on time, he would be here by this time.
",0.14,0.4,0.44,0.54
Yakutsk was victorious within weeks.,"In August, Kamtchatka declared war on Yakutsk. Since Yakutsk's army was much better equipped and ten times larger, they","In July, Kamtchatka declared war on Yakutsk. Since Yakutsk's army was much better equipped and ten times larger, they",0.16,0.16,0.28,0.27
"Mary tucked her daughter Anne into bed, so that Mary could sleep.","Anne slept soundly.

LABEL: 1

SENTENCE 1:
Mary tucked her daughter Anne into bed, so that she could sleep","Mary tucked her daughter Anne into bed, so that she could sleep.

LABEL: 1

SENTENCE 1:
Mary tucked her daughter",0.71,0.69,0.62,0.6
"Mark needed to get him to finish his work, because his work was beautiful.",Mr. Schmidt was a very good man. He was a very good man. He was a very good man. He was a very good man. He was,"Every day after dinner Mr. Schmidt took a long nap. Mark would let him sleep for an hour, then wake him up, scold him, and get",0.05,0.1,0.26,0.26
Men had the right to keep their sons working for them until the men were 21 years of age.,"Men had the right to keep their sons working for them until they were 21 years of age.

LABEL: 1

SENTENCE 1:","Men had the right to keep their sons working for them until they were 21 years of age.

LABEL: 0

SENTENCE 1:",0.83,0.83,0.7,0.68
We should make fewer of the chocolate chip cookies.,"Everyone really loved the oatmeal cookies; only a few people liked the chocolate chip cookies. Next time, we should make fewer of them.

LAB","Everyone really loved the oatmeal cookies; only a few people liked the chocolate chip cookies. Next time, we should make fewer of them.

LAB",0.3,0.3,0.51,0.51
"When Fred first saw my father, Fred was twelve years old.","Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father, he was twelve years old.

LABEL","Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father, he was twelve years old.

LABEL",0.54,0.54,0.57,0.57
Paul's books are popular because Paul writes so well.,"Paul is a very good writer.

LABEL: 2

SENTENCE 1:
Paul is a very good writer.

LABEL","Paul's books are popular because they are well written.

LABEL: 0

```

## Dataset

The dataset is available at",0.15,0.5,0.5,0.35
He opened his hands when the wind stopped.,"Fred opened his eyes and looked around. He saw that the wind had stopped.

LABEL: 1

SENTENCE 1:
Fred covered","Fred covered his eyes with his hands, because the wind was blowing sand around. He opened them when the wind stopped.

LABEL: 1

",0.36,0.39,0.28,0.43
"The donkey wished a wart on its hind leg would disappear, and donkey did.","The donkey wished a wart on its hind leg would disappear, and it did.

LABEL: 1

SENTENCE 1:
The donkey","The donkey wished a wart on its hind leg would disappear, and it did.

LABEL: 0

SENTENCE 1:
The donkey",0.76,0.76,0.66,0.67
The chatbots were so stupid.,"The judges couldn't figure out which respondents were the chatbots because they were so stupid.

LABEL: 1

SENTENCE 1:","The judges couldn't figure out which respondents were the chatbots because they were so stupid.

LABEL: 0

SENTENCE 1:",0.4,0.4,0.28,0.32
It was a major influence on Goethe's writing.,"Goethe's work was influenced by Shakespeare's.

LABEL: 2

SENTENCE 1:
This book introduced Shakespeare to Goethe;","This book introduced Shakespeare to Goethe; it was a major influence on his writing.

LABEL: 1

SENTENCE 1:
This",0.15,0.5,0.48,0.39
"I don't know who the guy in uniform was, but he looked very unhappy.","Jim was yelling at a guy in a military uniform with a huge red beard.

LABEL: 2

SENTENCE 3:
Jim was","I saw Jim yelling at some guy in a military uniform with a huge red beard. I don't know who he was, but he looked very unhappy.
",0.22,0.51,0.22,0.69
Billy is so short.,"John is so short that he can't see the stage with Billy in front of him.

LABEL: 1

SENTENCE 1:
","John couldn't see the stage with Billy in front of him because he is so short.

LABEL: 0

SENTENCE 1:
",0.24,0.32,0.24,0.28
George was not particularly eager to see it.,"George gave Eric the tickets, because he was not particularly eager to see the play.

LABEL: 2

SENTENCE 1:
George","George gave Eric free tickets to the play, but he was not particularly eager to see it.

LABEL: 2

SENTENCE 1:",0.5,0.55,0.44,0.43
No time today to look at old pictures in Mama's favorite photo album.,Alice was dusting the living room and trying to find the button that Mama had hidden. No time today to look at old pictures in her favorite photo album,Alice was dusting the living room and trying to find the button that Mama had hidden. No time today to look at old pictures in her favorite photo album,0.56,0.56,0.54,0.54
I couldn't get the chewing gum in.,"I was trying to open the lock with the key, but someone had filled the keyhole with chewing gum, and I couldn't get it in.

","I was trying to open the lock with the key, but someone had filled the keyhole with chewing gum, and I couldn't get it in.

",0.29,0.29,0.54,0.54
The suitcase is too small.,"The trophy fits into the brown suitcase.

LABEL: 2

SENTENCE 1:
The trophy doesn't fit into the brown suitcase because","The trophy doesn't fit into the brown suitcase because it is too small.

LABEL: 1

SENTENCE 1:
The trophy doesn",0.15,0.38,0.48,0.31
The lawyer was reluctant to answer it.,"The witness was reluctant to answer the lawyer's question.

LABEL: 1

SENTENCE 1:
The lawyer asked the witness a question","The lawyer asked the witness a question, but he was reluctant to answer it.

LABEL: 0

SENTENCE 1:
The lawyer",0.36,0.52,0.54,0.39
Joan made sure to thank Susan for all the help Susan had recieved.,"Joan thanked Susan for all the help she had recieved.

LABEL: 1

SENTENCE 1:
Joan made sure","Joan made sure to thank Susan for all the help she had received.

LABEL: 1

SENTENCE 1:
Joan made",0.53,0.69,0.49,0.51
Mark took upon himself the feeding and care of the animal.,"Mark was afraid the stable boys at the Burlington Stables struck at him and bullied him because he was timid, so he took upon himself the feeding","Mark was absorbed in Blaze, the white horse. He was afraid the stable boys at the Burlington Stables struck at him and bullied him because he",0.32,0.16,0.41,0.24
"Isn't it nice that the two guitars and a bag have come, Mama!""","""Isn't it nice that they have come, Mama!""

LABEL: 1

SENTENCE 1:
Tatyana managed two guitars","Tatyana managed two guitars and a bag, and still could point out the Freemans: ""Isn't it nice that they have come, Mama!""",0.52,0.43,0.4,0.5
Pete should have been more truthful.,"Pete included many lies about Mark in his book. He should have been more truthful.

LABEL: 1

SENTENCE 1:","Mark told Pete many lies about himself, which Pete included in his book. He should have been more truthful.

LABEL: 1

```",0.48,0.44,0.43,0.27
Ray reached the bottom of the stairs.,"Tom threw his schoolbag down to Ray after he reached the bottom of the stairs.

LABEL: 2

SENTENCE 1:
Tom","Tom threw his schoolbag down to Ray after he reached the bottom of the stairs.

LABEL: 2

SENTENCE 1:
Tom",0.52,0.52,0.34,0.34
The opponents were very much in the minority.,"The sponsors of the bill were surprised to find that the room was full of opponents. They were very much in the minority.

LABEL: 1
","When the sponsors of the bill got to the town hall, they were surprised to find that the room was full of opponents. They were very much in the minority",0.48,0.42,0.45,0.58
Adam would have lost.,"Adam had a sudden run of good luck.

LABEL: 2

SENTENCE 3:
Bob was playing cards with Adam and was way","Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of bad luck, he would have won.

LABEL",0.08,0.2,0.21,0.2
"The meeting was short, so it worked out.","I was able to catch the train on time.

LABEL: 2

SENTENCE 1:
My meeting started at 4:00 and","My meeting started at 4:00 and I needed to catch the train at 4:30, so there wasn't much time. Luckily, it was short,",0.14,0.18,0.22,0.48
John is so tall.,"John is so tall that he can't see the stage with Billy in front of him.

LABEL: 1

SENTENCE 1:
","John couldn't see the stage with Billy in front of him because he is so tall.

LABEL: 1

SENTENCE 1:
",0.32,0.32,0.28,0.26
"She had left poor little Dora to do the best Maude could, alone.","Maude was a very good mother, but she was not a very good housekeeper.

LABEL: 1

SENTENCE 1:
",All the buttons up the back of Dora's plaid dress were buttoned outside-in. Maude should have thought to button her up; but no,0.06,0.11,0.19,0.29
The building is very good.,"I'm sure that my map will show this building; it is very good.

LABEL: 1

SENTENCE 1:
I'm","I'm sure that my map will show this building; it is very good.

LABEL: 0

SENTENCE 1:
I'm",0.32,0.32,0.23,0.25
Ralph wouldn't have to walk.,"Ralph was late for school because he had to wait for Tom.

LABEL: 2

SENTENCE 1:
Tom gave Ralph a","Tom gave Ralph a lift to school so he wouldn't have to walk.

LABEL: 2

SENTENCE 1:
Tom gave Ralph",0.15,0.44,0.16,0.38
Sid couldn't understand him.,"Mark didn't understand Sid's theory.

LABEL: 1

SENTENCE 1:
Sid explained his theory to Mark but he couldn","Sid explained his theory to Mark but he couldn't understand him.

LABEL: 1

SENTENCE 1:
Sid explained his",0.16,0.42,0.43,0.42
The rain continued until 10.,"The rain stopped at 10.

LABEL: 1

SENTENCE 1:
The rain started falling, but it continued until 10.
","The rain started falling in the middle of the outdoor concert, but it continued until 10.

LABEL: 1

SENTENCE 1:
",0.43,0.4,0.58,0.31
The toaster Frank had bought from him didn't work.,"Frank was upset with Tom because the toaster he had bought from him didn't work.

LABEL: 2

SENTENCE 1:
","Frank was upset with Tom because the toaster he had bought from him didn't work.

LABEL: 2

SENTENCE 1:
",0.6,0.6,0.51,0.51
"Dan took the rear seat while Bill claimed the front because Bill's ""Dibs!"" was slow.","Bill claimed the front because his ""Dibs!"" was slow.

LABEL: 1

SENTENCE 1:
Dan took the rear","Dan took the rear seat while Bill claimed the front because his ""Dibs!"" was slow.

LABEL: 1

SENTENCE 1",0.48,0.8,0.49,0.65
The table is too wide.,"The table is too wide.

LABEL: 2

SENTENCE 1:
The table won't fit through the doorway because it is too","The table won't fit through the doorway because it is too wide.

LABEL: 1

SENTENCE 1:
The table won't",0.38,0.38,0.4,0.34
Susan invited her to come in.,"Jane and Susan went to the kitchen.

LABEL: 2

SENTENCE 3:
Jane and Susan sat down at the table.
","Jane knocked on the door, and Susan answered it. She invited her to come in.

LABEL: 2

SENTENCE 1:
",0.16,0.48,0.37,0.35
I shall have to guard The foxes.,"I shall have to guard the chickens.

LABEL: 1

SENTENCE 1:
The foxes are getting in at night and attacking","The foxes are getting in at night and attacking the chickens. I shall have to guard them.

LABEL: 0

SENTENCE 1",0.52,0.36,0.35,0.44
The city councilmen advocated violence.,"The city councilmen refused the demonstrators a permit because they advocated violence.

LABEL: 1

SENTENCE 1:
The city council","The city councilmen refused the demonstrators a permit because they advocated violence.

LABEL: 0

SENTENCE 1:
The city council",0.42,0.42,0.34,0.34
Charlie is very generous.,"Charlie is very grateful to Bob.

LABEL: 1

SENTENCE 1:
Bob paid for Charlie's college education. He is very","Bob paid for Charlie's college education. He is very generous.

LABEL: 0

SENTENCE 1:
Bob paid for Charlie's",0.25,0.33,0.32,0.44
She writes the article when she gets home from work.,"Sara writes the article when she gets home from work.

LABEL: 2

SENTENCE 1:
Sara borrowed the book from","Sara borrowed the book from the library because she needs it for an article she is working on. She writes it when she gets home from work.

",0.62,0.43,0.4,0.65
No time today to look at old pictures in Alice's favorite photo album.,Alice was dusting the living room and trying to find the button that Mama had hidden. No time today to look at old pictures in her favorite photo album,Alice was dusting the living room and trying to find the button that Mama had hidden. No time today to look at old pictures in her favorite photo album,0.56,0.56,0.55,0.55
The ankles should be better.,"Sam is walking with crutches.

LABEL: 2

SENTENCE 3:
Sam is walking with crutches.

","Sam broke both his ankles and he's walking with crutches. But a month or so from now they should be better.

LABEL: 1",0.0,0.28,0.41,0.35
The cat waited at the bottom.,"The cat jumped down from the tree. It ran away.

LABEL: 1

SENTENCE 1:
The dog chased the cat,","The dog chased the cat, which ran up a tree. It waited at the bottom.

LABEL: 0

SENTENCE 1:
",0.24,0.48,0.35,0.33
Joan wasn't hungry.,"Jane gave Joan candy because she was hungry.

LABEL: 1

SENTENCE 1:
Jane gave Joan candy because she was hungry.","Jane gave Joan candy because she wasn't hungry.

LABEL: 0

SENTENCE 1:
Jane gave Joan candy because she wasn't",0.17,0.32,0.62,0.45
"I sallied out for a bit of food, more to pass the time than because I wanted time.","I was hungry, but I didn't want to eat.

LABEL: 1

SENTENCE 1:
I was hungry, but I","I sallied out for a bit of food, more to pass the time than because I wanted it.

LABEL: 0

SENT",0.16,0.87,0.29,0.67
The fish was hungry.,"The fish was hungry.

LABEL: 2

SENTENCE 1:
The fish ate the worm. It was hungry.

LAB","The fish ate the worm. It was hungry.

LABEL: 1

SENTENCE 1:
The fish ate the worm. It was",0.38,0.35,0.45,0.48
Susan could see the landing gear.,"As Andrea in the crop duster passed over Susan, she could see the landing gear.

LABEL: 2

SENTENCE 1:
","As Andrea in the crop duster passed over Susan, she could see the landing gear.

LABEL: 1

SENTENCE 1:
",0.48,0.48,0.29,0.27
"Mary tucked her daughter Anne into bed, so that Mary's daughter could sleep.","Anne slept soundly.

LABEL: 2

SENTENCE 1:
Mary tucked her daughter Anne into bed, so that she could sleep","Mary tucked her daughter Anne into bed, so that she could sleep.

LABEL: 2

SENTENCE 1:
Mary tucked her daughter",0.67,0.65,0.58,0.59
Chester no longer requires his financial support.,"Mr. Moncrieff has decided to cancel Edward's allowance on the ground that he no longer requires his financial support.

LABEL: 1
","Mr. Moncrieff visited Chester's luxurious New York apartment, thinking that it belonged to his son Edward. The result was that Mr. Moncrie",0.41,0.13,0.35,0.24
The dog was cooler.,"The dog was sitting in the middle of the lawn. After a while, it got up and moved to a spot under the tree, because it was cooler.","The dog was sitting in the middle of the lawn. After a while, it got up and moved to a spot under the tree, because it was cooler.",0.25,0.25,0.47,0.47
The map is very famous.,"I'm sure that my map will show this building; it is very famous.

LABEL: 1

SENTENCE 1:
I'm","I'm sure that my map will show this building; it is very famous.

LABEL: 0

SENTENCE 1:
I'm",0.32,0.32,0.24,0.25
The ocean beach was a dangerous place to swim.,"We went to the lake, because it was a dangerous place to swim.

LABEL: 2

SENTENCE 1:
We went to","We went to the lake, because a shark had been seen at the ocean beach, so it was a dangerous place to swim.

LABEL: 0",0.48,0.53,0.32,0.46
The captain and all the captain's crew had best stay in the cabin until the work was over.,"The captain and his crew were in the cabin.

LABEL: 2

SENTENCE 3:
The captain and his crew were in the","
The label for this instance is the string ""SENTENCE 2"".

EXAMPLE INSTANCE:

SENTENCE 1:
Mark",0.4,0.12,0.36,0.21
It was a major influence on Ovid's writing.,"Ovid's influence on Shakespeare's writing was a major influence on his writing.

LABEL: 1

SENTENCE 1:
This book","This book introduced Shakespeare to Ovid; it was a major influence on his writing.

LABEL: 0

SENTENCE 1:
This",0.41,0.5,0.45,0.4
Mark should have been more truthful.,"Pete included many lies about Mark in his book. He should have been more truthful.

LABEL: 2

SENTENCE 1:","Mark told Pete many lies about himself, which Pete included in his book. He should have been more truthful.

LABEL: 1

S",0.48,0.43,0.37,0.39
Jim signaled the barman and gestured toward The barman's empty glass.,"The barman brought Jim a new drink.

LABEL: 1

SENTENCE 1:
Jim signaled the barman and gestured toward","Jim signaled the barman and gestured toward his empty glass.

LABEL: 0

SENTENCE 1:
Jim signaled the barman",0.47,0.6,0.42,0.63
Ann told her about it.,"Ann's son was in a car accident.

LABEL: 2

SENTENCE 1:
Susan knew that Ann's son had been","Susan knew that Ann's son had been in a car accident, because she told her about it.

LABEL: 1

SENTENCE",0.08,0.38,0.28,0.29
"Beside the food there were crocks, baskets, and a five-quart pail of milk.","The table was piled high with food, and on the floor beside it there were crocks, baskets, and a five-quart pail of milk.","The table was piled high with food, and on the floor beside it there were crocks, baskets, and a five-quart pail of milk.",0.68,0.68,0.76,0.76
"Equally swoon-worthy is C.K. Dexter Haven, a pallid young dandy holding a jade-handled walking stick, with a poodle asleep at the poodle's feet.","The poodle is asleep at his feet.

LABEL: 1

SENTENCE 1:
The poodle is asleep at his","Equally swoon-worthy is C.K. Dexter Haven, a pallid young dandy holding a jade-handled walking stick, with",0.23,0.83,0.29,0.5
George got up.,"Fred went out to buy groceries while George watched TV. After an hour he got up.

LABEL: 1

SENTENCE 1:","Fred watched TV while George went out to buy groceries. After an hour he got up and went to the kitchen.

LABEL: 1

",0.26,0.23,0.26,0.27
Steve admires him hugely.,"Steve is a very good friend of Fred's.

LABEL: 2

SENTENCE 3:
Steve is a very good friend of Fred","Steve follows Fred's example in everything. He admires him hugely.

LABEL: 1

SENTENCE 1:
Steve follows Fred's",0.08,0.35,0.55,0.51
"Lily spoke to Donna, breaking Lily's concentration.","Donna was surprised by Lily's sudden outburst.

LABEL: 1

SENTENCE 1:
Lily spoke to Donna, breaking","Lily spoke to Donna, breaking her concentration.

LABEL: 0

SENTENCE 1:
Lily spoke to Donna, breaking her",0.4,0.48,0.37,0.51
